year,leurs_DET ans_NOUN,leurs_DET vents_NOUN
1875,1.0870901512305409e-08,5.721527140956084e-10
1876,2.5997864083748823e-08,4.232210137899983e-09
1877,1.9172929910382663e-08,3.0924081073635534e-09
1878,4.589707236490881e-08,1.8117265465633636e-09
1879,2.260450293611882e-08,2.443730107160036e-09
1880,3.2731015897624616e-08,7.701415505323439e-09
1881,2.161477419271307e-08,3.4862537301449947e-09
1882,1.6638463051776853e-08,4.6587693702804245e-09
1883,1.7694149478941767e-08,8.21514056781325e-09
1884,2.442627877741188e-08,1.3203393933736152e-09
1885,1.5469525438405185e-08,5.80107206715752e-09
1886,2.5168509276696227e-08,1.936039106809062e-09
1887,2.4157020495074732e-08,6.528924512139156e-09
1888,7.60873763994141e-09,3.804368819970705e-09
1889,1.9421923069806724e-08,7.51816386923565e-09
1890,2.4906667839275087e-08,1.3108772956016423e-09
1891,1.7847816891070067e-08,8.92390783491237e-09
1892,1.2537024973724442e-08,1.4417578242387208e-08
1893,1.4164357742263434e-08,7.390100087434348e-09
1894,1.7014155417882648e-08,2.520615716150587e-09
1895,1.444467478961542e-08,2.4074457982692365e-09
1896,3.125425407368709e-08,0.0
1897,1.5149455467877715e-08,5.826713556089658e-10
1898,1.0750874412934763e-08,1.6975064687230201e-09
1899,8.844125432005967e-09,4.9748205555033564e-09
1900,1.2458527431924438e-08,1.5573159428683425e-09
1901,1.0059729993461275e-08,5.58873880507349e-09
1902,8.838510812125833e-09,3.928227076954727e-09
1903,1.8900770726304472e-08,1.0800440541913758e-09
1904,1.5048950530172078e-08,5.374625189347171e-10
1905,2.0126960542654615e-08,2.0643036169332163e-09
1906,9.773950260250075e-09,5.144184522798412e-10
1907,1.645709940545359e-08,5.142843373384665e-10
1908,2.7503779254089977e-08,4.4202499438483756e-09
1909,1.4852655993990993e-08,6.60118004702781e-09
1910,9.085056040802897e-09,1.0153886620400954e-08
1911,6.916486383623521e-09,1.0108711201439746e-08
1912,1.9274858487072777e-08,8.335073964360618e-09
1913,1.6969566696278804e-08,2.121195885607108e-09
1914,2.6117300322425763e-08,5.357394972094198e-09
1915,2.1205371458776767e-08,2.3561523843085297e-09
1916,5.493731025651982e-09,1.0987462051303964e-09
1917,6.57985488317081e-09,6.57985488317081e-09
1918,1.2635013924011673e-08,9.189101035644853e-09
1919,1.4732557174212957e-08,1.012863304339362e-08
1920,2.8017257402979112e-08,1.514446346106979e-09
1921,9.0872969149558e-09,0.0
1922,8.853522359686394e-09,2.951174193910333e-09
1923,2.229349105320466e-08,1.0615948120573648e-08
1924,1.5469948877466777e-08,1.289162443462999e-09
1925,7.698724768800957e-09,4.399271169575059e-09
1926,1.0031524610987219e-08,7.802296586589819e-09
1927,1.1149224876660924e-08,4.459690061686672e-09
1928,4.570416489713125e-09,1.1426041002238208e-08
1929,1.1140406153131721e-08,7.798284684668033e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,9.863582950409011e-09,5.4797681947604815e-09
1933,0.0,1.1470662197865522e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,1.9149255514605557e-08,7.180970484910176e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,6.295558963032022e-09,3.777335333410292e-09
1938,2.2040864577910213e-08,6.482607339819424e-09
1939,1.988226472349197e-08,4.588215141154706e-09
1940,1.2678914584896006e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,2.1239483061208375e-08,1.517105907566929e-08
1943,1.7419411024732767e-08,2.9032351633873077e-08
1944,2.2492303131116387e-08,1.2852744646352221e-08
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,1.3921104269343232e-08,6.960552134671616e-09
1947,2.1457568166738383e-08,1.549713246618012e-08
1948,2.5005341797168512e-08,1.0871887834440486e-09
1949,1.178041031391075e-08,7.853606653895895e-09
1950,2.8715476219076663e-08,9.571825110299415e-09
1951,6.396841056854896e-09,7.462981344019681e-09
1952,9.49032352703938e-09,4.2179215675730575e-09
1953,7.541679392097933e-09,5.386913581872932e-09
1954,1.0749790169128914e-08,8.795282502305213e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,1.0465369681966763e-08,2.616342476002842e-09
1957,3.5340151360863103e-09,3.534015080575159e-09
1958,1.4062813691317899e-08,4.1361216673863055e-09
1959,1.1626122287111684e-08,4.650448914844674e-09
1960,1.2457499698470542e-08,6.920833239831836e-09
1961,8.33779090214648e-09,2.779263708063695e-09
1962,7.610347574349419e-09,3.170978146727066e-09
1963,1.3578711488548834e-08,5.1728425987107585e-09
1964,1.4601524378488051e-08,7.909158605823308e-09
1965,1.9699356812452606e-08,8.20806533852192e-09
1966,1.2185964237687585e-08,9.416427082520329e-09
1967,2.4158644196248247e-08,7.888536934785861e-09
1968,1.4372531054185345e-08,5.3896989093971115e-09
1969,1.0446042669753908e-08,2.2708788183223305e-09
1970,1.5175792733579385e-08,3.6789800095249348e-09
1971,2.0553589163974095e-08,5.652237344833111e-09
1972,1.1286323153836264e-08,2.565073486948677e-09
1973,1.1577728109557484e-08,7.1671650836435674e-09
1974,6.750686232237513e-09,5.625571564138454e-09
1975,1.3707552426467373e-08,7.996072248772634e-09
1976,7.4275851025262796e-09,7.427584769459372e-09
1977,5.289103821581875e-09,8.22749424145286e-09
1978,8.910887139279566e-09,2.3762365408686037e-09
1979,5.851973239323627e-09,1.1703946700691858e-09
1980,5.116635615198817e-09,4.548120546843393e-09
1981,1.3283654176632353e-08,5.060439622894819e-09
1982,6.828252629986764e-09,3.1037510339615437e-09
1983,8.841442245000053e-09,4.4207211225000265e-09
1984,6.958810416790584e-09,8.118611560803402e-09
1985,6.015557940663996e-09,4.210890636180409e-09
1986,9.591176797218992e-09,4.7955883708539204e-09
1987,7.33298027855156e-09,6.110816741511371e-09
1988,3.597932174415064e-09,4.797243047249822e-09
1989,1.0427432250992297e-08,4.939309850016116e-09
1990,9.807571754727462e-09,3.2691906959314565e-09
1991,1.2895223555631219e-08,6.4476117778156095e-09
1992,9.91789939064347e-09,2.2039776670368383e-09
1993,9.970573700002205e-09,4.4313659408601325e-09
1994,2.1099706426497278e-09,5.802419433820205e-09
1995,9.760411145975922e-09,3.795715741716776e-09
1996,1.0676184380997711e-08,4.804283193493575e-09
1997,7.671831170341648e-09,1.1028257640433026e-08
1998,7.152193948201102e-09,2.86087753487152e-09
1999,6.8553016596695215e-09,5.027221139375371e-09
2000,1.1045078629479121e-08,6.185244316725402e-09
2001,4.381211837767296e-09,1.3143635069212678e-09
2002,7.448076377869484e-09,3.066854992184176e-09
2003,3.333538389771462e-09,4.166922917825389e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,6.7556245042510454e-09,8.55712400937847e-09
2006,3.706100981659688e-09,9.882935525507008e-09
2007,1.2782334662952977e-08,7.190063044948403e-09
2008,7.2376473703172906e-09,4.683183701947868e-09
2009,9.059565542202108e-09,6.675469510497578e-09
2010,3.3066551718974324e-09,6.613310343794865e-09
2011,3.059177577924288e-09,8.795135286732148e-09
2012,4.765953853791416e-09,6.1276548835031974e-09
2013,5.578249862026041e-09,9.204113027294625e-09
2014,3.897801192920269e-09,7.795602385840539e-09
2015,5.098123256885856e-09,7.536356427806368e-09
2016,1.0356700386182638e-08,8.492493958067726e-09
2017,4.024978128569501e-09,6.792150841761213e-09
2018,3.0977600484760615e-09,6.7118136048982535e-09
2019,3.5713827450933877e-09,8.16316081397872e-09
