year,des_DET ans_NOUN,des_DET vents_NOUN
1853,1.1107793307374436e-07,1.814870124405843e-06
1854,1.1638288199833369e-07,1.633516859556039e-06
1855,1.3001995569084102e-07,1.821340873675581e-06
1856,1.0354378376931095e-07,1.4837824835467472e-06
1857,1.7719877498656444e-07,1.7968834846726622e-06
1858,1.1549075340511195e-07,1.801362103037718e-06
1859,1.9961319530636956e-07,1.4624722339817708e-06
1860,1.2953430317264036e-07,1.423504244257856e-06
1861,1.5421200871834628e-07,1.553438501389337e-06
1862,1.6716549666728753e-07,1.4245210770980066e-06
1863,1.4883970655965584e-07,1.9903564734136125e-06
1864,2.1528328186803947e-07,1.5827396921963555e-06
1865,1.308502746155682e-07,1.519840019170715e-06
1866,1.5083400217719145e-07,1.719507650932428e-06
1867,1.3199647597161857e-07,1.992564385489004e-06
1868,1.126291309105909e-07,1.5550723801993627e-06
1869,1.411337060552853e-07,1.5319599313556864e-06
1870,1.25002265427554e-07,1.670328394709486e-06
1871,1.1258447574213903e-07,1.7567427192943796e-06
1872,1.118757751994437e-07,1.818434931522006e-06
1873,1.5743191833506032e-07,1.3540342642670566e-06
1874,1.0336073774652732e-07,1.469156387656767e-06
1875,1.6363567656441091e-07,1.5081944972905603e-06
1876,1.1245587638875065e-07,1.503039307237941e-06
1877,1.490540659787598e-07,1.648871940318486e-06
1878,1.1172314384744197e-07,1.3086704946374539e-06
1879,1.429582063838808e-07,1.7448232725314483e-06
1880,1.764907728851739e-07,1.3913890590799838e-06
1881,1.7082643788413066e-07,1.4056575352583423e-06
1882,1.5507047379514916e-07,1.432238857290713e-06
1883,1.4787252844428167e-07,1.363081395311383e-06
1884,1.353347940380445e-07,1.5626216764985656e-06
1885,1.3471379101126502e-07,1.4837853115068356e-06
1886,1.1616234929512359e-07,1.342965859407741e-06
1887,1.3514873686837348e-07,1.2045865531717936e-06
1888,1.8134157908633597e-07,1.095024128261457e-06
1889,1.4159209094088965e-07,1.073217964275841e-06
1890,1.1404632793698966e-07,1.2722063811310136e-06
1891,1.4278253157584686e-07,1.3513346743820875e-06
1892,1.4731003838974743e-07,1.243672897999204e-06
1893,1.5272873232774486e-07,1.175025889921244e-06
1894,1.354831011823876e-07,1.0737823199491459e-06
1895,1.5768769712209973e-07,1.0045067355690662e-06
1896,1.5214335458146877e-07,1.003084655337716e-06
1897,1.7829743748087878e-07,1.2300192331338167e-06
1898,1.6239478961566078e-07,9.981338031650466e-07
1899,1.5200841119167308e-07,1.0905911764780285e-06
1900,1.4275396598151247e-07,1.0221183437408854e-06
1901,1.5536694175644072e-07,9.651752304051797e-07
1902,1.458354356165259e-07,9.805836462817297e-07
1903,1.6632678656591793e-07,1.0584431464621957e-06
1904,1.6715084427687543e-07,1.0039799889227652e-06
1905,1.826908637703184e-07,1.0522787619038354e-06
1906,1.9547901342065188e-07,1.1322350630393885e-06
1907,2.2731367899098132e-07,1.0378257648824274e-06
1908,1.6502266664275567e-07,8.590019682230832e-07
1909,2.2113953734859138e-07,1.303183058354307e-06
1910,1.6727191454180002e-07,1.0886035468615773e-06
1911,1.8408494040222934e-07,1.3114722712259663e-06
1912,1.9743707069252991e-07,1.3174625728140654e-06
1913,1.8878643670561246e-07,1.0022651029117924e-06
1914,2.0224166386029196e-07,9.891089991498347e-07
1915,1.4961568284288518e-07,7.386537692610773e-07
1916,2.2304548275009495e-07,6.460627872684199e-07
1917,2.8732033285905345e-07,7.77519503003532e-07
1918,2.0790340560239429e-07,9.924229544822083e-07
1919,2.6150289067494725e-07,1.140852425862704e-06
1920,2.415541935363308e-07,9.775751088625384e-07
1921,2.0294963065659033e-07,9.397779727748912e-07
1922,2.6265450348006425e-07,1.0461912012260655e-06
1923,2.781378469762785e-07,9.172179353811316e-07
1924,2.5138667858470853e-07,8.637388155818826e-07
1925,2.397602791859299e-07,1.1394112107154797e-06
1926,2.3964197293224743e-07,1.0912069292601245e-06
1927,2.1963973440009e-07,9.766720729942335e-07
1928,2.513729078224003e-07,1.1254650402747757e-06
1929,1.8604478735362306e-07,1.2544097032218815e-06
1930,1.7961161535851033e-07,1.143842371931214e-06
1931,1.5739392367208893e-07,1.0926331839300474e-06
1932,1.3918611330154818e-07,1.0575952735791816e-06
1933,2.087660520011525e-07,1.0254772568885073e-06
1934,1.5576054757104885e-07,1.4246098700709808e-06
1935,1.962798581445213e-07,1.109459937254087e-06
1936,1.74595886193174e-07,9.578524640119213e-07
1937,1.7375742622505186e-07,9.632205255627468e-07
1938,1.8280952396310113e-07,9.659084554414221e-07
1939,1.2847002484051018e-07,1.0170543163212642e-06
1940,1.3946806109998988e-07,1.1563169906025905e-06
1941,2.5382921764460775e-07,1.130425470563523e-06
1942,1.6384744117026173e-07,1.1530004186965925e-06
1943,3.0483970370198676e-07,1.2106490814289828e-06
1944,2.9561313041881476e-07,8.611338913055988e-07
1945,2.6142048348276603e-07,8.714016175304096e-07
1946,1.8654279099195037e-07,9.090480830309389e-07
1947,1.478188063064323e-07,8.106192339596419e-07
1948,1.7395021001398447e-07,1.016521498087286e-06
1949,1.6590744289501913e-07,9.453779057366773e-07
1950,2.180249101257914e-07,1.1773344681387243e-06
1951,1.1940770017204727e-07,1.0576110369697744e-06
1952,1.5079068971246556e-07,1.0028109045379097e-06
1953,1.4867881814595307e-07,1.0321327046369788e-06
1954,1.7101937910268816e-07,1.086705964326029e-06
1955,1.6800238666903056e-07,9.000797902558588e-07
1956,1.500036306278929e-07,1.0596186754696646e-06
1957,1.5814717224671426e-07,1.1017292464998718e-06
1958,1.5303650968689908e-07,1.0389938012167477e-06
1959,1.3253778630151203e-07,1.0874298972396446e-06
1960,1.536425056070101e-07,1.0367408833644731e-06
1961,1.5146986953595842e-07,1.019989735340232e-06
1962,1.173261940934367e-07,9.126075113385923e-07
1963,1.538920644250652e-07,9.796070408185642e-07
1964,1.3871447324120822e-07,1.0044631935102188e-06
1965,1.9371033399551152e-07,7.649916611285335e-07
1966,1.445698574187304e-07,8.61326114431904e-07
1967,1.6418017434460808e-07,9.071817732575482e-07
1968,2.0391028376920417e-07,9.261299638296805e-07
1969,1.44427902526445e-07,8.138829770132361e-07
1970,1.991247882138225e-07,8.397272033278114e-07
1971,2.0193902772192018e-07,8.591400337820687e-07
1972,1.3338381932292975e-07,9.054709266820282e-07
1973,1.1687991730013891e-07,8.870744672151432e-07
1974,1.5076531889590683e-07,8.500238930508885e-07
1975,1.1308730929471267e-07,7.487750579571184e-07
1976,1.1541324052011248e-07,8.204624570851138e-07
1977,1.469195431980097e-07,7.833750395036532e-07
1978,1.2950488903484825e-07,7.728709263687961e-07
1979,1.5566249178533553e-07,7.69534512556902e-07
1980,1.3644361129827587e-07,7.834137676354658e-07
1981,1.2714354746812262e-07,7.824704901793211e-07
1982,1.5518755125398798e-07,8.243563272003485e-07
1983,1.0230811975375786e-07,8.197280010335817e-07
1984,1.2525858084089236e-07,7.399534744934044e-07
1985,1.666309557002421e-07,7.411167395332541e-07
1986,1.3967151102356468e-07,7.09747059346455e-07
1987,1.448263584613585e-07,8.414594994121671e-07
1988,1.6370591726655448e-07,7.573647273773076e-07
1989,1.2677562333252013e-07,6.530865306331179e-07
1990,9.80757208779437e-08,7.884197934515669e-07
1991,1.383305781033073e-07,7.614043333603604e-07
1992,1.2893269341063274e-07,7.906770136401065e-07
1993,1.4401939374408812e-07,6.946166060117775e-07
1994,1.2818071448705837e-07,7.195000044646349e-07
1995,1.5670882458351798e-07,7.298618740492202e-07
1996,1.50534193998908e-07,7.302510312001687e-07
1997,1.352160230450039e-07,7.259470216069985e-07
1998,1.1681916367578538e-07,7.881717678515088e-07
1999,1.3070775040091576e-07,7.211777166560296e-07
2000,1.2193766951718032e-07,7.705046947137362e-07
2001,1.0252035509417112e-07,7.413010401080555e-07
2002,1.3275101173881865e-07,7.373595884985207e-07
2003,1.4250876523291822e-07,8.142167402525047e-07
2004,1.1981032513319612e-07,7.096118821436903e-07
2005,1.1124261511952227e-07,7.35011948194142e-07
2006,1.1077123884817297e-07,7.659275276239441e-07
2007,8.827799291566407e-08,7.58551621515835e-07
2008,1.1367363794700935e-07,8.05081857180312e-07
2009,1.3017166211604092e-07,8.530296256026304e-07
2010,1.2376337044095465e-07,9.655432648969509e-07
2011,9.292251743064917e-08,9.456682832365004e-07
2012,1.0382971105116212e-07,1.0634885043714348e-06
2013,9.064656347756994e-08,8.953091210628372e-07
2014,1.0762262636632158e-07,1.0294526049392516e-06
2015,1.2102501556476852e-07,1.0107583747753779e-06
2016,1.278016874550758e-07,1.123494826060778e-06
2017,7.320429240564863e-08,9.498948543296137e-07
2018,1.032586713356487e-07,9.85603982428529e-07
2019,1.119883612510364e-07,9.851914555270014e-07
