year,longues_ADJ voies_NOUN
1952,5.272402070488624e-09
1953,1.4005975934594517e-08
1954,4.886268278880834e-09
1955,6.569925492527773e-09
1956,6.104799332717903e-09
1957,1.1485549400447326e-08
1958,1.4890038535497752e-08
1959,7.750747599288843e-09
1960,8.305000243069571e-09
1961,2.779263708063695e-09
1962,4.43936931660005e-09
1963,3.879631726988464e-09
1964,8.517555549758526e-09
1965,6.5664522708175355e-09
1966,5.539074976468328e-09
1967,1.1339771788243524e-08
1968,6.287982134978165e-09
1969,1.090021850558287e-08
1970,9.657322941336588e-09
1971,3.5968783507200897e-09
1972,5.643161493651405e-09
1973,1.2129047988196362e-08
1974,9.00091468025721e-09
1975,5.140332159925265e-09
1976,9.712995741040231e-09
1977,5.876781727920388e-09
1978,3.5643548113029055e-09
1979,4.681578680276743e-09
1980,1.0801786132219604e-08
1981,6.325549417596221e-09
1982,5.586751949948621e-09
1983,5.052252838311233e-09
1984,4.639206796497319e-09
1985,1.0226449020933615e-08
1986,8.392279760016663e-09
1987,4.277571630240118e-09
1988,5.99655392008458e-09
1989,5.488121956886971e-09
1990,5.448650863826288e-09
1991,5.8614650910726596e-09
1992,2.7549720282848966e-09
1993,2.7696036575264316e-09
1994,6.329911705904578e-09
1995,4.337960657352369e-09
1996,2.135236876199542e-09
1997,5.274384040632185e-09
1998,1.43043876743576e-09
1999,5.941261704833778e-09
2000,6.185244316725402e-09
2001,3.066848330846028e-09
2002,4.81934359086722e-09
2003,2.5001538617175356e-09
2004,2.642874807889939e-09
2005,7.656374201303606e-09
2006,4.117890028965121e-09
2007,6.391167151065247e-09
2008,6.3861596011349775e-09
2009,2.860915504498962e-09
2010,2.8342759250676863e-09
2011,7.265546830836911e-09
2012,4.425528388196653e-09
2013,6.9728125495771565e-09
2014,4.330890313042346e-09
2015,3.989835573037226e-09
2016,5.799752234025846e-09
2017,4.024978128569501e-09
2018,4.130346731301415e-09
2019,5.612172948588068e-09
