year,trois_DET iles_NOUN,trois_DET villes_NOUN
1878,4.227361960484899e-09,2.3250491931747774e-07
1879,8.553055264037823e-09,3.4884247313016203e-07
1880,8.984984534166074e-09,2.470870814619275e-07
1881,6.972507682334594e-09,2.8168930527039393e-07
1882,1.3310770263785798e-09,2.562323260235644e-07
1883,7.583206729222525e-09,2.736273714276649e-07
1884,9.242375753615306e-09,2.9113482646891953e-07
1885,6.445635580831777e-09,2.5073522991192476e-07
1886,1.548831352060631e-08,2.658827114032647e-07
1887,7.834709492282599e-09,2.5462806718667963e-07
1888,3.1703073499755874e-09,1.686603532391473e-07
1889,6.265136576200092e-09,2.462198794850323e-07
1890,1.1797895382859025e-08,1.900772060858813e-07
1891,9.561329838980726e-09,1.9122660677162173e-07
1892,5.01480967862733e-09,1.7802575347225513e-07
1893,9.237624942759481e-09,2.1985546738712003e-07
1894,4.411077725308132e-09,2.211840322008385e-07
1895,3.611168697403855e-09,2.3171665453070034e-07
1896,1.1794058063507862e-08,1.7809028118875858e-07
1897,6.409384800676321e-09,2.2665915955233373e-07
1898,5.092519295146758e-09,2.3142671778941803e-07
1899,5.527578395003729e-09,1.6306356798168054e-07
1900,1.0901211378033793e-08,2.5799534708603744e-07
1901,7.2653604799022276e-09,2.1516644288510633e-07
1902,7.856454264931756e-09,1.6449450512823205e-07
1903,6.480264325148255e-09,2.3220947431568106e-07
1904,5.374625189347171e-09,2.4132067366622323e-07
1905,6.708986810544104e-09,1.9662491812511007e-07
1906,5.658603086100555e-09,2.0731063266055116e-07
1907,3.08570607954195e-09,1.6097100141720944e-07
1908,4.4202499438483756e-09,2.2592390047648792e-07
1909,1.2652262071366494e-08,1.8648334854098891e-07
1910,6.412980924075384e-09,2.2659198750663023e-07
1911,6.384448858476333e-09,1.6333548513713936e-07
1912,2.083768435579003e-09,2.2765171259209183e-07
1913,1.5908969142053309e-09,2.0310450299376726e-07
1914,2.678697486047099e-09,2.009023054583281e-07
1915,4.712304768617059e-09,2.3679331551118565e-07
1916,0.0,2.0326805172388163e-07
1917,3.289927441585405e-09,3.026733175204299e-07
1918,1.1486376294556067e-09,1.929711208603635e-07
1919,1.8415696745321952e-09,2.412456289180298e-07
1920,3.786115865267448e-09,1.529590774040912e-07
1921,2.2718242842501013e-09,2.1279419737396665e-07
1922,1.4755870969551665e-09,2.523253943564896e-07
1923,3.1847844361720945e-09,1.6030080995932394e-07
1924,3.867487330388997e-09,1.7274777341924619e-07
1925,5.499088961968823e-09,2.0016684487700331e-07
1926,7.802296808634424e-09,1.8725512784811826e-07
1927,4.459690061686672e-09,2.0737558692474067e-07
1928,3.4278122562625413e-09,1.8167406157232335e-07
1929,6.684243825105796e-09,2.261502440870089e-07
1930,0.0,2.037699081691713e-07
1931,1.1405356659111021e-09,1.2659946335702443e-07
1932,7.6716757391182e-09,1.687768622637975e-07
1933,2.2941324395731044e-09,1.2388315528966132e-07
1934,2.3963160344919743e-09,2.0847949322444492e-07
1935,5.98414207075848e-09,1.3883209692977516e-07
1936,1.2124714565686645e-09,1.8672061008473406e-07
1937,3.777335444432595e-09,1.8634855036836484e-07
1938,3.889564337278273e-09,1.6206518682615467e-07
1939,3.058810094103137e-09,1.9270503948121132e-07
1940,7.607348750937604e-09,1.9779106663619928e-07
1941,5.9030051957620344e-09,2.0955667823230328e-07
1942,0.0,1.9115534666269696e-07
1943,2.9032352077962287e-09,1.4516176038981143e-07
1944,3.2131861615880553e-09,1.2210107236398926e-07
1945,0.0,1.3288874622929825e-07
1946,5.568441707737293e-09,1.545242591660667e-07
1947,7.152522574216391e-09,1.8954184177744082e-07
1948,5.435943917220243e-09,1.4677048953970484e-07
1949,3.9268033269479474e-09,2.0615717211125428e-07
1950,1.0635361480382244e-09,1.9675418627684849e-07
1951,5.3307008807124134e-09,1.6418558690389773e-07
1952,3.163441175679793e-09,1.8769751086722408e-07
1953,4.3095309543161875e-09,1.3359545603108813e-07
1954,8.795282502305213e-09,1.2313395814089745e-07
1955,9.385607846468247e-10,1.924049541912609e-07
1956,8.72114158667614e-10,1.5698055455537485e-07
1957,2.6505113104313693e-09,1.5549666132486095e-07
1958,2.4816730892496253e-09,2.2086889739370008e-07
1959,3.8753737996444215e-09,1.9299362219449279e-07
1960,6.920833350854139e-10,1.7509708949425828e-07
1961,6.948159270159238e-10,1.7231435656128724e-07
1962,1.2683912808952869e-09,1.8899030007624162e-07
1963,2.5864212993553792e-09,1.9850783461450305e-07
1964,3.650380941966347e-09,2.0016255453114695e-07
1965,3.283225968875314e-09,2.0629602914823408e-07
1966,1.1078149508847446e-09,2.082692165394917e-07
1967,1.4791006197611978e-09,2.1545566619707301e-07
1968,2.6948494546985557e-09,2.474770122162795e-07
1969,9.083515606356229e-10,2.3753392841552312e-07
1970,6.438214850135182e-09,2.3131586890379197e-07
1971,2.5691987426412766e-09,2.3944932570074684e-07
1972,4.104117490300041e-09,2.375257981412915e-07
1973,1.6539611902288698e-09,2.1446362996613288e-07
1974,3.937900228123681e-09,2.6608953618278974e-07
1975,5.711480177694739e-09,2.335995432645177e-07
1976,7.427584713948221e-09,2.319691957408665e-07
1977,3.526069214387917e-09,2.85023922685923e-07
1978,3.5643548113029055e-09,2.857424543645237e-07
1979,2.3407893401383717e-09,2.2764176677014802e-07
1980,2.2740603289328476e-09,2.6777060391225405e-07
1981,3.795329661659963e-09,2.3467789234121739e-07
1982,3.7245013739806154e-09,1.9057031497293764e-07
1983,8.841442245000053e-09,2.551387643379144e-07
1984,5.219107646059484e-09,2.6385488949287605e-07
1985,4.210890747202711e-09,2.4122388175840115e-07
1986,4.196139768986029e-09,3.075171086663886e-07
1987,2.4443267410134695e-09,2.5665430980481574e-07
1988,2.3986214681137596e-09,2.680459618709108e-07
1989,3.2928733073589456e-09,2.475143163760407e-07
1990,2.179460389939436e-09,2.691633502749369e-07
1991,2.9307325455363298e-09,2.1863264798582804e-07
1992,8.264916306899295e-09,2.942310270981352e-07
1993,2.2156829704300662e-09,2.520339439371355e-07
1994,1.0549853213248639e-09,2.6058136803897014e-07
1995,1.626735190995987e-09,3.041994856012309e-07
1996,1.6014276571496566e-09,3.2936027838381676e-07
1997,5.753873377756236e-09,2.939270249413539e-07
1998,1.43043876743576e-09,2.7798192636652175e-07
1999,1.8280804925385752e-09,3.0026221420342836e-07
2000,0.0,2.540368049253061e-07
2001,1.3143635346768434e-09,3.009892601824049e-07
2002,1.7524885431718928e-09,2.8959874409650865e-07
2003,1.2500769308587678e-09,2.8960114883958e-07
2004,8.809582507929292e-10,2.713351401339992e-07
2005,1.3511248786457486e-09,2.5356110633367734e-07
2006,1.2353669198716943e-09,2.4007298193851057e-07
2007,7.988958938831558e-10,2.52850552495687e-07
2008,4.257439678578834e-10,2.528919136324248e-07
2009,2.384096253749135e-09,2.1886002965487705e-07
2010,1.4171379625338432e-09,1.898964834268213e-07
2011,0.0,1.6213640807727359e-07
2012,0.0,1.756594434354497e-07
2013,5.578250084070646e-10,1.4336102838186093e-07
2014,0.0,1.8579519234229736e-07
2015,0.0,1.4452072183424036e-07
2016,2.0713400439298368e-10,1.6197879060264597e-07
2017,2.515611330355938e-10,2.568439173844528e-07
2018,5.162933414126769e-10,1.4998321751225063e-07
2019,0.0,1.729569652497709e-07
