year,meilleures_ADJ îles_NOUN,meilleures_ADJ villes_NOUN
1897,1.1653427112179315e-09,1.7480140002135158e-08
1898,0.0,1.3580051749784161e-08
1899,0.0,2.5426860617017155e-08
1900,5.710158568206225e-09,2.076421168339948e-08
1901,0.0,1.3971846901661422e-08
1902,0.0,1.8659078726557254e-08
1903,0.0,2.1600881083827517e-08
1904,0.0,1.5048950530172078e-08
1905,1.0321518084666081e-09,3.096455358786443e-08
1906,0.0,1.800464666246171e-08
1907,0.0,1.645709940545359e-08
1908,0.0,9.331639461152008e-09
1909,0.0,2.1453836041018803e-08
1910,0.0,2.51175079624133e-08
1911,0.0,1.755723388896513e-08
1912,3.646594803896619e-09,1.0418842677495377e-08
1913,0.0,6.893886794756554e-09
1914,0.0,1.339348720819089e-08
1915,0.0,1.8849219074468238e-08
1916,4.394984820521586e-09,2.6369908923129515e-08
1917,0.0,2.7416060532914344e-08
1918,0.0,3.2161853624756986e-08
1919,0.0,1.012863304339362e-08
1920,0.0,9.843901693784574e-09
1921,0.0,1.1359120755116692e-08
1922,0.0,1.770704471937279e-08
1923,0.0,9.554353752605493e-09
1924,0.0,1.933743654092268e-08
1925,0.0,1.8696901804560184e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,3.0102906833917586e-08
1928,0.0,7.998228634953364e-09
1929,0.0,8.912325100141061e-09
1930,1.0503603542488804e-09,6.302162347537887e-09
1931,0.0,1.2545892325022123e-08
1932,0.0,1.0959536389520963e-08
1933,0.0,4.588264879146209e-09
1934,0.0,1.5576054224197833e-08
1935,2.393656828303392e-09,1.3165112555668657e-08
1936,0.0,1.33371855781661e-08
1937,0.0,1.5109342110797286e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,8.352662561605939e-09
1947,0.0,1.1920871401116528e-08
1948,0.0,3.2615663503321457e-09
1949,0.0,1.47255123650325e-08
1950,0.0,1.701657836861159e-08
1951,0.0,7.462981344019681e-09
1952,0.0,5.272402070488624e-09
1953,0.0,5.386913581872932e-09
1954,0.0,5.863521668203475e-09
1955,1.8771215692936494e-09,3.754243138587299e-09
1956,0.0,1.744228317335228e-09
1957,0.0,4.417518795207798e-09
1958,0.0,9.099467845885556e-09
1959,0.0,5.425523585955716e-09
1960,0.0,8.305000243069571e-09
1961,1.3896318540318475e-09,4.16889545107324e-09
1962,1.2683912808952869e-09,8.244543714397423e-09
1963,0.0,1.0345685197421517e-08
1964,0.0,1.2776333768727e-08
1965,0.0,1.91521518644322e-08
1966,5.539074754423723e-10,1.2185964237687585e-08
1967,1.9721342336964653e-09,2.0707410230969003e-08
1968,8.982831700699023e-10,1.1677681044375277e-08
1969,0.0,1.9075382495792326e-08
1970,9.197450023812337e-10,1.74751555448438e-08
1971,0.0,1.6956711701432425e-08
1972,0.0,3.078088173236182e-09
1973,0.0,1.3783009511492139e-08
1974,0.0,6.1881286761433785e-09
1975,0.0,1.2565256390928425e-08
1976,0.0,6.284879672247001e-09
1977,0.0,1.5867311020656416e-08
1978,0.0,2.316830638449119e-08
1979,0.0,9.363157360553487e-09
1980,5.685150683554241e-10,7.390696055153967e-09
1981,0.0,1.2651098835192442e-08
1982,1.2415004579935385e-09,9.311253656996143e-09
1983,0.0,9.472973849788957e-09
1984,0.0,7.538710988796993e-09
1985,6.015558051686298e-10,5.414002135495366e-09
1986,0.0,1.1988970705090196e-08
1987,0.0,2.4443267410134695e-09
1988,5.996553809062277e-10,8.395175221664886e-09
1989,0.0,8.780995708335126e-09
1990,0.0,9.80757164370516e-09
1991,0.0,1.1722930182145319e-08
1992,0.0,1.5427844002324775e-08
1993,0.0,1.3294097600535792e-08
1994,0.0,3.6924485691258724e-09
1995,0.0,1.7351842629409475e-08
1996,1.6014276571496566e-09,1.014237538399243e-08
1997,0.0,6.712852163026639e-09
1998,2.86087753487152e-09,9.536258227527128e-09
1999,0.0,1.0968482927475875e-08
2000,0.0,1.4579504048484182e-08
2001,0.0,2.4972907297637903e-08
2002,0.0,1.62105191492401e-08
2003,8.333845835650777e-10,8.333846168717685e-09
2004,0.0,1.189293641346012e-08
2005,4.5037495954858286e-10,1.8465373674558805e-08
2006,0.0,1.68833483860098e-08
2007,0.0,8.388406774750834e-09
2008,0.0,1.5326783397995314e-08
2009,4.76819250749827e-10,5.721831008997924e-09
2010,1.4171379625338432e-09,9.919964960580785e-09
2011,7.64794394481072e-10,9.942326961720482e-09
2012,2.382976926895708e-09,1.0893608487494433e-08
2013,8.367375126105969e-10,7.530637446961919e-09
2014,6.496335691608124e-10,7.362513709807672e-09
2015,2.2165753954528356e-10,8.201329393386914e-09
2016,2.899876117012923e-09,1.304944241553585e-08
2017,0.0,5.534344982294215e-09
2018,1.8070267504555204e-09,8.002547069452248e-09
2019,5.1019755087367e-10,8.928457084778074e-09
