year,aux_ADP oies_NOUN,aux_ADP voies_NOUN
1865,5.412871001420072e-08,1.0067940365843242e-06
1866,9.341976481280767e-08,9.118158459386905e-07
1867,8.346835578265654e-08,9.268869689549319e-07
1868,7.409811075831385e-08,1.0186020062974421e-06
1869,5.86022301796163e-08,7.335045779655047e-07
1870,4.243196194408938e-08,7.798306569384295e-07
1871,7.11618906024114e-08,8.475699360133149e-07
1872,5.98686610286947e-08,9.470133477407217e-07
1873,6.524745010949573e-08,8.194840006581217e-07
1874,6.512323835750067e-08,1.0694550383050228e-06
1875,6.522541085018929e-08,9.88107785815373e-07
1876,5.8041743855596906e-08,8.053291935539164e-07
1877,6.494056759009936e-08,9.778193543752423e-07
1878,5.495570576385944e-08,9.934300351233105e-07
1879,4.581993984231758e-08,1.0422509149066173e-06
1880,7.63723715380138e-08,1.0865413742067176e-06
1881,6.484431835929172e-08,1.030536623147782e-06
1882,1.0914831349850829e-07,9.703551313577918e-07
1883,1.0679683093428594e-07,9.150402888735698e-07
1884,5.2813575734944607e-08,1.00741897313128e-06
1885,4.318575907991118e-08,9.913387657434214e-07
1886,5.162771010702727e-08,1.0267460766044678e-06
1887,6.137189068056159e-08,9.64975015449454e-07
1888,7.03808211710566e-08,1.0075236787088215e-06
1889,1.1089291618304742e-07,1.0017953400165425e-06
1890,8.520702365899524e-08,1.1352196906955214e-06
1891,5.290602622665119e-08,1.0664069804988685e-06
1892,4.638699024894777e-08,9.91051820165012e-07
1893,5.665743257887712e-08,1.0266080607834738e-06
1894,5.1042468918183204e-08,1.0082462722493801e-06
1895,5.5973115919982774e-08,8.624674592283554e-07
1896,6.309820932415278e-08,9.541392955725314e-07
1897,5.477110853746581e-08,1.0470604365764302e-06
1898,5.545187775624072e-08,1.0603756663840613e-06
1899,9.0652287454418e-08,1.1823490240203682e-06
1900,5.6582480922884315e-08,1.1570857623155462e-06
1901,5.812288650375308e-08,1.0920396107394481e-06
1902,4.713872386874485e-08,1.1922169278477668e-06
1903,5.2922157323109786e-08,1.175627971861104e-06
1904,6.449550227216605e-08,1.0518141380089219e-06
1905,6.812202002492995e-08,1.098209509109438e-06
1906,1.358064730672126e-07,1.036038725032995e-06
1907,7.199980761596336e-08,1.1175399095009197e-06
1908,6.139236319313568e-08,1.2887485354440287e-06
1909,7.86640649286241e-08,1.200314613925002e-06
1910,7.749018304803457e-08,1.0907411933658295e-06
1911,6.969690247160543e-08,1.2577364714161376e-06
1912,7.866225892882994e-08,1.1320072417220217e-06
1913,6.522677464815274e-08,1.2668842828134075e-06
1914,8.036092502550218e-08,1.2161286804257543e-06
1915,5.301342831387501e-08,1.057912413671147e-06
1916,4.394984820521586e-08,1.3976051604913664e-06
1917,4.276905407607501e-08,1.7557244973431807e-06
1918,4.020231791912465e-08,2.03538593268604e-06
1919,7.090043319113448e-08,2.4944060896814335e-06
1920,5.5277291188815525e-08,1.5295908042389783e-06
1921,4.316465940235048e-08,1.2214841262903064e-06
1922,7.894391068630213e-08,1.0860320571737248e-06
1923,6.157249865523795e-08,1.0626564517224324e-06
1924,6.059063462071634e-08,8.766304517848766e-07
1925,5.719052609265418e-08,8.688560342307028e-07
1926,5.5730692949396143e-08,9.284733550884994e-07
1927,1.427100768669476e-07,8.216978812924935e-07
1928,4.227635308495792e-08,9.449336175748613e-07
1929,5.124586888172189e-08,9.914962220136658e-07
1930,6.197126012352783e-08,8.623458711554122e-07
1931,6.957267473239881e-08,9.968281347028096e-07
1932,6.794912410512666e-08,1.0499236395844491e-06
1933,5.964744431707913e-08,8.958587045526656e-07
1934,5.511526701695857e-08,9.129964269050106e-07
1935,5.146362269670135e-08,7.923003977339249e-07
1936,5.698615801463802e-08,8.644921649647586e-07
1937,4.0291578073947676e-08,9.745525630933116e-07
1938,3.5006079368571363e-08,8.621867664260208e-07
1939,9.788192567583565e-08,9.32937098241382e-07
1940,1.369322788491445e-07,7.708779889981088e-07
1941,1.26914614373419e-07,6.463790782618162e-07
1942,7.282108072104165e-08,7.524845386797097e-07
1943,1.1612941008820599e-07,6.764537943126925e-07
1944,9.318239690969676e-08,7.261800760716142e-07
1945,7.624764108982163e-08,6.056241090846015e-07
1946,5.150808579656996e-08,6.320181569208216e-07
1947,4.7683483828109274e-08,7.092918394846492e-07
1948,5.3272248834446145e-08,6.262207534746267e-07
1949,3.141442572740516e-08,8.079397844085179e-07
1950,4.147791021757996e-08,8.678454719301953e-07
1951,6.823297127311889e-08,7.889437370067753e-07
1952,4.2179213899373735e-08,7.687162337788322e-07
1953,4.417269394707546e-08,7.035309295133629e-07
1954,4.3976413399704484e-08,7.065543741191505e-07
1955,4.22352348650179e-08,7.56480005748017e-07
1956,4.7966278060584955e-08,7.63099876621709e-07
1957,7.42143149157215e-08,7.138710316212382e-07
1958,4.6324563740540725e-08,7.635280780959874e-07
1959,8.138285423342495e-08,7.3632105568322e-07
1960,7.958958292419993e-08,6.67860433622991e-07
1961,4.794229990778831e-08,7.8444719520121e-07
1962,4.693047800374828e-08,7.026887942629401e-07
1963,7.435961180135564e-08,6.886346568535373e-07
1964,4.137098486012292e-08,6.382082915479259e-07
1965,4.541796094770234e-08,6.823638045716507e-07
1966,7.200797114137458e-08,6.46963940198475e-07
1967,4.240088635754091e-08,6.286177836045681e-07
1968,4.4914157726339e-08,6.499078608612763e-07
1969,6.994307166774405e-08,6.885304628667654e-07
1970,5.610444731019015e-08,7.256788308040996e-07
1971,6.474380676024794e-08,5.898880317545263e-07
1972,4.873639625202486e-08,6.222867909855267e-07
1973,6.781240774467179e-08,6.428395522561914e-07
1974,5.85059468649618e-08,6.773188374609163e-07
1975,5.711480133285818e-08,6.659585665147461e-07
1976,6.627691084837295e-08,6.364869022945641e-07
1977,6.053085321866547e-08,6.341047651403642e-07
1978,6.178215161689593e-08,5.66138339763711e-07
1979,6.261611462665684e-08,5.811009486933472e-07
1980,1.205251900504578e-07,6.230924896044598e-07
1981,5.692994659023398e-08,5.870110157957242e-07
1982,7.697303061604543e-08,5.729524445996503e-07
1983,1.0483424506269046e-07,5.66483834063547e-07
1984,8.466552109398506e-08,5.729420422539988e-07
1985,6.376491445969634e-08,6.322351282506133e-07
1986,5.2751471690815066e-08,5.239180040916835e-07
1987,6.844115035820053e-08,5.304189016896999e-07
1988,7.315795608198172e-08,5.468857011692307e-07
1989,8.780995386370449e-08,5.55946769509319e-07
1990,5.557624138674555e-08,6.086143002903555e-07
1991,8.088821967788817e-08,5.451162792269315e-07
1992,4.407955345175907e-08,5.443824875328573e-07
1993,7.644106259085959e-08,5.118227477396431e-07
1994,9.653115773389231e-08,5.243277314548322e-07
1995,4.771756589860843e-08,4.961542572345934e-07
1996,6.512472250363999e-08,5.476882734001265e-07
1997,5.7538734665740776e-08,5.077793048258172e-07
1998,5.292623317387779e-08,5.130506792738743e-07
1999,5.712751499631352e-08,5.753882987846737e-07
2000,6.185244161294179e-08,5.111662630952196e-07
2001,4.6002722159377285e-08,5.586044835581561e-07
2002,7.448076466687326e-08,5.564151024373132e-07
2003,7.292115178358927e-08,5.175318165129283e-07
2004,5.770276489958093e-08,5.096343329569208e-07
2005,8.241861693125685e-08,5.287402018439025e-07
2006,5.517972495594492e-08,4.7108659373407136e-07
2007,4.993099303463033e-08,4.905220976070268e-07
2008,7.748540298280204e-08,4.3127863591507776e-07
2009,1.7785358430444376e-07,4.834947162635217e-07
2010,4.818268850570462e-08,4.667107589284569e-07
2011,7.342026364653975e-08,3.8928035905883007e-07
2012,6.638292626703901e-08,3.472337652965507e-07
2013,5.912944922581431e-08,3.9745032154314686e-07
2014,4.763979455368883e-08,3.893470363891538e-07
2015,5.984753714827207e-08,4.552845780381176e-07
2016,7.456823958307268e-08,4.271103080100147e-07
2017,4.4023198086939885e-08,3.760839035749086e-07
2018,5.1887479757262156e-08,3.565005499694962e-07
2019,5.0509558091604845e-08,3.711687099894334e-07
