year,plusieurs_DET allées_NOUN,plusieurs_DET vallées_NOUN
1896,1.2973464080801023e-08,6.486732084809432e-08
1897,1.4566784223291052e-08,6.23458333848248e-08
1898,1.1882545170038838e-08,7.582195893363064e-08
1899,3.205995469102163e-08,6.080336056868418e-08
1900,2.595526638060619e-08,6.800279761520756e-08
1901,4.079779358789892e-08,5.97995049034239e-08
1902,1.6694965410124496e-08,6.334266267060684e-08
1903,2.052083791781456e-08,7.074288355113367e-08
1904,1.827372564378038e-08,6.395803975323133e-08
1905,1.8062657147766004e-08,4.4382527542019545e-08
1906,2.5720922947058966e-08,5.555719129191061e-08
1907,2.8799922446864912e-08,5.194271857078547e-08
1908,2.8486057068732862e-08,5.795439261824242e-08
1909,1.320236009405562e-08,7.206288410444017e-08
1910,2.8858413436694264e-08,5.611358222523677e-08
1911,1.5961122201701983e-08,4.681929155481157e-08
1912,3.2819353901203385e-08,4.636384742795485e-08
1913,2.4924052155483878e-08,4.719660712249052e-08
1914,2.611730059998152e-08,5.7591997504324866e-08
1915,2.709575319670421e-08,8.010917784684324e-08
1916,1.8678685265172135e-08,5.8233549538044826e-08
1917,1.2063066989753679e-08,4.27690537430081e-08
1918,8.040463406189247e-09,4.5945504290045847e-08
1919,2.1178051534676e-08,4.143531939782008e-08
1920,4.164727585020955e-08,3.028892603396116e-08
1921,1.0601846123226011e-08,3.407736515192994e-08
1922,2.1396013294427974e-08,3.762747063928984e-08
1923,1.9108706617032567e-08,2.866306081372727e-08
1924,3.3518222752881854e-08,5.1566498182609166e-08
1925,2.1996356736053713e-08,3.629398737103884e-08
1926,2.7865346474698072e-08,3.901148426521672e-08
1927,1.3379070296082318e-08,3.456259556333663e-08
1928,6.8556245125250825e-09,3.999114284169991e-08
1929,2.0052731031228177e-08,4.6789706997785174e-08
1930,1.7856125467119455e-08,5.671945846330573e-08
1931,1.8248570654577634e-08,1.8248571542756054e-08
1932,1.5343351700281005e-08,3.287861005674131e-08
1933,1.261772819560747e-08,5.047091433674211e-08
1934,2.3963160344919743e-08,3.1152108448395666e-08
1935,2.0346083040578833e-08,4.188899271895252e-08
1936,1.8187071848529968e-08,4.607391579369846e-08
1937,1.3850230184964119e-08,4.406891207509034e-08
1938,1.0372171899142302e-08,3.3709559033034964e-08
1939,1.3764645423464117e-08,3.8235126176289214e-08
1940,5.0715658339584024e-09,5.0715657229361e-08
1941,1.1806010391524069e-08,5.017554416397729e-08
1942,1.2136847082899749e-08,5.765002231150618e-08
1943,8.709705845433291e-09,4.935499831049128e-08
1944,2.2492303131116387e-08,4.819779242382083e-08
1945,1.5249528306782167e-08,4.1391576388605245e-08
1946,8.352662561605939e-09,4.037120060473853e-08
1947,1.1920871401116528e-08,2.5033828343623554e-08
1948,8.697510267552389e-09,3.261566416945527e-08
1949,8.835307596655184e-09,4.810334175431308e-08
1950,1.4889506516624351e-08,5.424034199563721e-08
1951,1.1727541604500402e-08,3.3050344683260846e-08
1952,2.2144087452602434e-08,4.74516177462192e-08
1953,1.6160741189708006e-08,2.693456835345387e-08
1954,1.8567819282111486e-08,5.1794439848151796e-08
1955,1.407841132561316e-08,4.598947889178362e-08
1956,1.657016923672927e-08,4.971050859836623e-08
1957,2.03205861026845e-08,4.24081805228127e-08
1958,2.150783356968944e-08,5.2942356720819816e-08
1959,2.1702094343822864e-08,3.8753737996444215e-08
1960,1.3149583422134015e-08,3.3220000972278285e-08
1961,1.667558269247138e-08,2.7792636803081194e-08
1962,1.268391242037481e-08,4.5027891859561464e-08
1963,2.5864212993553792e-08,4.1382741566842185e-08
1964,1.6426714100070683e-08,3.224503147825075e-08
1965,1.3680108268410152e-08,3.3926667697414814e-08
1966,1.883285383197375e-08,3.766570799701441e-08
1967,1.6270107816573898e-08,4.437302103532659e-08
1968,2.1109654885220763e-08,2.9643345000884835e-08
1969,1.7258680234943924e-08,4.360087402233148e-08
1970,9.657322941336588e-09,2.9431840076199478e-08
1971,1.1818314327172175e-08,3.391342329184255e-08
1972,1.1799337507056862e-08,3.1806910882892225e-08
1973,2.039885393934071e-08,2.8117340233890786e-08
1974,1.63141580800108e-08,3.6003657055694305e-08
1975,2.1703623787061588e-08,3.369773393657738e-08
1976,1.8283285940778882e-08,2.913898622391997e-08
1977,1.645498892699493e-08,3.290997785398986e-08
1978,2.613860239364385e-08,4.217819871144002e-08
1979,2.5748682186410576e-08,4.506019457561905e-08
1980,1.364436125195212e-08,4.093308381136751e-08
1981,1.4548763749289151e-08,4.680906662279938e-08
1982,1.3035754697909852e-08,3.910726431577416e-08
1983,9.472973849788957e-09,2.8418921771411476e-08
1984,1.6237224231829828e-08,3.537395265595933e-08
1985,1.2031115659283387e-08,3.3085569506319246e-08
1986,1.738400823292352e-08,2.8773530447168127e-08
1987,1.2221633316489289e-08,3.4831655448819276e-08
1988,1.3192418601981615e-08,2.518552633112847e-08
1989,1.4817930216182162e-08,2.9635860432364325e-08
1990,1.6890818299586385e-08,3.214704158427395e-08
1991,1.2309076702354815e-08,1.992898113201136e-08
1992,1.4876849085965205e-08,3.4712649255030925e-08
1993,7.754890063438324e-09,3.378916579865887e-08
1994,2.0044721216194716e-08,3.534200820887179e-08
1995,1.3013881861034804e-08,3.1992459681440266e-08
1996,1.5480467130402076e-08,2.1886177314911492e-08
1997,1.7261620910424824e-08,3.020783534424254e-08
1998,1.144351013948608e-08,3.814503291010851e-08
1999,1.2796563642059056e-08,2.6507166683842343e-08
2000,1.767212509662386e-08,2.606638671576178e-08
2001,1.3143635291257283e-08,3.110660440341917e-08
2002,1.796300858059041e-08,2.8039817023817193e-08
2003,1.4167538087139775e-08,2.0001230449651075e-08
2004,1.938108110111081e-08,2.0262039879259675e-08
2005,1.666387361431987e-08,1.3961623968050674e-08
2006,1.8118715749970704e-08,2.7589861728571918e-08
2007,1.3980677782132744e-08,1.5977918016440995e-08
2008,1.3198063419928019e-08,3.1505054731706394e-08
2009,1.668867355419934e-08,2.527142117791925e-08
2010,2.6453241042112552e-08,2.5508481993341547e-08
2011,1.720787323744588e-08,3.55629381498801e-08
2012,2.757444683698651e-08,2.859572201252547e-08
2013,3.0122549787847674e-08,1.4782362667276061e-08
2014,3.269822257401245e-08,2.3170262819505183e-08
2015,2.3274041693888137e-08,2.3717356079089313e-08
2016,3.2934307725440704e-08,2.568461576757386e-08
2017,2.5910797063488644e-08,2.0879574791354827e-08
2018,2.478208027678619e-08,1.7037679711506826e-08
2019,2.9081259622643074e-08,2.2448692738041842e-08
