year,quelques_DET airs_NOUN,quelques_DET verres_NOUN
1981,6.768337890150633e-08,1.1828777779498978e-07
1982,6.642027328140898e-08,1.0056153354476294e-07
1983,6.94684785251809e-08,1.0862343735595914e-07
1984,6.958810372381663e-08,1.1366056673622893e-07
1985,5.5343134963692364e-08,1.263267161988324e-07
1986,4.975422962516518e-08,1.6185110141009318e-07
1987,6.966331089763855e-08,1.0938361993950707e-07
1988,5.396898550280582e-08,1.4211832333188568e-07
1989,6.366221461107102e-08,1.3939830978415557e-07
1990,5.993515972413377e-08,1.4983789675682146e-07
1991,8.968041687040795e-08,1.260215007903298e-07
1992,7.052728356882199e-08,1.3609562188321433e-07
1993,6.813224939783424e-08,1.7448503264461124e-07
1994,4.74743404588196e-08,1.2976319307966833e-07
1995,7.64565588617927e-08,1.4477943688362416e-07
1996,6.352329640080256e-08,1.3291849754182294e-07
1997,7.096443965792787e-08,1.280236805456525e-07
1998,6.627699811190269e-08,1.4161344186192082e-07
1999,6.581089673218798e-08,1.288796758203148e-07
2000,7.731555307088911e-08,1.630253665396708e-07
2001,6.265132834748499e-08,1.309982389230413e-07
2002,5.783212309040664e-08,1.7612510960773875e-07
2003,6.917091743829928e-08,1.854280675672726e-07
2004,7.532193269099707e-08,1.7442973687664676e-07
2005,5.5846496316291905e-08,1.6438685879194281e-07
2006,6.794518636610292e-08,2.087770205605466e-07
2007,6.151498088691199e-08,2.5045386742306164e-07
2008,1.0217855006544596e-07,2.886544017144388e-07
2009,8.582746335861202e-08,3.170848117406422e-07
2010,8.502827131273705e-08,4.133319020382942e-07
2011,8.718655908346307e-08,5.342089046678211e-07
2012,8.612759350157262e-08,6.655313882220071e-07
2013,7.921115185993699e-08,6.771995515464369e-07
2014,8.553508390463094e-08,6.760519681847654e-07
2015,1.0839053654621011e-07,7.40779519503576e-07
2016,9.279603063738762e-08,7.1792646494373e-07
2017,6.968243160265786e-08,7.790848073341294e-07
2018,8.751172275722752e-08,8.580795061163826e-07
2019,7.806022295220316e-08,7.88510291727107e-07
