year,tes_DET ans_NOUN,tes_DET vents_NOUN
1967,2.8102913107730387e-08,3.451234853457663e-09
1968,3.0092486724697665e-08,9.431973369000701e-09
1969,1.090021850558287e-08,1.8167031212712459e-09
1970,1.195668489217816e-08,5.518469958776251e-09
1971,2.2095109963871096e-08,2.5691987426412766e-09
1972,1.539044047760285e-08,5.643161493651405e-09
1973,1.5988290802404492e-08,6.615844760915479e-09
1974,6.750686232237513e-09,2.2502286700643026e-09
1975,1.1994108817248161e-08,2.2845920710778955e-09
1976,1.8854638683674096e-08,6.2848797277581525e-09
1977,1.1753563289307323e-08,4.11374712072643e-09
1978,1.3069301196821925e-08,6.534650598410963e-09
1979,5.851973239323627e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,2.8425752862659692e-09
1981,8.855769562110538e-09,1.8976649140967083e-09
1982,8.690503427999374e-09,0.0
1983,5.052252838311233e-09,3.78918940668882e-09
1984,9.278413259927731e-09,4.059306057957457e-09
1985,1.0828004270990732e-08,6.617113634810323e-09
1986,1.3187867686781374e-08,1.7983456945813714e-09
1987,7.332980445085013e-09,6.110816852533674e-10
1988,1.9788627514394364e-08,1.798966087207532e-09
1989,8.232183490441969e-09,1.6464366536794728e-09
1990,1.6345952147389653e-08,2.724325431913144e-09
1991,9.37834432335194e-09,2.344586080837985e-09
1992,1.2121877335236064e-08,9.917899501665772e-09
1993,6.64704896680135e-09,1.1078414852150331e-09
1994,8.43988251508776e-09,1.0549853213248639e-09
1995,5.964695848348356e-09,2.7112254663563817e-09
1996,9.074756945892659e-09,1.067618438099771e-09
1997,1.054876808126437e-08,5.274383929609883e-09
1998,1.382757464085671e-08,3.814503379828693e-09
1999,1.1882523409667556e-08,2.2851005809787495e-09
2000,9.277866475088103e-09,3.5344251969604557e-09
2001,1.1829271423513532e-08,2.6287270138425356e-09
2002,1.1391176002462089e-08,1.752488598683044e-09
2003,5.0003075569016175e-09,2.5001538617175356e-09
2004,1.5416770082765652e-08,3.0833537945085254e-09
2005,1.170974872621855e-08,1.8014998381943315e-09
2006,1.1118302722934459e-08,4.941468012553685e-09
2007,1.1583990655594789e-08,2.396687653893892e-09
2008,1.404955063399882e-08,6.811903568992861e-09
2009,9.53638501499654e-09,3.337734755248789e-09
2010,7.558068837454357e-09,2.3618965672156378e-09
2011,5.7359579308524644e-09,2.6767803251726008e-09
2012,8.851057275993668e-09,3.0638275250183256e-09
2013,6.4149877077035455e-09,3.3469499394200852e-09
2014,8.012147389990787e-09,3.2481678735596375e-09
2015,7.093041445860315e-09,3.3248631625681924e-09
2016,9.11389658186934e-09,3.5212781579474495e-09
2017,2.7671724911471074e-09,2.0124890642847504e-09
2018,8.26069346260283e-09,3.6140534453998896e-09
2019,9.693753078021672e-09,2.295888978931515e-09
