year,quelques_DET yeux_NOUN,quelques_DET vieux_NOUN
1933,1.0323596200123575e-08,9.176529980337023e-09
1934,1.7972370258689807e-08,2.3963160344919743e-08
1935,2.752705263731059e-08,2.0346083040578833e-08
1936,2.667437204451062e-08,1.8187072292619177e-08
1937,1.76275650742852e-08,2.1404900518717795e-08
1938,1.685477846180561e-08,3.370955692361122e-08
1939,3.8235126176289214e-08,1.8352860564618823e-08
1940,2.7893612752905028e-08,1.2678914806940611e-08
1941,1.4757512545315876e-08,2.3612021227137348e-08
1942,1.517105907566929e-08,3.337632992206352e-08
1943,3.193558839598154e-08,1.7419411690866582e-08
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,5.446260242791823e-08,2.3963544926175473e-08
1946,2.5057986796639398e-08,1.6705325123211878e-08
1947,2.26496545963073e-08,3.099426448827103e-08
1948,2.609253013652335e-08,2.0656586663392318e-08
1949,3.043272556180199e-08,1.668891380646187e-08
1950,2.6588404367089424e-08,2.552486733087278e-08
1951,2.6653505291740487e-08,1.8124383327489113e-08
1952,2.741649041126948e-08,1.4762725264461096e-08
1953,1.7238123040108633e-08,1.723812426135396e-08
1954,2.3454086006680086e-08,2.6385847284871033e-08
1955,1.970977647758332e-08,1.1262729415761896e-08
1956,3.0523996219500305e-08,1.83143975540645e-08
1957,1.943708272111877e-08,2.5621609278658752e-08
1958,2.4816731114540858e-08,2.0680609225109947e-08
1959,1.8601795659378695e-08,2.712761748568937e-08
1960,2.4915000340630655e-08,1.799416715630997e-08
1961,3.265634829219266e-08,2.709782043197606e-08
1962,2.09284568564172e-08,1.4586499563762345e-08
1963,2.909724061694874e-08,2.133797583070418e-08
1964,1.8251904654320583e-08,2.190228598486499e-08
1965,1.586892572902343e-08,1.7510538796727815e-08
1966,1.0524241922382771e-08,3.157272554510371e-08
1967,2.317257785655613e-08,2.070740867665677e-08
1968,9.881114815257774e-09,1.931308790670272e-08
1969,1.2262746373892242e-08,1.6350327952663335e-08
1970,1.8394900186402552e-08,1.6095537375138136e-08
1971,1.2332154297745035e-08,1.5415192233803054e-08
1972,1.641647029426707e-08,1.9494557523813683e-08
1973,1.709093155888297e-08,2.1501493918663073e-08
1974,1.3501371631807757e-08,1.85643867500751e-08
1975,1.1422960355389478e-08,2.3988217190407113e-08
1976,9.141642887122714e-09,1.65692282116936e-08
1977,9.990529126202574e-09,2.1156414953260594e-08
1978,1.0693064433908717e-08,2.1980188003034584e-08
1979,1.3459538927840242e-08,8.777960025518894e-09
1980,1.591842130332921e-08,2.1603571820349998e-08
1981,1.4548763971333756e-08,2.024175915771309e-08
1982,1.551875572491923e-08,2.172625734875311e-08
1983,1.326216381158929e-08,2.273513777240055e-08
1984,1.681712458179163e-08,2.7255339318799088e-08
1985,1.5640450601317468e-08,2.526534370606015e-08
1986,1.3187867742292525e-08,2.0980698511863238e-08
1987,1.4054878705316298e-08,2.1387858262222892e-08
1988,8.994830658082265e-09,2.0987938054162214e-08
1989,8.780995708335126e-09,1.865961507530045e-08
1990,1.4166492978695544e-08,2.3429199469404693e-08
1991,8.20605094986604e-09,1.699824903056424e-08
1992,1.487684975209902e-08,2.4794748920697884e-08
1993,6.647049133334804e-09,2.5480353826878854e-08
1994,1.1604838756618108e-08,2.3737170007365194e-08
1995,1.3556126665648094e-08,2.6570008415660595e-08
1996,5.3380921904988554e-09,2.1352369428129236e-08
1997,9.58978896292706e-09,1.3425704326053278e-08
1998,1.0966696883940585e-08,2.1933394878104195e-08
1999,1.0968482844209149e-08,2.0565905339831048e-08
2000,1.192868515076384e-08,1.546311012567969e-08
2001,7.448060113102173e-09,1.752484712902458e-08
2002,1.3143664823189738e-08,2.36585963042657e-08
2003,7.500461141063397e-09,3.500215361995629e-08
2004,9.250061522303454e-09,2.4226352257628037e-08
2005,1.3961624190095279e-08,2.0717248250257114e-08
2006,6.588623757686207e-09,2.594270703815127e-08
2007,1.3581230029480196e-08,1.1583990655594789e-08
2008,6.811903568992861e-09,1.702975849227073e-08
2009,6.198650037703146e-09,2.4794601927169424e-08
2010,2.1257068327784623e-08,2.881513677666092e-08
2011,1.7590270517953144e-08,3.020937852649119e-08
2012,2.0765941743938754e-08,2.6893596460908498e-08
2013,1.7571487820333687e-08,3.988448776803821e-08
2014,2.1221363555312678e-08,3.443057883245615e-08
2015,2.3052384001687187e-08,2.7928849857805638e-08
2016,2.754882189037744e-08,3.065583209505007e-08
2017,1.5596790081673362e-08,2.8677968888501937e-08
2018,2.2975053859397576e-08,2.349134708978795e-08
2019,2.0918100140931983e-08,3.188734759573819e-08
