year,vous_PRON ayez_VERB,vous_PRON veillez_VERB
1857,4.092169092473341e-06,5.2232148384234733e-08
1858,4.936740424454911e-06,5.040486250607046e-08
1859,3.956618911615806e-06,4.735721281790006e-08
1860,4.398673809191678e-06,5.401077007860522e-08
1861,4.799907856067875e-06,6.177912403870778e-08
1862,5.446432624012232e-06,1.1746764450037972e-07
1863,5.13496979692718e-06,5.743813868974712e-08
1864,4.975488991476595e-06,6.520830009293377e-08
1865,4.8932352001429535e-06,7.060266415948036e-08
1866,4.298282419767929e-06,7.006482727334173e-08
1867,4.1137282096315175e-06,5.143980175148499e-08
1868,4.3994518819090445e-06,4.0506966225706265e-08
1869,4.275520950614009e-06,4.981189372088579e-08
1870,3.731145625351928e-06,6.078091630001836e-08
1871,3.33080129166774e-06,5.3105887243276584e-08
1872,3.9392366488755215e-06,4.77739794391141e-08
1873,3.7634010823239805e-06,5.088103716133219e-08
1874,3.5949224184150808e-06,3.644511714639975e-08
1875,3.963301878684433e-06,4.1194995414883806e-08
1876,4.044783963763621e-06,1.2092029422205997e-07
1877,3.6657404507423053e-06,3.277952442815035e-08
1878,3.0177325243130326e-06,3.5026713529617837e-08
1879,3.6307719710748643e-06,5.070739916845923e-08
1880,3.972004833485698e-06,6.161132404258751e-08
1881,3.65568575944053e-06,5.9266314522687935e-08
1882,3.7416575651150197e-06,3.9932312567714234e-08
1883,3.419394261072739e-06,3.665216397052973e-08
1884,2.9450170586642344e-06,3.036780604759315e-08
1885,2.9907748739788076e-06,4.189663216358497e-08
1886,2.7872511054738425e-06,4.388355545614786e-08
1887,2.9184293452999555e-06,3.9173546628745726e-08
1888,2.6243803858960746e-06,2.6630582627973354e-08
1889,2.7879857498191996e-06,2.255449293997458e-08
1890,2.6119230369658908e-06,3.5393686204088226e-08
1891,2.6229915874864673e-06,3.250852165237461e-08
1892,2.4252874482044717e-06,3.19694137829174e-08
1893,2.6622835775924614e-06,2.6481191017779793e-08
1894,2.6516877369431313e-06,3.4028312612122136e-08
1895,2.45439105128753e-06,3.25005184986793e-08
1896,2.299251491422183e-06,3.4792472014544273e-08
1897,2.378464387220447e-06,4.2535008182298384e-08
1898,2.4246050998044666e-06,2.4896762207404777e-08
1899,2.4741441393416608e-06,2.65323762960179e-08
1900,2.2067167719797e-06,2.232152929160236e-08
1901,2.0784520984307164e-06,3.1296938818314857e-08
1902,1.867872015282046e-06,2.6515533324555918e-08
1903,2.203829808422597e-06,2.2680925804152707e-08
1904,2.1718860807595775e-06,1.8811188162715098e-08
1905,2.32543811762298e-06,2.7868098939620722e-08
1906,2.177018814109033e-06,2.674975863037332e-08
1907,2.1224514057394117e-06,3.034277540336916e-08
1908,2.327016090930556e-06,2.6030362754170255e-08
1909,2.4446371753583662e-06,3.905698342521191e-08
1910,2.381353624514304e-06,2.618633776485524e-08
1911,2.2382814677257556e-06,3.724261832260822e-08
1912,2.3056898044160334e-06,3.438217888174222e-08
1913,2.1058172023913357e-06,3.0227041758479345e-08
1914,1.9253138816566207e-06,4.3528834758888024e-08
1915,1.5739097989353468e-06,1.767114232720246e-08
1916,1.692069190539769e-06,2.8567400889301098e-08
1917,1.7162453787022969e-06,3.289927441585405e-08
1918,1.7700506305118324e-06,4.2499593178035866e-08
1919,1.8489359945306205e-06,2.3019620210007474e-08
1920,2.3095306005416205e-06,2.4231141537711665e-08
1921,2.0968936951248907e-06,4.089283467401117e-08
1922,2.0717243387480266e-06,2.5084980315170924e-08
1923,2.067986770271091e-06,2.9724655625784635e-08
1924,2.1619255221594358e-06,3.351822286390416e-08
1925,2.3657080419070553e-06,3.0794897964980805e-08
1926,2.269353899464477e-06,3.6782255907752415e-08
1927,2.494081627446576e-06,3.1217830542829006e-08
1928,2.0166962713119574e-06,2.6279894704828166e-08
1929,2.211370656368672e-06,3.787738256377793e-08
1930,2.1217279027041513e-06,2.2057568216382606e-08
1931,1.8681973870116053e-06,2.737285598186645e-08
1932,1.903671545733232e-06,3.1782655618428635e-08
1933,2.1048665530543076e-06,1.6058926410877916e-08
1934,1.6630433492537122e-06,1.9170528275935794e-08
1935,1.8419189018459292e-06,2.0346083040578833e-08
1936,1.6186494349312852e-06,2.7886843056990074e-08
1937,1.578926230649813e-06,1.1332006333297784e-08
1938,1.5584188304273994e-06,2.074434313215079e-08
1939,1.7052866496669594e-06,1.988226561167039e-08
1940,1.2780345741703059e-06,2.282204625281281e-08
1941,1.8564951460575685e-06,6.788455753081735e-08
1942,1.738603373269143e-06,3.337632992206352e-08
1943,1.808715524020954e-06,8.709705845433291e-09
1944,1.6451513147330843e-06,6.747690939334916e-08
1945,1.7384462580594118e-06,3.0499056613564335e-08
1946,2.0102074813621584e-06,2.0881657292193267e-08
1947,2.4855016818037257e-06,2.622591699363852e-08
1948,1.8351746575717698e-06,1.848220954059343e-08
1949,1.7719700053930865e-06,1.3743811200228606e-08
1950,2.1196276520640822e-06,2.6588403478911005e-08
1951,2.3348470676864963e-06,2.985192459892261e-08
1952,1.8094883671437856e-06,3.9015775499251504e-08
1953,1.7658303477219306e-06,1.2928592529881655e-08
1954,2.166571221096092e-06,3.518113089739927e-08
1955,1.933435214596102e-06,2.2525458387434583e-08
1956,1.9125463950331323e-06,2.703553825256222e-08
1957,1.9684464405145263e-06,2.473810634118223e-08
1958,1.9903018255718052e-06,2.6471179470632933e-08
1959,2.146957058357657e-06,2.8677767716089875e-08
1960,2.0388774828461464e-06,2.6991249235663872e-08
1961,1.994816557271406e-06,3.543561177821175e-08
1962,2.328766413484118e-06,2.5367825617905737e-08
1963,1.8382988855591975e-06,2.4571002121831498e-08
1964,2.633141548358253e-06,3.4070223087212526e-08
1965,2.122058504028246e-06,2.2982582947861374e-08
1966,2.0056988887517946e-06,2.326411419062424e-08
1967,2.1008158910262864e-06,3.056807962309449e-08
1968,2.028323478953098e-06,2.8745061886326084e-08
1969,2.222282091679517e-06,5.4046917163930175e-08
1970,1.9516990050760796e-06,3.5410182341877317e-08
1971,2.271685616506147e-06,2.9802704304415784e-08
1972,2.1982680209475802e-06,3.283293903422191e-08
1973,1.7829701164373546e-06,1.874489274911184e-08
1974,1.557158270770742e-06,2.3627400036474455e-08
1975,1.6911692455323646e-06,2.2274771804831062e-08
1976,1.5260829968610778e-06,1.7711933253394818e-08
1977,1.4409869208975579e-06,1.23412418062685e-08
1978,1.7346526419714792e-06,1.900989277103804e-08
1979,2.1511852992261993e-06,2.867466930567275e-08
1980,1.784568780749396e-06,2.160357237546151e-08
1981,1.6484382285852917e-06,1.897664803074406e-08
1982,1.545668055769056e-06,1.800175586375019e-08
1983,1.7708146060613217e-06,2.3998200315844542e-08
1984,1.6312610569002572e-06,2.0876429918104122e-08
1985,1.4389214584298315e-06,2.285912037436333e-08
1986,1.7240140550711658e-06,2.7574633687521555e-08
1987,1.762970669005881e-06,3.788706415264187e-08
1988,1.4175852811604273e-06,2.0987938054162214e-08
1989,1.7869325574793038e-06,2.359892592451729e-08
1990,1.4084762369748205e-06,2.1249737969242233e-08
1991,1.7021694702634704e-06,3.282420468764258e-08
1992,1.295387846766971e-06,2.644773289262048e-08
1993,1.5205124554995564e-06,3.48970070618293e-08
1994,1.6130725271068513e-06,2.3737170007365194e-08
1995,1.324704726357595e-06,1.4640617607142303e-08
1996,1.3777615777144092e-06,2.0284750545940256e-08
1997,1.2682495480476064e-06,3.6441198503212036e-08
1998,1.3860951639799168e-06,2.3363833534517653e-08
1999,1.4309299558590283e-06,2.6050146928469076e-08
2000,1.2874144204033655e-06,2.4299174228303855e-08
2001,1.4190744650477427e-06,3.0230361325322974e-08
2002,1.4782241350985714e-06,2.891606110111411e-08
2003,1.4834245121164713e-06,2.1251306492331423e-08
2004,1.550486558699049e-06,2.5547788773394586e-08
2005,1.653776848797861e-06,3.332774678455053e-08
2006,1.801165012693673e-06,3.1707752867760064e-08
2007,2.3080101527739316e-06,2.7961356341421606e-08
2008,2.477404223100166e-06,3.91684462641706e-08
2009,2.731697577473824e-06,4.1960094065984777e-08
2010,3.3435007935622707e-06,3.164941375644048e-08
2011,4.348621132521657e-06,5.238841627175361e-08
2012,4.92084745928878e-06,6.365952742726222e-08
2013,5.1743845688179135e-06,7.195942508531061e-08
2014,5.180394509807229e-06,6.366408733526896e-08
2015,5.281434368953342e-06,7.447693306517067e-08
2016,5.475587386172265e-06,8.637488235763158e-08
2017,4.946195076627191e-06,7.748083064029743e-08
2018,5.37848609383218e-06,9.267465195250679e-08
2019,5.193300694372738e-06,8.545809215831923e-08
