year,aux_ADP airs_NOUN,aux_ADP verres_NOUN
1853,9.913406562311877e-08,6.748282999069488e-08
1854,7.79349695889664e-08,8.884585867008354e-08
1855,1.2895856826844465e-07,7.376642940926104e-08
1856,9.629572161884425e-08,6.62680221807932e-08
1857,1.0836950115056254e-07,1.039761414745044e-07
1858,1.1598011928626306e-07,6.214968806261822e-08
1859,1.5632971717138844e-07,7.027199444564758e-08
1860,1.2587255593388136e-07,6.820003761731641e-08
1861,1.6788831125325032e-07,8.771692705522582e-08
1862,9.307051873630456e-08,9.804030298710131e-08
1863,1.143768160183356e-07,7.192254258825415e-08
1864,1.2466292620416652e-07,7.719511785353461e-08
1865,1.0355057483701913e-07,7.90749865586804e-08
1866,1.2942529759030208e-07,5.4494865509013835e-08
1867,1.1889387963037734e-07,8.055667422013357e-08
1868,9.682153423451467e-08,1.0620729540278262e-07
1869,1.1573940161824225e-07,1.015771999846038e-07
1870,1.0665330840708975e-07,9.346499751927695e-08
1871,4.99195342840153e-08,6.903765381593985e-08
1872,1.1066630678513434e-07,1.0522370530452463e-07
1873,1.4725570851581438e-07,1.0295927665993077e-07
1874,1.0216581447508588e-07,8.125468298203486e-08
1875,1.0127102711976477e-07,1.1957992285260843e-07
1876,8.283040520140617e-08,8.34350046829968e-08
1877,1.0576035047726862e-07,1.8801840440119122e-07
1878,1.600358487952036e-07,1.0568405173216888e-07
1879,1.4601287046112077e-07,1.0080386658728457e-07
1880,8.214843538745242e-08,9.755126484378707e-08
1881,1.1295462259974798e-07,1.0667936578556692e-07
1882,1.2844893282348835e-07,1.1979693681496428e-07
1883,1.0742876366265364e-07,1.2259518200608e-07
1884,1.558000528589787e-07,8.516189353713344e-08
1885,1.0055191379532147e-07,8.572695264774666e-08
1886,1.5423778870760074e-07,9.357522401387541e-08
1887,1.3514874475095695e-07,9.532229938713499e-08
1888,1.0842450848258522e-07,9.827952851537702e-08
1889,1.2029062695928516e-07,1.0713383602478643e-07
1890,8.455158556630593e-08,7.996351314432104e-08
1891,7.394095424828606e-08,8.477712754029199e-08
1892,8.650546878818943e-08,6.39388275658348e-08
1893,1.1146733691624888e-07,6.404753349897874e-08
1894,1.102769380256774e-07,9.452308802337939e-08
1895,1.3361324713301315e-07,8.004757034996146e-08
1896,1.0614652418139414e-07,1.1381266062926443e-07
1897,7.982597916011969e-08,1.2585701369971503e-07
1898,1.0637707481553349e-07,9.619203211741478e-08
1899,1.0668226124721514e-07,1.1055156790007459e-07
1900,1.1835600921550338e-07,1.2302795937557676e-07
1901,8.327221268089602e-08,9.444968895877537e-08
1902,7.660042644630494e-08,1.3208664029207284e-07
1903,1.1880484729331897e-07,7.182293160212794e-08
1904,7.524475620357407e-08,1.3167831980354094e-07
1905,8.463644651790503e-08,8.050783861790478e-08
1906,1.116288048663705e-07,1.0185485166402941e-07
1907,1.1777111208477464e-07,6.994267209847749e-08
1908,1.502885083048966e-07,9.970119663194055e-08
1909,1.4907666123775698e-07,9.131633049719312e-08
1910,1.1436482716398189e-07,9.672912426594849e-08
1911,1.500345536697978e-07,1.0427933005985324e-07
1912,1.2346328115420135e-07,8.387168293211289e-08
1913,1.6386237833287964e-07,8.219634395345565e-08
1914,1.325955188424821e-07,1.0446920128970305e-07
1915,5.890380805340101e-08,1.0838301278681683e-07
1916,1.0108465020586266e-07,8.680095220370276e-08
1917,1.5681987053373092e-07,1.1076088668460216e-07
1918,1.1486376561009592e-07,6.547234221443432e-08
1919,1.1049418369157848e-07,8.287063479883727e-08
1920,1.0979736009275598e-07,7.799398815677705e-08
1921,1.4009583387819546e-07,8.784387262039672e-08
1922,1.7190590284599239e-07,1.6379016187784146e-07
1923,1.910870719434854e-07,6.900366145146108e-08
1924,1.4825367922188804e-07,8.895220560134476e-08
1925,2.0236647046978362e-07,1.1218141793278846e-07
1926,1.0700293096022051e-07,6.576221522891501e-08
1927,1.4939961312521177e-07,7.246995892273844e-08
1928,1.5996458113676226e-07,9.826395341860916e-08
1929,1.1697426360868235e-07,1.347989240230163e-07
1930,1.6385622059189586e-07,1.2184180775420828e-07
1931,1.4370748857572835e-07,1.3914535657022498e-07
1932,9.534796863164274e-08,7.890866271509367e-08
1933,8.144170404733586e-08,1.238831544014829e-07
1934,1.3778817731235904e-07,9.824896096688462e-08
1935,9.095895769917206e-08,1.0053358323602879e-07
1936,1.6125869706229423e-07,9.942265677409523e-08
1937,1.170974018860349e-07,1.1709740022070037e-07
1938,1.1150084711086805e-07,8.68669403075728e-08
1939,9.635251796424882e-08,2.0188146265809337e-07
1940,1.0143131645712344e-07,1.0650288118085882e-07
1941,1.9184767552360427e-07,7.083606590185809e-08
1942,1.5474480608013153e-07,1.153000468434584e-07
1943,8.419382258040287e-08,1.0451646659248581e-07
1944,1.2210107591670294e-07,5.462416652335378e-08
1945,1.219962295628818e-07,1.1328221205531008e-07
1946,1.1972149405181653e-07,1.3921103914071864e-07
1947,1.0728783705893363e-07,1.1205618477561075e-07
1948,1.06544502331829e-07,9.893417995954223e-08
1949,1.0995049448681016e-07,9.227987618487532e-08
1950,1.2230665924484185e-07,1.3825969347180944e-07
1951,1.3113524643948438e-07,1.3326751968634198e-07
1952,8.96308345321728e-08,9.173979265142407e-08
1953,1.0342874157132087e-07,1.335954635806047e-07
1954,1.2508846047865063e-07,8.111204863325838e-08
1955,1.2764426982059263e-07,1.0605737088553724e-07
1956,1.552363162460324e-07,1.011652415172648e-07
1957,9.718541371661615e-08,1.0513694803648832e-07
1958,8.603133344609049e-08,1.0919361415062667e-07
1959,8.525822625671253e-08,1.0386001747519913e-07
1960,1.0727291965828556e-07,1.0934916616633927e-07
1961,1.0908610048598888e-07,9.518978316691573e-08
1962,1.1098423446931349e-07,1.1288682344456902e-07
1963,1.1832877122586183e-07,1.3966675282972574e-07
1964,8.517555871723204e-08,1.2411295813308243e-07
1965,1.1491290985432556e-07,9.35719413064362e-08
1966,1.2739872157219168e-07,1.107814924239392e-07
1967,1.1980715464154912e-07,1.1684895184771449e-07
1968,1.6797895230347137e-07,1.0285342000315723e-07
1969,8.720174657361746e-08,1.1672317867805759e-07
1970,1.0439106001847165e-07,7.72585835306927e-08
1971,1.346260187773396e-07,9.968491099243693e-08
1972,1.3697492673436784e-07,9.695977354340357e-08
1973,9.31731425346527e-08,1.1467464133829708e-07
1974,6.075617275946854e-08,1.0519818971488348e-07
1975,8.224531455880424e-08,1.0966041941173899e-07
1976,9.998671690603089e-08,8.513155336231648e-08
1977,9.344082807505316e-08,9.579154180983096e-08
1978,9.504946363314559e-08,9.980193738101661e-08
1979,9.772795150908564e-08,8.777959692451986e-08
1980,9.835310998962399e-08,1.0631232072455532e-07
1981,9.867857464485041e-08,9.86785693157799e-08
1982,9.497478570263951e-08,1.1049353787484506e-07
1983,7.767838539063376e-08,1.2125406101404224e-07
1984,1.3627670258919977e-07,8.872483192590153e-08
1985,9.083492735761922e-08,9.38427078267523e-08
1986,1.1689246526280783e-07,9.77101137777936e-08
1987,1.1549443801328607e-07,1.0632821556555427e-07
1988,8.215278701761974e-08,1.1093624863178775e-07
1989,1.1909225272610513e-07,9.823738622571909e-08
1990,1.0951788154134334e-07,1.0352437129768077e-07
1991,1.2250461961516024e-07,9.202500450555817e-08
1992,1.1405584365853372e-07,1.0799490723911731e-07
1993,1.3903410955862228e-07,1.0192141530751542e-07
1994,1.0497104285800418e-07,7.437646587504787e-08
1995,1.3664575782001975e-07,9.54351335735737e-08
1996,1.1797184074069378e-07,7.63347216548027e-08
1997,1.2179031649850458e-07,9.445942339425528e-08
1998,1.2397135984443253e-07,9.72698330770072e-08
1999,1.2385245440338366e-07,8.866189915579525e-08
2000,1.3784258490190382e-07,8.747702651135114e-08
2001,1.2355017253717904e-07,1.0471096345554542e-07
2002,1.58162092089853e-07,7.053766637454828e-08
2003,1.7001045560238737e-07,9.542253565086867e-08
2004,1.5064385938678981e-07,7.840528581937178e-08
2005,1.5582973145189527e-07,9.54794927565672e-08
2006,1.7583389411157668e-07,8.729926292971868e-08
2007,1.9652838578743115e-07,1.222310714865671e-07
2008,2.494859703272567e-07,1.302776553302465e-07
2009,2.3364142820447853e-07,1.3064847337318497e-07
2010,2.5225053845723266e-07,1.8422792891215067e-07
2011,3.6518933521634267e-07,2.1108324688157154e-07
2012,3.5744652374103403e-07,2.849359646006633e-07
2013,3.2521199094803777e-07,2.7110294809062907e-07
2014,3.5123521820168424e-07,2.708972033360624e-07
2015,3.5598200205655406e-07,2.546845223605487e-07
2016,3.657986657190637e-07,2.508392924482905e-07
2017,3.569652507473542e-07,2.714344589094253e-07
2018,4.2852346959776355e-07,2.849939164661919e-07
2019,5.130036373479641e-07,2.571395611994376e-07
