year,premiers_ADJ ans_NOUN,premiers_ADJ vents_NOUN
1876,1.0217765122888522e-07,5.441413541973361e-09
1877,2.1461310950599e-07,1.608052180301911e-08
1878,1.5218503790492832e-07,7.2469061862534545e-09
1879,9.713826898405387e-08,1.2829582729523281e-08
1880,1.367001232210896e-07,5.134277003548959e-09
1881,1.2132163362821302e-07,1.743126887276958e-08
1882,1.024929332515967e-07,5.324308105514319e-09
1883,9.984555759956493e-08,3.222862687835004e-08
1884,8.648223115415021e-08,2.0465261485469455e-08
1885,9.732909944659696e-08,4.511945039809007e-09
1886,1.1099957930582605e-07,5.162771099520569e-09
1887,7.573552807116357e-08,7.1818169189441505e-09
1888,9.827952851537702e-08,6.974675947901687e-09
1889,1.0650732207295732e-07,1.566284169030041e-08
1890,8.455158706510701e-08,5.898947996740844e-09
1891,8.159001652074949e-08,1.4023283867459213e-08
1892,9.402768341715273e-08,1.817868522380195e-08
1893,1.0346139589501036e-07,7.390100087434348e-09
1894,8.192001388351855e-08,7.561847148451761e-09
1895,9.810341339289153e-08,6.6204757231957956e-09
1896,6.250850503874972e-08,1.7691086373616827e-09
1897,6.059782009515402e-08,1.631479840114025e-08
1898,8.940200757479033e-08,5.6583548957434e-10
1899,7.793885714590942e-08,1.2713430308508578e-08
1900,9.291984781611973e-08,6.748368974740515e-09
1901,8.662545525339738e-08,2.794369402536745e-09
1902,7.365425602756659e-08,3.437198747846537e-09
1903,7.34429974613704e-08,9.720396931811592e-09
1904,6.449550227216605e-08,3.33226779503093e-08
1905,1.0682771289793891e-07,9.28936660926638e-09
1906,1.033981078535362e-07,4.115347618238729e-09
1907,9.925688004841504e-08,1.337139288182243e-08
1908,6.090122184332358e-08,5.40252820258047e-09
1909,1.1222006435218645e-07,1.265226234892225e-08
1910,9.13849760308949e-08,8.01622590529405e-09
1911,8.24657959697106e-08,2.6601871816467337e-09
1912,1.2190045595161791e-07,7.293189607793238e-09
1913,9.863560990197584e-08,3.181793939432964e-09
1914,7.567320636781005e-08,9.37544086809794e-09
1915,4.7123048574349014e-08,3.534228465440492e-09
1916,7.031975712834537e-08,3.2962386153911893e-09
1917,4.496234140560773e-08,6.57985488317081e-09
1918,7.236417332023848e-08,5.743188147278033e-09
1919,1.2154359296800976e-07,4.603924352863942e-09
1920,8.708066445706208e-08,1.9687803387569147e-08
1921,1.029893681447902e-07,5.300923255902035e-09
1922,9.443757420513066e-08,5.902348387820666e-09
1923,8.068120394000289e-08,1.9108707505210987e-08
1924,1.2118127301619097e-07,1.1602462102189293e-08
1925,1.033828738172815e-07,2.859526304632709e-08
1926,6.464760105018286e-08,8.916910765321973e-09
1927,1.1818178080602593e-07,1.8953683067479687e-08
1928,6.170062505361784e-08,1.3711249025050165e-08
1929,6.572840050012019e-08,1.2254447234738564e-08
1930,5.671945757512731e-08,8.402882833991043e-09
1931,7.413481739604322e-08,1.710803587684495e-08
1932,6.02774505864545e-08,7.6716757391182e-09
1933,7.11181087353907e-08,6.882397318719313e-09
1934,5.751158482780738e-08,2.3963160344919743e-09
1935,7.89906735576551e-08,5.98414207075848e-09
1936,8.608547119592913e-08,6.0623572828433225e-09
1937,7.428759829508635e-08,5.0364472592434595e-09
1938,4.2785206488815675e-08,6.482607339819424e-09
1939,8.411727492330101e-08,1.5294050470515685e-09
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,7.083606590185809e-08,1.7709016475464523e-08
1942,4.8547388331598995e-08,1.8205270180260413e-08
1943,8.709705667797607e-08,2.0322646676618206e-08
1944,8.675602458652065e-08,3.2131861615880553e-09
1945,6.971212940243277e-08,1.089252066321933e-08
1946,7.238973864787113e-08,2.227376683094917e-08
1947,5.4836007734593295e-08,1.6689218895749036e-08
1948,6.84928949112873e-08,1.848220954059343e-08
1949,3.6322930441201606e-08,9.817008539414473e-09
1950,5.636741562398129e-08,1.0635361036293034e-08
1951,6.503454841322309e-08,6.396841278899501e-09
1952,6.010538555756284e-08,2.2144087452602434e-08
1953,3.016671712430252e-08,8.619061908632375e-09
1954,4.9839933069506515e-08,1.7590565448699635e-08
1955,4.035811329572425e-08,1.1262729415761896e-08
1956,3.401245152190313e-08,4.360570571293465e-09
1957,3.710716001137371e-08,8.835037590415595e-09
1958,6.204182767532984e-08,4.1361216673863055e-09
1959,5.735553543217975e-08,8.525822714489095e-09
1960,6.021124931976374e-08,4.152500121534786e-09
1961,5.558527504945232e-08,5.55852741612739e-09
1962,4.94672605100277e-08,1.331810839388936e-08
1963,4.4615767080813384e-08,1.0992290633282664e-08
1964,6.38816644027429e-08,1.2167936880302932e-08
1965,6.019247678068496e-08,1.0396882466068291e-08
1966,5.206730335771681e-08,1.0524241922382771e-08
1967,7.29689659806354e-08,1.2818872185960117e-08
1968,8.893003666798904e-08,2.245707975134792e-08
1969,4.723428048691858e-08,1.2716921737876419e-08
1970,6.438214938953024e-08,6.438214850135182e-09
1971,7.347908592691965e-08,1.0276794526475896e-08
1972,3.5911028817281476e-08,5.643161493651405e-09
1973,4.3554308604143444e-08,7.718485406371656e-09
1974,2.418995848074701e-08,6.1881286761433785e-09
1975,2.6843956391076063e-08,7.4249242310031605e-09
1976,4.1137393935741784e-08,7.998937512354587e-09
1977,3.2322301279918975e-08,7.052138428775834e-09
1978,3.9207904478644195e-08,4.752473081737207e-09
1979,3.5111838769807946e-08,8.192762912528906e-09
1980,3.865902442612423e-08,7.95921106799824e-09
1981,3.28928564385933e-08,1.707898356073656e-08
1982,2.9175261317959666e-08,8.069752865935698e-09
1983,2.5892795463278162e-08,8.209910973278056e-09
1984,2.7835241667162336e-08,9.858314165001048e-09
1985,2.8874678648094232e-08,8.421781494405423e-09
1986,2.8773531113301942e-08,8.991728250862252e-09
1987,3.238733015109574e-08,6.110816741511371e-09
1988,2.878345739532051e-08,1.3192418713003917e-08
1989,3.457516939420202e-08,9.878619700032232e-09
1990,3.596109721115681e-08,8.172976073694826e-09
1991,3.106576684785978e-08,5.8614650910726596e-09
1992,2.7549720726938176e-08,6.61193322315512e-09
1993,2.8803878393546256e-08,1.1078414630105726e-08
1994,3.3759530282395644e-08,5.802419433820205e-09
1995,5.476675468685244e-08,8.675921314704738e-09
1996,3.096093337262573e-08,6.939520069693117e-09
1997,3.5002731380018304e-08,5.753873377756236e-09
1998,2.6701524546979272e-08,6.198567881199324e-09
1999,3.0163327835452947e-08,7.769341614505265e-09
2000,2.2531960297555997e-08,9.719669513685858e-09
2001,2.2344179839706158e-08,6.571817756650944e-09
2002,3.1544793444027164e-08,7.886198361006791e-09
2003,3.2918691772465536e-08,1.2084076850271686e-08
2004,2.5988267537968568e-08,7.488145215006625e-09
2005,2.296912349208924e-08,7.205999352777326e-09
2006,2.5530917824312382e-08,8.235780057930242e-09
2007,2.6363563776499177e-08,9.18730247434496e-09
2008,2.5118893631770334e-08,1.2772319202269955e-08
2009,2.574823909640145e-08,8.582746957586096e-09
2010,2.0784689525044087e-08,1.0392344762522043e-08
2011,1.5678285336662157e-08,1.1471915861704929e-08
2012,2.2127641940983267e-08,1.3957436095779485e-08
2013,3.0680375573410856e-08,1.2272150407000026e-08
2014,3.009968807532459e-08,1.407539329534302e-08
2015,4.3888192635677115e-08,1.3077794847049518e-08
2016,6.193306489876704e-08,1.118523584864306e-08
2017,1.5848351964109497e-08,1.2578056818313144e-08
2018,3.8205708818850326e-08,1.9619147195726327e-08
2019,3.1122048937959335e-08,1.6836519733942623e-08
