year,deux_DET allées_NOUN,deux_DET vallées_NOUN
1930,4.20144132817768e-08,9.243170850936622e-08
1931,3.307553431142196e-08,9.238338893879927e-08
1932,6.57572192253042e-08,6.466126523108073e-08
1933,3.9000250584564355e-08,1.2388315262512606e-07
1934,5.990790086229936e-08,8.267290318997311e-08
1935,4.6676309040094566e-08,8.976212928502036e-08
1936,8.487300195980652e-08,1.006351282306639e-07
1937,5.666003299875655e-08,1.0072894474077998e-07
1938,3.500608047879439e-08,7.260520007434934e-08
1939,1.988226472349197e-08,1.0094073310540352e-07
1940,4.564409383789325e-08,1.242533644862931e-07
1941,2.9515025534720962e-08,1.8004165358576074e-07
1942,4.854738722137597e-08,8.49579275818968e-08
1943,5.2258234184421326e-08,9.580676163523094e-08
1944,3.855823393905666e-08,6.426372500811794e-08
1945,2.6142048081823077e-08,8.496165815330414e-08
1946,4.5939644977011085e-08,7.935029255889958e-08
1947,4.7683484716287694e-08,5.960435367491357e-08
1948,3.152847538601122e-08,6.958007969792845e-08
1949,3.6322929997112396e-08,9.522498167768845e-08
1950,3.1906085995458966e-08,9.040057058484763e-08
1951,4.371174844308712e-08,8.102665249865026e-08
1952,3.26888924817581e-08,1.0966595898054265e-07
1953,3.87857791439572e-08,7.972632076747033e-08
1954,4.495366479062568e-08,1.084751515278981e-07
1955,4.6928039676430444e-08,5.631364841107711e-08
1956,4.7966278948763375e-08,7.15133632311904e-08
1957,2.915562513639003e-08,7.421431580389992e-08
1958,5.7078480275585264e-08,8.685855523715702e-08
1959,2.5577467699378076e-08,7.905762855475729e-08
1960,4.706166722989735e-08,7.128458623384404e-08
1961,3.682524463144432e-08,6.114380024513366e-08
1962,3.6149152338182944e-08,8.498221593100652e-08
1963,2.392439757414877e-08,8.729171607768649e-08
1964,4.380457152564077e-08,8.274197127455807e-08
1965,2.7360217647043328e-08,8.919430971587872e-08
1966,3.1018817958639033e-08,8.364003134531117e-08
1967,2.4158644196248247e-08,8.628087311279842e-08
1968,3.1439911063468884e-08,8.443861965190536e-08
1969,2.4979668528102295e-08,9.855614457876527e-08
1970,4.64471213712514e-08,6.806113006518899e-08
1971,2.928886599917746e-08,7.296524340283383e-08
1972,3.5911027929103057e-08,7.695220172188044e-08
1973,3.3630542795037854e-08,6.891504966688444e-08
1974,3.2628315604910085e-08,5.963106142203856e-08
1975,2.1703625119329217e-08,8.967023923389661e-08
1976,4.456550994902386e-08,6.170608890521123e-08
1977,2.2331771321049132e-08,6.699531374110279e-08
1978,4.455443480821941e-08,6.534650198730674e-08
1979,3.394144421076106e-08,5.617894494047704e-08
1980,2.9562783554482053e-08,8.641429394273814e-08
1981,4.301373812687359e-08,6.00927192451195e-08
1982,3.66242642879655e-08,8.06975295475354e-08
1983,3.6628832411622625e-08,5.431171867797957e-08
1984,3.3054348591576854e-08,5.85699855282229e-08
1985,3.489023758795895e-08,5.474157882545683e-08
1986,4.855533308756321e-08,6.893658577311612e-08
1987,3.8498146226473295e-08,5.499735156178076e-08
1988,2.9383114386050124e-08,6.776105698769186e-08
1989,3.677041870986386e-08,6.805271623999687e-08
1990,2.778812047132817e-08,5.884542908507484e-08
1991,4.3960990403490996e-08,5.9200798041558755e-08
1992,4.18755745634769e-08,5.344645770399836e-08
1993,3.323524611076323e-08,7.865674567231196e-08
1994,3.692448635739254e-08,5.855168416779577e-08
1995,3.84993996682681e-08,5.693573301712718e-08
1996,3.096093470489336e-08,4.857663737922735e-08
1997,5.274383862996501e-08,5.562077576293234e-08
1998,3.003921378308405e-08,5.197260832812134e-08
1999,3.016332739136374e-08,6.398281748865031e-08
2000,2.7391795942577346e-08,3.8878678720877247e-08
2001,3.548781601914186e-08,5.520327017727311e-08
2002,3.680225990621011e-08,5.5641512286541683e-08
2003,3.250200020232796e-08,4.2919306553201864e-08
2004,4.140503850891264e-08,4.7131265779043474e-08
2005,3.738112086537626e-08,5.089237165023519e-08
2006,2.7589862838794943e-08,5.023825799810311e-08
2007,3.994479369495707e-08,4.8732648139093726e-08
2008,4.81090685067187e-08,6.215861780844989e-08
2009,3.9099179893753444e-08,5.149648063529355e-08
2010,4.7237930900223546e-08,4.81826876175262e-08
2011,4.5505265999779e-08,7.57146458862934e-08
2012,6.46807989390652e-08,7.14893103603842e-08
2013,5.578250217297409e-08,4.9925338307943434e-08
2014,5.738429775803411e-08,4.8289426901604315e-08
2015,5.2976150577421777e-08,4.610476778132977e-08
2016,6.151879849980446e-08,6.421154297164833e-08
2017,4.3268513216787596e-08,5.157003402089799e-08
2018,5.7824852461862974e-08,4.904786665704819e-08
2019,5.3315645232032693e-08,5.4591137166326575e-08
