year,les_DET oies_NOUN,les_DET voix_NOUN
1841,4.25040309615099e-07,3.413163630838767e-06
1842,4.320122641843227e-07,3.5097642605563806e-06
1843,4.690087438419255e-07,3.6723265326443766e-06
1844,4.7476054065853646e-07,3.9254190178361625e-06
1845,6.679532877917893e-07,3.5473509356620525e-06
1846,3.9225158054989606e-07,3.823574719952205e-06
1847,7.286245065074581e-07,3.8593907767392466e-06
1848,5.044354058902911e-07,3.138440994199243e-06
1849,4.047257355921374e-07,3.509298905024494e-06
1850,4.4332145066050543e-07,3.317103367095342e-06
1851,5.559416085265667e-07,3.3311352014564477e-06
1852,5.162862439789251e-07,3.5918679319735247e-06
1853,6.819946207770045e-07,3.5724096871803113e-06
1854,4.494249861153321e-07,3.5548736168067308e-06
1855,5.046897229021852e-07,3.606594471960989e-06
1856,4.902798327321989e-07,3.910848709764991e-06
1857,4.115112304248214e-07,4.012600351543938e-06
1858,4.0519638666580704e-07,3.839088844159733e-06
1859,5.412980277341717e-07,3.6617817906758887e-06
1860,4.641264600979689e-07,4.357936798982109e-06
1861,4.7253954882364724e-07,3.945375153691089e-06
1862,4.716777590729748e-07,4.135312922315393e-06
1863,4.390271755028152e-07,3.5981248256433673e-06
1864,5.489963399440967e-07,4.011269421511088e-06
1865,5.492887309443972e-07,3.874674369797049e-06
1866,4.1406367046192827e-07,3.740196600432455e-06
1867,5.74572872835688e-07,3.235854793004478e-06
1868,6.001947054912193e-07,3.838282198742604e-06
1869,4.903053287819148e-07,4.023531516850198e-06
1870,4.656047671858232e-07,3.3750610430871575e-06
1871,5.703572205639773e-07,3.6908591658502132e-06
1872,4.3540843108758054e-07,3.5818390156094893e-06
1873,5.225781896101012e-07,3.346176587371019e-06
1874,5.580284909711963e-07,3.315310525664472e-06
1875,4.828969011327899e-07,3.5948354835113605e-06
1876,4.6554313826163707e-07,3.7128577581313493e-06
1877,6.110598054220873e-07,3.4474165175879534e-06
1878,4.813153733351783e-07,4.3505593083636995e-06
1879,4.661415058393459e-07,3.518971238847257e-06
1880,6.327996473487474e-07,3.692828808965487e-06
1881,5.68956634694473e-07,3.4067671350612727e-06
1882,5.051437419467675e-07,3.265131972796098e-06
1883,6.243506760483797e-07,3.797922667914122e-06
1884,5.644450800090794e-07,3.711474036549589e-06
1885,4.10586999510798e-07,3.6869036463826887e-06
1886,4.5238780543854773e-07,3.8520724743307255e-06
1887,4.968511522207564e-07,3.4159332606975568e-06
1888,4.3496617152527506e-07,4.2938643360912465e-06
1889,4.4858378878132044e-07,3.697683759185111e-06
1890,4.817473957530183e-07,3.7104380936625603e-06
1891,4.2707273628650455e-07,3.252126987263182e-06
1892,5.904938618073174e-07,3.408817125460928e-06
1893,5.413248107544177e-07,3.1685052963581484e-06
1894,3.7494157112405446e-07,3.7840743019046386e-06
1895,3.9482110825161953e-07,3.993952503833498e-06
1896,5.183488394067126e-07,3.4025858042241452e-06
1897,4.492396001865018e-07,3.3352109269912944e-06
1898,4.837893285980499e-07,3.686984042516883e-06
1899,5.378333831629334e-07,3.596242464709576e-06
1900,4.2981919623485965e-07,3.5740400292638697e-06
1901,3.917705884148859e-07,3.856788783451748e-06
1902,3.3831854984178733e-07,3.30658514968718e-06
1903,3.9529613271582775e-07,3.752613089602619e-06
1904,4.6651745932990707e-07,3.4634085395168768e-06
1905,4.180214836502216e-07,3.865408608305643e-06
1906,4.840677552131467e-07,4.0155504521521834e-06
1907,4.4639880325547665e-07,3.626218799013259e-06
1908,4.16976919659362e-07,3.9541592755654165e-06
1909,3.9001974716512677e-07,4.073478258703744e-06
1910,5.509819449578401e-07,4.365102277859023e-06
1911,4.878783039785617e-07,4.190326755804108e-06
1912,4.3759138845800294e-07,3.9784350107652244e-06
1913,3.887091333254489e-07,3.972999827794865e-06
1914,4.855139064119385e-07,4.111131069350904e-06
1915,2.473959943571913e-07,3.924171920743902e-06
1916,2.6809406961092463e-07,3.892857751708334e-06
1917,3.893080684491679e-07,4.01371146452334e-06
1918,3.652667697195966e-07,4.1201632114962194e-06
1919,4.797288877256278e-07,4.573538262775401e-06
1920,4.3616053879702577e-07,4.680396557432687e-06
1921,4.4300572987765463e-07,4.846558319115957e-06
1922,4.84730355410079e-07,4.391347204091289e-06
1923,4.299459046563925e-07,4.212408228454478e-06
1924,4.963275417324553e-07,4.354790746674553e-06
1925,3.838364168728958e-07,4.709419748394339e-06
1926,4.514186233706141e-07,3.7796554792635106e-06
1927,4.325899194412841e-07,4.4485407713068525e-06
1928,3.850575769348552e-07,4.088237545829543e-06
1929,4.1999331834574605e-07,4.257863281509344e-06
1930,3.497700085119959e-07,4.144721998500245e-06
1931,3.25052660343772e-07,3.6371682341496125e-06
1932,2.487814780849362e-07,3.4226633900402703e-06
1933,4.886502225076583e-07,3.566228777174274e-06
1934,3.9059950296405077e-07,3.4926306966553966e-06
1935,4.176931147625851e-07,3.657507591015019e-06
1936,4.910509403543983e-07,3.5149546491197725e-06
1937,3.361828575521031e-07,2.942544316653084e-06
1938,3.656190541434512e-07,3.758615747528893e-06
1939,4.863508173968967e-07,3.0939863577827964e-06
1940,3.52473818132637e-07,2.9617943972937155e-06
1941,1.345885138448466e-06,3.488676000529267e-06
1942,5.006449459443729e-07,3.716909432682769e-06
1943,6.532279093196536e-07,3.788721887332258e-06
1944,4.530592363494179e-07,3.756214649541789e-06
1945,4.6837837075486277e-07,4.903812587997436e-06
1946,4.705333092047681e-07,5.000460483017832e-06
1947,3.7193117963241207e-07,4.260519247623051e-06
1948,5.175018493730477e-07,4.346580709579939e-06
1949,3.16107669373622e-07,3.759914246614926e-06
1950,4.094614123317797e-07,3.926575487867012e-06
1951,4.040671335303614e-07,3.89034538272881e-06
1952,4.112473401818306e-07,3.733914958559126e-06
1953,3.8247087186249473e-07,3.9992446758674305e-06
1954,4.3780963210338086e-07,4.241280706196449e-06
1955,3.144178606362402e-07,4.188796815185469e-06
1956,3.1657744337110216e-07,4.377140868427887e-06
1957,3.454499761801344e-07,3.841474331522932e-06
1958,4.309838868010729e-07,3.926006819199301e-06
1959,6.960171283765249e-07,3.907927165869296e-06
1960,4.429333402278246e-07,4.582283764875683e-06
1961,4.2383771337028975e-07,4.025763438164631e-06
1962,3.640283017247725e-07,3.965625353430369e-06
1963,3.633921794587991e-07,4.21845316367353e-06
1964,3.814648197320025e-07,3.9065160279960764e-06
1965,3.2175616215823766e-07,4.351368826149837e-06
1966,3.5505469142549373e-07,4.23517646908067e-06
1967,3.3033247959224354e-07,4.060624306134741e-06
1968,3.876091891896749e-07,5.2024067969114185e-06
1969,5.173062227470382e-07,4.292415283657647e-06
1970,3.3386743991670187e-07,4.282332810134903e-06
1971,3.2834358609790115e-07,4.129730072577331e-06
1972,3.303814661848037e-07,5.186065259010775e-06
1973,2.84481314949403e-07,3.806315991283782e-06
1974,3.200950375870093e-07,3.814700193061071e-06
1975,2.918566441856285e-07,3.429172600988295e-06
1976,2.7653470180410977e-07,3.5600986052486405e-06
1977,3.7846475819947045e-07,3.8187329138850146e-06
1978,4.829700692710048e-07,3.977225837559217e-06
1979,3.388292570960516e-07,4.037861600636461e-06
1980,3.54753392883822e-07,4.024518126755083e-06
1981,3.554958780682682e-07,4.245076290487759e-06
1982,3.401711134998209e-07,4.08019120001768e-06
1983,3.5555230404327176e-07,4.339253678153909e-06
1984,3.815747575686146e-07,4.23907525970435e-06
1985,3.332619105123058e-07,4.703564769670265e-06
1986,3.2909725256047295e-07,4.531831017118293e-06
1987,3.7337091995937044e-07,4.4217870822649274e-06
1988,3.4240321689082975e-07,4.903382155418967e-06
1989,3.1227413765932965e-07,4.387204825206936e-06
1990,3.154768948299136e-07,4.615007370034618e-06
1991,3.950627576188026e-07,4.937112162650692e-06
1992,3.845941041191736e-07,4.777672437228375e-06
1993,3.788817872774075e-07,4.683953854112133e-06
1994,3.8559713733121725e-07,4.777500901553822e-06
1995,3.3185399583857134e-07,5.00221076293883e-06
1996,3.763354907704297e-07,4.828304319914878e-06
1997,4.1331989386605983e-07,4.826540777713717e-06
1998,3.943242976589545e-07,5.444726998149463e-06
1999,3.934943126893131e-07,5.066068016645886e-06
2000,3.088204154622076e-07,5.200022872742238e-06
2001,4.359305627588128e-07,5.59261682298029e-06
2002,4.714194483668166e-07,5.303468665118771e-06
2003,3.7752320558581687e-07,5.574509273742478e-06
2004,3.255140867963746e-07,5.739883299327175e-06
2005,3.5804809073169963e-07,5.674274106581834e-06
2006,3.446673750850948e-07,5.3643751449783394e-06
2007,3.4592192310611836e-07,5.643001195210218e-06
2008,3.533675041467177e-07,5.49933484705889e-06
2009,4.0672683043752045e-07,5.481990818623217e-06
2010,3.561739898572114e-07,5.496605798072096e-06
2011,7.32673059999911e-07,5.540170542772671e-06
2012,4.592336786402029e-07,5.954719025424993e-06
2013,5.667502041006856e-07,6.085312813652877e-06
2014,5.31833337813481e-07,6.38654749707257e-06
2015,5.257716888529274e-07,6.0388380269671416e-06
2016,7.146123239820668e-07,5.889648221568677e-06
2017,4.170883656229307e-07,5.89231624559261e-06
2018,4.773131925261964e-07,6.308846494107456e-06
2019,5.255034762896571e-07,6.192777956215423e-06
