year,nos_DET yeux_NOUN,nos_DET vieux_ADJ
2003,6.476231561691748e-06,2.3334768606275702e-07
2004,5.8213720137700875e-06,2.409420805093987e-07
2005,5.889553527538283e-06,2.1212661227565377e-07
2006,6.120419556054912e-06,2.3842583019018093e-07
2007,5.8782760135045464e-06,2.228919484537073e-07
2008,5.627058158097498e-06,2.426740630667723e-07
2009,5.982174187124656e-06,2.7035652117035625e-07
2010,5.559904394658588e-06,2.565019574518601e-07
2011,5.349736866833155e-06,2.432046226630291e-07
2012,5.767144472201835e-06,2.859572241220576e-07
2013,5.7467133558475325e-06,2.9983093519092563e-07
2014,6.203134205406968e-06,3.616293415831251e-07
2015,6.518504733321606e-06,3.637400229905552e-07
2016,7.344971635347974e-06,4.778581459419229e-07
2017,6.1911709963169415e-06,2.82251596317451e-07
2018,6.474060427308359e-06,3.1003415301711357e-07
2019,6.46802922688039e-06,3.6581164231108687e-07
