year,nos_DET yeux_NOUN,nos_DET vieux_NOUN
1839,1.0630538305633763e-05,4.055055502494298e-08
1840,1.0036718137484968e-05,3.184844243886431e-08
1841,1.2080261640790013e-05,5.8426990356963415e-08
1842,1.2005782224377981e-05,4.695785627006899e-08
1843,1.2522651289259557e-05,5.8478421383068024e-08
1844,1.2167591151523993e-05,3.622450439610958e-08
1845,1.1453417599227578e-05,5.3570187508178435e-08
1846,1.170549030860002e-05,4.9763262177648926e-08
1847,1.0977367459474863e-05,4.368510975183426e-08
1848,1.1494208294493546e-05,6.194820556526537e-08
1849,1.2313549888176567e-05,3.10038346107433e-08
1850,1.184476163018644e-05,3.055048214406497e-08
1851,1.0849245882127434e-05,5.8689894499863726e-08
1852,1.1594630684896856e-05,5.599069030637338e-08
1853,1.1530606279563926e-05,4.0011943758244684e-08
1854,1.3347662203955224e-05,3.6889218124613876e-08
1855,1.2729749883533259e-05,4.5108965451845506e-08
1856,1.291915818057987e-05,4.348838977819014e-08
1857,1.1972877388188863e-05,6.785297862466066e-08
1858,1.2492086867155194e-05,3.229826267547864e-08
1859,1.2371435218483384e-05,6.263373086845547e-08
1860,1.2894384795458791e-05,7.46080957014783e-08
1861,1.3321182748882165e-05,3.159695699528342e-08
1862,1.2249164186073358e-05,6.68661996883202e-08
1863,1.304644928268317e-05,6.393114826419577e-08
1864,1.3764704846153109e-05,6.089304349643498e-08
1865,1.3062905210858844e-05,5.507007877492143e-08
1866,1.1889612153481721e-05,5.6927672187345735e-08
1867,1.2295083038793564e-05,6.017486242626546e-08
1868,1.2181729601934421e-05,7.113418920567938e-08
1869,1.2334792458545962e-05,7.764795773024247e-08
1870,1.2445753000633886e-05,7.110220590078598e-08
1871,1.201786186300069e-05,4.460894476032706e-08
1872,1.2294845859628367e-05,5.3821320844527065e-08
1873,1.1223159617657075e-05,6.704324806428019e-08
1874,9.806723163308106e-06,6.213593567450104e-08
1875,1.0738161847712036e-05,2.6891177895560503e-08
1876,1.1007979537680512e-05,4.897272098958183e-08
1877,1.0630461630967147e-05,5.1952455115689133e-08
1878,9.942152033204366e-06,7.42807924059008e-08
1879,1.0678489267945679e-05,6.781351125084711e-08
1880,9.911721733146805e-06,8.150664809747354e-08
1881,1.0269109537830445e-05,7.181682493140329e-08
1882,1.0130161683719052e-05,6.721939005416289e-08
1883,9.624353204173985e-06,7.26723975441601e-08
1884,9.695912282836616e-06,8.384154792651088e-08
1885,9.253999522229606e-06,6.639004818120853e-08
1886,9.192313996209123e-06,6.582533140786495e-08
1887,8.772916409327536e-06,4.8314041878327885e-08
1888,8.855302311872038e-06,6.721051426517022e-08
1889,9.90267488276686e-06,8.082026070610482e-08
1890,8.333246704239627e-06,4.85024592156158e-08
1891,8.677225402209388e-06,6.692931220353415e-08
1892,8.850512870139937e-06,7.52221471778114e-08
1893,9.15879742535708e-06,8.744951496275633e-08
1894,9.001118513651818e-06,5.104246958431702e-08
1895,9.148293955263398e-06,6.861220391840561e-08
1896,9.203493092968529e-06,7.253345546409662e-08
1897,8.67655924707833e-06,6.817254749602597e-08
1898,8.696891427462106e-06,5.205686615106231e-08
1899,8.640158057460212e-06,6.688369680318829e-08
1900,8.815446747689748e-06,6.904100380289435e-08
1901,8.385344294481456e-06,5.532851388156956e-08
1902,7.416492834977362e-06,6.481574899019904e-08
1903,8.470785459735453e-06,7.18229300478157e-08
1904,8.585963442442335e-06,8.115684213549912e-08
1905,8.184963483870433e-06,6.65737924787635e-08
1906,8.367530661246292e-06,5.864370233865657e-08
1907,8.19460632328628e-06,7.405694280038233e-08
1908,8.695614482689962e-06,6.826830567518982e-08
1909,8.584834574776323e-06,6.876229691199498e-08
1910,8.559192082202571e-06,5.6113580670924534e-08
1911,8.907902184773775e-06,6.11843015141389e-08
1912,8.978958121019787e-06,6.14711700985815e-08
1913,9.10152148492216e-06,5.833288702072892e-08
1914,8.823629272569633e-06,9.643310949769557e-08
1915,8.644723536122001e-06,6.243803940542136e-08
1916,9.62062222242821e-06,1.3404703924635442e-07
1917,9.812756900373643e-06,8.663475625780848e-08
1918,9.832338051296574e-06,1.4013378812904875e-07
1919,9.184828712704984e-06,9.023691482923368e-08
1920,9.478919949401643e-06,8.253732541874115e-08
1921,8.81543545006025e-06,6.058198132041781e-08
1922,9.007720976228484e-06,4.943216869168765e-08
1923,8.983215664670752e-06,5.6264523706772707e-08
1924,9.0202692888397e-06,8.76630448232163e-08
1925,8.975613127404358e-06,8.248633287522011e-08
1926,8.610392384866827e-06,7.913758182098718e-08
1927,8.767750401261765e-06,7.02401159458077e-08
1928,8.118201989759655e-06,8.68379097518357e-08
1929,8.275094188547882e-06,5.235991107355176e-08
1930,7.80207643202857e-06,5.4618737199696454e-08
1931,7.849166237861027e-06,6.044838851693157e-08
1932,7.5302974948954216e-06,4.05502853517703e-08
1933,7.602754919844301e-06,5.04709138926529e-08
1934,7.63106849177575e-06,5.751158660416422e-08
1935,7.551987522447234e-06,4.0692165192979246e-08
1936,7.590071305685342e-06,7.032334403689333e-08
1937,7.3041076760205215e-06,5.0364473036523805e-08
1938,7.464074172958135e-06,7.130868018290215e-08
1939,7.460437970507883e-06,4.894096239382861e-08
1940,6.704609909036208e-06,3.042939566988423e-08
1941,7.124927186907826e-06,9.444808313219255e-08
1942,8.149893261588659e-06,4.247896523423833e-08
1943,8.280026918328076e-06,6.387117501560624e-08
1944,8.505304180062012e-06,4.4984606262232774e-08
1945,9.670379526482975e-06,6.535511820615625e-08
1946,8.466815728525035e-06,5.707652839248567e-08
1947,8.95734285677463e-06,8.344609470078979e-08
1948,8.227845071928641e-06,7.175445637663813e-08
1949,7.115367480992063e-06,7.853606509566902e-08
1950,8.054159067683031e-06,1.1911604969050416e-07
1951,7.762566767155477e-06,7.036525495607293e-08
1952,6.6811879122496975e-06,4.850609758300095e-08
1953,7.559994841699336e-06,5.279175474548481e-08
1954,7.83268775705892e-06,5.0817187791096785e-08
1955,7.783484548440356e-06,5.9129327656393116e-08
1956,7.3868069705440575e-06,7.412970237652416e-08
1957,6.826833754303152e-06,3.534015036166238e-08
1958,6.7939937267169626e-06,5.542403058722556e-08
1959,6.37188993835025e-06,7.130687862400009e-08
1960,7.019801145702331e-06,5.536666741745577e-08
1961,7.676326291061741e-06,5.0721563560340854e-08
1962,7.448627741268865e-06,5.200404240568446e-08
1963,7.558816079722419e-06,5.690127014013058e-08
1964,7.12311029360535e-06,4.380457196972998e-08
1965,8.326261109914412e-06,3.3379463637572826e-08
1966,6.952646430136156e-06,5.649856105183204e-08
1967,7.381205449519257e-06,5.4233691759719704e-08
1968,8.217494340101439e-06,4.8507292571553506e-08
1969,6.979773317539184e-06,4.178417023492642e-08
1970,7.182748532841288e-06,6.16229160199655e-08
1971,7.380280479196699e-06,3.237190360216857e-08
1972,7.078063688936709e-06,6.053573198272488e-08
1973,6.50613158370561e-06,3.252790220509283e-08
1974,5.945666565310148e-06,4.2191787619216825e-08
1975,5.897674405730413e-06,6.168398547501397e-08
1976,5.9557802742915555e-06,3.4281162297755685e-08
1977,6.507948135947572e-06,4.7014254711541525e-08
1978,6.297620792850012e-06,4.336631698187432e-08
1979,6.562403136456396e-06,3.5111839657986366e-08
1980,6.261056391565489e-06,4.434417594234574e-08
1981,6.0712625185033176e-06,4.7441623129973465e-08
1982,6.534017046533336e-06,3.7865764523914436e-08
1983,6.366470188368112e-06,5.052252871617924e-08
1984,6.316280085627568e-06,4.465236358441871e-08
1985,6.177376668858869e-06,5.534313474164776e-08
1986,6.270831391930187e-06,5.155257332134511e-08
1987,6.392525470744204e-06,5.010869807975382e-08
1988,5.99415536584047e-06,3.418035754432225e-08
1989,6.133525445761734e-06,5.3234785912792404e-08
1990,6.249602449770464e-06,2.8877850832831342e-08
1991,6.2184283819988195e-06,5.040860157068394e-08
1992,6.165076456454699e-06,4.628353256208584e-08
1993,6.722382060786458e-06,5.2622469770557956e-08
1994,6.2650305352462965e-06,4.5891862254787696e-08
1995,6.414759170070283e-06,4.7717568563143686e-08
1996,6.02136786653773e-06,5.124568414061059e-08
1997,6.261652920613869e-06,4.411302945150908e-08
1998,6.09891426250897e-06,5.912480316450086e-08
1999,6.080652624973482e-06,4.250287136131625e-08
2000,6.217937311703281e-06,4.241310158636935e-08
2001,5.895358569318887e-06,3.7678420827802483e-08
2002,6.1713887546943624e-06,3.417352623102943e-08
2003,6.476231561691748e-06,4.583615054176704e-08
2004,5.8213720137700875e-06,6.430995239115056e-08
2005,5.889553527538283e-06,5.224349575172482e-08
2006,6.120419556054912e-06,5.270899050557887e-08
2007,5.8782760135045464e-06,5.9517742734271906e-08
2008,5.627058158097498e-06,5.577246042776096e-08
2009,5.982174187124656e-06,4.958920074571438e-08
2010,5.559904394658588e-06,5.857503215800364e-08
2011,5.349736866833155e-06,5.0476430590862265e-08
2012,5.767144472201835e-06,5.276591841241185e-08
2013,5.7467133558475325e-06,6.442878630608107e-08
2014,6.203134205406968e-06,6.77784344205179e-08
2015,6.518504733321606e-06,6.383737094495245e-08
2016,7.344971635347974e-06,6.069026170507641e-08
2017,6.1911709963169415e-06,5.685281725953395e-08
2018,6.474060427308359e-06,5.008045500520808e-08
2019,6.46802922688039e-06,5.152995163903995e-08
