year,aux_ADP oeufs_NOUN,aux_ADP voeux_NOUN
2010,2.3618965450111773e-08,2.692562084405381e-08
2011,5.8506770511668194e-08,1.3001504761689375e-08
2012,3.029784986785522e-08,9.19148224198807e-09
2013,2.6496688509958233e-08,1.7571487376244477e-08
2014,3.226513423104649e-08,2.295371892557796e-08
2015,1.9949178850509064e-08,1.906254887273917e-08
2016,3.894119321445899e-08,1.0563834251797743e-08
2017,1.5093667926624477e-08,6.037467414898856e-09
2018,3.7173120415179284e-08,2.6330960523068825e-08
2019,2.678537114331192e-08,2.448948244193616e-08
