year,aucuns_ADJ vivres_NOUN
1891,2.1672347472190268e-08
1892,1.4417578242387208e-08
1893,1.4780200174868696e-08
1894,3.150769600779313e-08
1895,7.22233739480771e-09
1896,2.7126333179694484e-08
1897,2.2724183423861177e-08
1898,9.619203211741478e-09
1899,8.844125432005967e-09
1900,1.7130474816440255e-08
1901,1.117747761014698e-08
1902,9.329538919189417e-09
1903,1.9980815224585058e-08
1904,1.0211787859759625e-08
1905,1.8062657147766004e-08
1906,9.773950537805831e-09
1907,9.771402353919711e-09
1908,7.858222517143076e-09
1909,7.701377313651392e-09
1910,1.2825961626106164e-08
1911,5.852411444351446e-09
1912,1.1460726589973547e-08
1913,1.113627856597077e-08
1914,4.68772043404897e-09
1915,1.1780761921542648e-09
1916,1.648119329900055e-08
1917,4.386569774084137e-09
1918,1.1486376294556067e-08
1919,1.5653341733923298e-08
1920,1.1358347151713133e-08
1921,3.7863738810983705e-09
1922,3.6889677978990676e-09
1923,6.369568872344189e-09
1924,7.734974438733389e-09
1925,7.698724324711748e-09
1926,1.114613823460786e-08
1927,4.4596899506643695e-09
1928,5.713020723163709e-09
1929,1.1140405931087116e-08
1930,2.100720708497761e-09
1931,1.710803587684495e-08
1932,2.1919072779041926e-08
1933,1.3764794637438627e-08
1934,1.1981580172459871e-08
1935,8.377798899061872e-09
1936,4.849885826274658e-09
1937,1.1332006444320086e-08
1938,3.8895642262559704e-09
1939,6.117620188206274e-09
1940,5.0715658339584024e-09
1941,2.9515025978810172e-09
1942,2.1239483061208375e-08
1943,2.9032352077962287e-09
1944,9.639558484764166e-09
1945,0.0
1946,6.960552134671616e-09
1947,7.152522574216391e-09
1948,1.522064252412747e-08
1949,9.817008317369869e-10
1950,9.571825110299415e-09
1951,3.1984206394497505e-09
1952,0.0
1953,4.3095309543161875e-09
1954,4.886268278880834e-09
1955,9.385607846468247e-10
1956,0.0
1957,5.301022731885041e-09
1958,4.9633461784992505e-09
1959,1.0851047171911432e-08
1960,1.3841666701708277e-09
1961,2.779263708063695e-09
1962,3.170978146727066e-09
1963,1.939815863494232e-09
1964,3.041984220075733e-09
1965,7.1136563306595235e-09
1966,3.3234448526542337e-09
1967,1.873527466500491e-08
1968,4.042274071025531e-09
1969,3.6334062425424918e-09
1970,2.2993624781975086e-09
1971,3.5968783507200897e-09
1972,3.5911027485013847e-09
1973,7.718485406371656e-09
1974,1.4626486688484874e-08
1975,4.569184142155791e-09
1976,4.570821499072508e-09
1977,7.639816779203557e-09
1978,7.128709622605811e-09
1979,5.851973128301324e-09
1980,1.1370301367108482e-09
1981,4.427884725544118e-09
1982,4.345251713999687e-09
1983,6.315316047889041e-10
1984,1.739702604197646e-09
1985,4.210890747202711e-09
1986,0.0
1987,4.888653482026939e-09
1988,2.99827696004229e-09
1989,3.2928733073589456e-09
1990,1.089730194969718e-09
1991,2.344586080837985e-09
1992,1.1019888335184191e-09
1993,4.985286850001103e-09
1994,6.857404422078162e-09
1995,3.795715741716776e-09
1996,5.338092190498855e-10
1997,1.917957792585412e-09
1998,2.3840645013706308e-09
1999,1.3710603763428253e-09
2000,1.7672125984802278e-09
2001,3.5049694258049158e-09
2002,3.9430991805033955e-09
2003,2.5001538617175356e-09
2004,4.845270407116686e-09
2005,1.3511248786457486e-09
2006,4.117890028965121e-09
2007,8.38840730210677e-09
2008,2.9802078582719105e-09
2009,2.384096253749135e-09
2010,9.447586046817946e-10
2011,1.1471915639660324e-09
2012,1.7021263287730903e-09
2013,5.578250084070646e-10
2014,2.815078836704288e-09
2015,6.649726325136385e-10
2016,6.421154274960372e-09
2017,2.264050280587071e-09
2018,2.8396134332808742e-09
2019,1.53059265262101e-09
