year,ces_DET ans_NOUN,ces_DET vents_NOUN
1877,2.72131899237138e-08,4.119087577691971e-07
1878,1.2078177291652281e-08,3.38188961279684e-07
1879,1.8938908663557186e-08,4.3620583056735995e-07
1880,1.8611754359909582e-08,3.375787152037901e-07
1881,1.812851979643426e-08,3.6326765240346504e-07
1882,1.4641846846075168e-08,3.4075571875291644e-07
1883,1.2638677882037541e-08,2.464542170343975e-07
1884,1.1222884843675729e-08,3.6507383072148514e-07
1885,1.2246707925545053e-08,3.1583613946395417e-07
1886,1.6133659463957173e-08,2.6588270429783734e-07
1887,1.697520390919749e-08,2.840082160560087e-07
1888,1.7119659467823567e-08,2.6059927193955446e-07
1889,7.518164202302557e-09,2.3431611495539073e-07
1890,1.9007721174801873e-08,2.2284913470116408e-07
1891,3.505821055682645e-08,2.632552842385394e-07
1892,2.1312941633766513e-08,3.341117107424907e-07
1893,1.3548516419881196e-08,2.9683568314453623e-07
1894,1.5123694296903523e-08,3.3587203063234483e-07
1895,1.2037228547256973e-08,2.2750362305146155e-07
1896,9.435246306477296e-09,1.7809027497150964e-07
1897,7.574727733938857e-09,7.056150082007662e-07
1898,1.018503881233812e-08,3.0668284267676427e-07
1899,1.1055156790007459e-08,2.1668108018957355e-07
1900,1.7130475371551768e-08,2.517660746548245e-07
1901,5.588739082629246e-09,2.2019630563363535e-07
1902,1.2766738111125164e-08,1.7087787895775364e-07
1903,6.48026410310365e-09,1.701069436421676e-07
1904,6.987012746151322e-09,1.5747652426512104e-07
1905,8.257214467732865e-09,2.2707340008309984e-07
1906,5.658602919567102e-09,2.515506203337736e-07
1907,8.228549175370858e-09,2.4479934168653017e-07
1908,9.822778146428846e-09,2.5097197919876635e-07
1909,5.500983557560346e-09,1.9143422846923386e-07
1910,1.2825962070195374e-08,1.715472350838354e-07
1911,1.276889838308648e-08,3.2081855749765964e-07
1912,6.772247596043002e-09,2.5578258089353767e-07
1913,4.772690798127144e-09,1.9833181497119767e-07
1914,4.68772043404897e-09,1.5804314656975293e-07
1915,1.64930663570928e-08,1.236980038399338e-07
1916,1.3184954461564757e-08,1.3404703746999758e-07
1917,1.644963654179321e-08,1.9410571816536049e-07
1918,3.2161855401113826e-08,1.4702562012303133e-07
1919,2.0257266697409904e-08,2.145428723565601e-07
1920,5.300562211374427e-09,1.2797071313741526e-07
1921,2.7261891411001216e-08,1.7644501859592765e-07
1922,2.5084979815570563e-08,2.7150802139885855e-07
1923,3.3971033541746465e-08,1.2526818338187695e-07
1924,3.222906141964188e-08,1.7532609675185995e-07
1925,1.8696902470694e-08,2.276622836916431e-07
1926,1.560459417238036e-08,1.3821211553022295e-07
1927,1.783875902550136e-08,1.6835329219588857e-07
1928,9.140832757381645e-09,1.7824623910200899e-07
1929,3.119313785049371e-08,2.7739611141441856e-07
1930,1.4705044848462023e-08,2.394821692064397e-07
1931,2.0529641986399838e-08,2.3038820629039947e-07
1932,2.1919073223131136e-08,1.9288784258719716e-07
1933,1.1470662197865522e-08,1.869717980440555e-07
1934,1.1981580172459871e-08,2.923505491025935e-07
1935,1.4361940969820353e-08,2.680895647699799e-07
1936,2.667437293268904e-08,2.012702609022199e-07
1937,8.813782592653752e-09,1.6620276355183705e-07
1938,1.555825723809079e-08,1.8929212686202845e-07
1939,1.988226649984881e-08,1.6211694031653678e-07
1940,2.2822046030768206e-08,2.3582780528386138e-07
1941,8.854508237732261e-09,2.981017601655367e-07
1942,2.730790527039062e-08,2.821816877940364e-07
1943,3.774205858952939e-08,1.5387147023204761e-07
1944,2.2492303131116387e-08,2.1207028311209797e-07
1945,1.9606536838523425e-08,1.633877992901489e-07
1946,1.6705325123211878e-08,1.7958224773906295e-07
1947,2.0265480182857232e-08,1.8238933208181152e-07
1948,1.848220909650422e-08,1.7177582378735679e-07
1949,6.8719057111366055e-09,1.9732186373744298e-07
1950,1.4889506072535141e-08,1.9675418627684849e-07
1951,1.2793682113709792e-08,1.8550839264719343e-07
1952,1.0544804140977249e-08,1.7082582814964553e-07
1953,4.3095309543161875e-09,1.939288907237824e-07
1954,7.818028890937967e-09,1.9935973938345342e-07
1955,1.1262729859851106e-08,1.5767821182066655e-07
1956,1.3081711935925e-08,2.0407470913141879e-07
1957,7.068030161150318e-09,2.0762339048019385e-07
1958,1.2408365446248126e-08,2.0763331320949874e-07
1959,1.6276571201956358e-08,2.40273177354311e-07
1960,1.5917916984520275e-08,1.8547832780768658e-07
1961,1.04222386276831e-08,1.6953508463757316e-07
1962,1.0781325554543031e-08,1.9913743187771615e-07
1963,1.099229041123806e-08,1.93334987130811e-07
1964,6.69236516204208e-09,1.7339309010822035e-07
1965,1.2038495422750373e-08,1.3187624858801428e-07
1966,8.862519385033352e-09,1.5620190652043675e-07
1967,1.3804939524852955e-08,1.8045028227220428e-07
1968,2.7846778827278484e-08,1.747160780496415e-07
1969,1.2262746040825334e-08,1.721326174930482e-07
1970,1.4715919871566285e-08,1.485388168021018e-07
1971,2.3122787906615372e-08,1.423336097872152e-07
1972,1.0260293503705498e-08,1.6980786199383147e-07
1973,1.0475086797967492e-08,1.3672745069470693e-07
1974,7.875800345225059e-09,1.6314158202135332e-07
1975,8.567220266542108e-09,1.422158568686882e-07
1976,6.8562320265641574e-09,1.2969706020271587e-07
1977,8.227494963097826e-09,1.6748828457480158e-07
1978,8.910887139279566e-09,1.485147773649942e-07
1979,1.1118749476679568e-08,1.2815821470724131e-07
1980,1.0801786243241907e-08,1.4838243700410203e-07
1981,1.3283654287654656e-08,1.4358997901808834e-07
1982,2.483000915987077e-09,1.2539154603530278e-07
1983,6.315316158911344e-09,1.24411725366258e-07
1984,7.538711266352749e-09,1.281580921386194e-07
1985,1.0828004826102244e-08,9.805359724168738e-08
1986,1.019062523255343e-08,1.42069303876724e-07
1987,9.166225667378569e-09,1.2954931705166928e-07
1988,7.195864348830128e-09,8.934865114440527e-08
1989,6.0369343968247335e-09,1.2018987760598066e-07
1990,7.628111586832631e-09,1.2477411104327985e-07
1991,9.37834432335194e-09,1.1664316090786997e-07
1992,9.366905251440016e-09,1.162598231019274e-07
1993,4.985286850001103e-09,8.918124194678967e-08
1994,7.3848970827405935e-09,1.128834323793626e-07
1995,6.506941097050856e-09,1.0139983253054652e-07
1996,8.540947504798169e-09,1.0622803259252578e-07
1997,9.589788629860152e-09,1.0261074301354256e-07
1998,5.244941925219848e-09,1.2111048341978403e-07
1999,8.683382124452521e-09,1.3984815261380845e-07
2000,5.743440834038438e-09,1.1575242453432111e-07
2001,3.94309060403053e-09,1.104065390222786e-07
2002,3.066854992184176e-09,9.156752689420955e-08
2003,6.667076501987168e-09,1.1334030602938583e-07
2004,7.047666006343434e-09,9.338157269667136e-08
2005,1.0808999362232896e-08,7.611336982904504e-08
2006,7.41220168576362e-09,9.88293606951629e-08
2007,6.7906151812735516e-09,9.466916672806747e-08
2008,7.663391587975354e-09,1.0004982975431176e-07
2009,9.059566208335923e-09,1.0156249885540092e-07
2010,8.0304479732618e-09,1.2045672548310904e-07
2011,5.353560678100777e-09,9.712889159629867e-08
2012,5.446804396402882e-09,1.4229776468255295e-07
2013,1.1435412616833673e-08,1.1072826389124657e-07
2014,6.929424548052232e-09,1.3577341029247236e-07
2015,5.541438599654391e-09,1.3454612535213073e-07
2016,9.528164313099552e-09,1.7896378778914368e-07
2017,9.307761950072546e-09,1.2854773601134184e-07
2018,7.744400343234759e-09,1.3939919796257527e-07
2019,3.5713829116268414e-09,1.5841634315449937e-07
