year,aurions_VERB eu_VERB,aurions_VERB vu_VERB
1992,1.2232075619067473e-07,3.305966345124034e-08
1993,1.4512723112147796e-07,2.1048988330107932e-08
1994,1.566653224926995e-07,2.2682185019107237e-08
1995,1.480329103742406e-07,2.331653803366862e-08
1996,1.2651278780140274e-07,1.8149513891785318e-08
1997,1.3713398061554471e-07,1.91795770376757e-08
1998,1.2444817798495933e-07,1.954932926651054e-08
1999,1.2293841678001627e-07,2.2851006420410158e-08
2000,1.418188162460865e-07,1.9439339027371716e-08
2001,1.3713193425246573e-07,1.621048362210331e-08
2002,1.2705542928870273e-07,2.3220474432150695e-08
2003,1.2125745740831917e-07,1.2500768420409258e-08
2004,1.6077487430266046e-07,1.6738207264666016e-08
2005,1.1889898843264746e-07,2.1167622321627277e-08
2006,1.325960568010487e-07,2.7589862838794943e-08
2007,1.3061948322956596e-07,1.677681460421354e-08
2008,1.6348568010471354e-07,2.682186917013496e-08
2009,1.4209213361482398e-07,1.9549588614609092e-08
2010,1.573023098444537e-07,2.1257068993918438e-08
2011,1.62901201861132e-07,1.911985947344874e-08
2012,1.9336155787641474e-07,3.063827591631707e-08
2013,2.069530751214188e-07,2.9564725778641332e-08
2014,2.1870995681183558e-07,3.724565544871439e-08
2015,2.2431743218476186e-07,4.144995813248897e-08
2016,2.638887224293285e-07,5.116210033406787e-08
2017,1.7986620548526844e-07,3.547011928617394e-08
2018,2.3155756423420826e-07,3.020316086121966e-08
2019,2.066300055503234e-07,3.1377147990951926e-08
