year,un_DET ombre_NOUN,un_DET nombre_NOUN
1997,1.1987236314681127e-08,2.3826790425118816e-05
1998,1.3827574418812105e-08,2.4332239831892366e-05
1999,8.683382124452521e-09,2.397299090262095e-05
2000,1.1486882223188388e-08,2.445557208829996e-05
2001,1.1391150217532342e-08,2.4197432253458828e-05
2002,1.0514931758631718e-08,2.4155864025487972e-05
2003,8.333846168717685e-09,2.483652690443705e-05
2004,2.1142998685164116e-08,2.4764617592154536e-05
2005,1.2160123796789435e-08,2.5113807623711182e-05
2006,1.0294724628323593e-08,2.396241404767352e-05
2007,1.0785094622933755e-08,2.2680254460283322e-05
2008,1.404955107808803e-08,2.3054036432768044e-05
2009,8.105927262747059e-09,2.2494424513297417e-05
2010,1.5116138118997924e-08,2.2041217789592338e-05
2011,1.1471915833949353e-08,2.1597028762698756e-05
2012,1.668083826622535e-08,1.9426368908170843e-05
2013,1.5898012462045585e-08,1.8889349405526445e-05
2014,1.3642304619310153e-08,1.6551581097701273e-05
2015,4.8321342482893215e-08,1.7202840808749897e-05
2016,1.71921225311511e-08,1.746823267012587e-05
2017,2.2388941367523785e-08,1.756047623757695e-05
2018,2.116802733098666e-08,1.7050329574885836e-05
2019,2.2193593851582705e-08,1.688804854893533e-05
