year,aucun_DET air_NOUN,aucun_DET nerf_NOUN
1907,4.1142747875255736e-08,7.71426478252124e-09
1908,3.487086375209003e-08,6.875944702500192e-09
1909,4.510806483892793e-08,1.1001966782053785e-08
1910,2.7255168677520203e-08,1.4963622119168463e-08
1911,2.234557128222292e-08,2.0217422402879492e-08
1912,3.021464278774033e-08,8.335073742316013e-09
1913,2.3333154297588976e-08,1.5378670781274195e-08
1914,3.750176436057018e-08,1.473283595121444e-08
1915,2.1205371236732162e-08,1.0602685840410686e-08
1916,2.307367052978293e-08,2.4172417179002537e-08
1917,3.180262986290927e-08,1.8642921206790675e-08
1918,1.8378202071289707e-08,1.378365155346728e-08
1919,4.1435319175775476e-08,8.287063479883727e-09
1920,2.3473917476479755e-08,1.0601124422748853e-08
1921,1.438822039290244e-08,1.8931867851179618e-08
1922,3.098732870299159e-08,1.10669032826749e-08
1923,3.503262746562541e-08,1.1677542488541803e-08
1924,3.738571141553848e-08,1.2891624656674594e-08
1925,3.739380360912037e-08,6.598906976407193e-09
1926,3.1209186346359274e-08,1.4489979882625903e-08
1927,4.1252131488533905e-08,4.4596899506643695e-09
1928,2.51372912485337e-08,1.0283437212876834e-08
1929,4.4561623724348465e-08,1.2254447234738564e-08
1930,1.9956847396862543e-08,7.352522590764465e-09
1931,2.3951248095954725e-08,1.2545892325022123e-08
1932,1.2055489939655217e-08,1.0959536389520963e-08
1933,5.5059177661576086e-08,2.0647191734113335e-08
1934,1.677421224144382e-08,5.990790086229936e-09
1935,2.154291056655211e-08,2.99207103537924e-08
1936,1.6974600836050513e-08,2.7886843056990074e-08
1937,1.8886676889096066e-08,1.888667755522988e-08
1938,4.926781471681352e-08,1.6854778905894818e-08
1939,1.6823455517567254e-08,2.141167065872196e-08
1940,2.282204625281281e-08,1.2678914584896006e-08
1941,4.132103814669108e-08,2.6563522936839945e-08
1942,4.8547388331598995e-08,1.517105907566929e-08
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0
1945,5.8819609183302646e-08,2.178504043826024e-09
1946,4.315542412314244e-08,5.568441707737293e-09
1947,2.9802176726434482e-08,4.7683483828109274e-09
1948,2.174377655705939e-08,1.7395020535104777e-08
1949,2.84693233432165e-08,3.9268033269479474e-09
1950,3.296962081122956e-08,2.4461330738745346e-08
1951,2.3455083209000804e-08,6.396840945832594e-09
1952,1.4762725264461096e-08,7.381362521208246e-09
1953,2.3702419582605216e-08,6.464296320451979e-09
1954,5.570345562588841e-08,1.07497895029951e-08
1955,2.5341141629553476e-08,6.569925492527773e-09
1956,2.6163424537983815e-08,8.721141364631535e-09
1957,2.297109880089465e-08,6.184526224473075e-09
1958,3.887954358461343e-08,5.790570245522986e-09
1959,2.325224335297804e-08,7.750747821333448e-10
1960,2.6991249346686175e-08,3.460416619915918e-09
1961,2.223410922042035e-08,1.111705438816557e-08
1962,1.52206956482992e-08,6.341956293454132e-09
1963,2.5864213659687607e-08,1.099229041123806e-08
1964,3.528701553179303e-08,1.034274621503073e-08
1965,2.8454626210816514e-08,3.830430195250756e-09
1966,2.6033652122947615e-08,4.985167390003653e-09
1967,3.056808051127291e-08,3.944268467392931e-09
1968,3.323647657094142e-08,6.737123692257541e-09
1969,3.042977803069391e-08,7.720988182136068e-09
1970,4.8286611376013866e-08,6.898087434592526e-09
1971,2.4664308040378558e-08,9.762955111014548e-09
1972,2.8728821543921867e-08,4.6171320100540925e-09
1973,2.095017381797959e-08,1.102640756478479e-09
1974,2.0252058918757143e-08,3.937900117101378e-09
1975,1.770558810676448e-08,2.2845920710778955e-09
1976,2.171140245366132e-08,3.9994687561772935e-09
1977,1.3516598340590491e-08,1.1753563677885381e-09
1978,2.1386128867817433e-08,4.752473081737207e-09
1979,2.808947208166046e-08,2.3407893401383717e-09
1980,1.9898027447950994e-08,3.97960553399912e-09
1981,1.8976648807900176e-08,0.0
1982,1.551875572491923e-08,6.828252629986764e-09
1983,2.3998201648112172e-08,1.89459470334441e-09
1984,1.8556828074167697e-08,1.1598016991243298e-09
1985,2.2257564680217e-08,1.8046674155058895e-09
1986,2.1580147446798037e-08,3.5966913891627428e-09
1987,1.588812426067676e-08,4.277571630240118e-09
1988,2.338656018840979e-08,4.797243047249822e-09
1989,1.5915554429923873e-08,3.2928733073589456e-09
1990,2.3429199136337786e-08,0.0
1991,1.817054151587172e-08,4.103025752488776e-09
1992,1.983579878128694e-08,2.2039776670368383e-09
1993,1.1078414630105726e-08,2.2156829704300662e-09
1994,2.0572214098901753e-08,2.6374633033121597e-09
1995,2.168980317573954e-08,3.2534704930142766e-09
1996,2.1886178869223727e-08,2.135236876199542e-09
1997,1.678213046307775e-08,1.438468344439059e-09
1998,2.0026142522056034e-08,2.3840646123929332e-09
1999,1.7823784143056187e-08,2.7421206694189237e-09
2000,2.4740975823611677e-08,2.2090156370779823e-09
2001,1.1829271784336015e-08,1.3143635346768434e-09
2002,1.796300858059041e-08,4.38122149670761e-10
2003,2.20846910758965e-08,5.416999737661854e-09
2004,1.6297727084557678e-08,1.3214374039449694e-09
2005,1.5312748624651817e-08,3.15262471684008e-09
2006,2.2648394715218956e-08,7.823990677557902e-09
2007,1.6776813938079727e-08,3.1955835755326234e-09
2008,2.1712941888907267e-08,2.128719839289417e-09
2009,2.0980047699126203e-08,5.721830786953319e-09
2010,2.2201827765133686e-08,9.447586046817946e-10
2011,2.8297391874154698e-08,4.206369003112442e-09
2012,2.8255296991019918e-08,4.765953853791416e-09
2013,3.821101235423896e-08,8.925200134513034e-09
2014,3.29147678002073e-08,9.961047819917468e-09
2015,4.233658934538198e-08,7.314698735605418e-09
2016,3.417711114117594e-08,1.0770968561502059e-08
2017,2.943265298149811e-08,7.2952730523212495e-09
2018,4.3884933464966025e-08,1.471436061883935e-08
2019,4.311169421455929e-08,8.928457195800377e-09
