year,ton_DET ombre_NOUN,ton_DET nombre_NOUN
2008,1.690203568216475e-07,5.5346713878634546e-09
2009,1.8214495134394326e-07,4.291373256748443e-09
2010,1.8517268118856123e-07,4.723793023408973e-10
2011,1.8240346466580348e-07,6.1183550448262736e-09
2012,2.869785138415182e-07,4.765953853791416e-09
2013,2.4209605320457683e-07,5.857162532763027e-09
2014,2.6353468707274175e-07,6.712880251669162e-09
2015,2.6997888613600196e-07,9.531274103302678e-09
2016,2.833593291673431e-07,1.0356700164138033e-08
2017,2.716860318940917e-07,1.2326495824055428e-08
2018,2.3852752539799127e-07,1.2907333757361528e-08
2019,2.68874101205796e-07,1.0714148679369373e-08
