year,son_DET air_NOUN,son_DET nerf_NOUN
1928,2.616563548940576e-06,1.2111603098219348e-07
1929,2.3773627617629245e-06,8.243900739834942e-08
1930,1.8517853561661468e-06,1.0713675635543041e-07
1931,1.9411916838407706e-06,6.615106684648708e-08
1932,1.8894240767508563e-06,1.8412021063340944e-07
1933,1.8020409910946e-06,1.3879501947755557e-07
1934,1.7145641493243602e-06,1.497697574848189e-07
1935,1.8550840223952036e-06,1.3165112466850815e-07
1936,1.5992498845207592e-06,1.345843285704973e-07
1937,1.7589791880823213e-06,1.2968852081129967e-07
1938,1.799571819560697e-06,1.6465822261224616e-07
1939,1.6777573108583965e-06,8.411727936419311e-08
1940,1.272963032761254e-06,1.2425336137766863e-07
1941,1.9509432434006158e-06,5.9030050181263505e-08
1942,1.7507402105820802e-06,9.102635090130207e-08
1943,1.8929093386077511e-06,1.9451675870030272e-07
1944,2.2170985118918907e-06,9.318239690969676e-08
1945,2.3484274151996942e-06,7.62476446425353e-08
1946,2.1675160155609774e-06,4.1763314584386535e-08
1947,2.2852309768950363e-06,7.390940259810463e-08
1948,2.0482636529095544e-06,1.0219574320124991e-07
1949,1.985980752294836e-06,5.693864846278984e-08
1950,1.879268346272056e-06,4.2541444145172136e-08
1951,2.217571534401941e-06,1.4179664509228473e-07
1952,1.9212633191045825e-06,7.592259154698411e-08
1953,1.8444792431182577e-06,6.572035005092403e-08
1954,2.0600505052925655e-06,2.14995790059902e-08
1955,1.846149096706995e-06,4.129667274810345e-08
1956,2.1384238095834007e-06,5.7559533139794894e-08
1957,1.81560027812111e-06,4.682570137193309e-08
1958,1.756197264057846e-06,4.6324565072808355e-08
1959,1.8268512178565288e-06,2.4802393028267034e-08
1960,2.234045098248316e-06,3.3220000972278285e-08
1961,1.9413157303915796e-06,3.890969324515936e-08
1962,1.8271176571715841e-06,3.6783347923119436e-08
1963,1.724496435429046e-06,3.6856502627635734e-08
1964,1.8915057111712485e-06,2.9203047091641565e-08
1965,1.5693820358819721e-06,4.049311996823235e-08
1966,3.171120255274218e-06,2.326411419062424e-08
1967,2.1688545217557476e-06,3.4512349644799656e-08
1968,1.9735281000521354e-06,3.5482184301827147e-08
1969,1.926613606428873e-06,2.997560244466513e-08
1970,1.566785577722385e-06,2.6672605457633836e-08
1971,1.7157108942456034e-06,2.7747346642570392e-08
1972,1.6924354042657797e-06,2.4624704053621826e-08
1973,1.2316497617348432e-06,2.536073751002732e-08
1974,1.1988093007175848e-06,2.1939729200060043e-08
1975,1.0549104061396974e-06,2.341706828445922e-08
1976,1.1484188533472661e-06,2.742492810625663e-08
1977,1.109536434285019e-06,2.468248327947009e-08
1978,1.4637616772006368e-06,4.277225607030033e-08
1979,1.5917367832685159e-06,2.7504274080492053e-08
1980,1.3991156038173358e-06,2.38776323158163e-08
1981,1.3543002026494833e-06,2.340453342242199e-08
1982,1.3414412549650478e-06,1.4898005495922462e-08
1983,1.4335767630768714e-06,2.7155859338989785e-08
1984,1.5013632719274028e-06,1.739702604197646e-08
1985,1.3727503898053328e-06,1.804667348892508e-08
1986,1.5094114829139471e-06,2.5176839502094595e-08
1987,1.4201538078850717e-06,2.3221103706561053e-08
1988,1.5171280907111395e-06,2.8783459060655048e-08
1989,1.5191122599844675e-06,2.140367671987775e-08
1990,1.3567141223802537e-06,2.942271454253742e-08
1991,1.3358278820874148e-06,2.3445860641846394e-08
1992,1.3901588644671392e-06,1.487684930800981e-08
1993,1.532144729310403e-06,2.65881958672054e-08
1994,1.3952181134868624e-06,2.0572214154412904e-08
1995,1.3897741766299987e-06,2.2232048535464344e-08
1996,1.2960888327029352e-06,2.9893315600659776e-08
1997,1.3085267411838686e-06,1.8220598363427598e-08
1998,1.3531950173728546e-06,1.8118891276230897e-08
1999,1.4048798817611896e-06,1.9651864802128216e-08
2000,1.448230683820384e-06,1.1045078851523726e-08
2001,1.293771802579613e-06,2.2344179617661553e-08
2002,1.5890690079345404e-06,2.190610659535963e-08
2003,1.6551017978372329e-06,2.3334768783911386e-08
2004,1.5623794809016545e-06,3.479784940751962e-08
2005,1.6136935201416236e-06,1.84653734525142e-08
2006,1.724984059592316e-06,2.4707339729701516e-08
2007,2.3148008665430098e-06,2.5964116551202565e-08
2008,2.666434511411353e-06,2.5970382372397793e-08
2009,2.8656837400831137e-06,2.4794601927169424e-08
2010,3.7332135320866655e-06,2.4091343697740797e-08
2011,4.077119001522078e-06,3.0591775307398095e-08
2012,5.375315225819577e-06,4.0851033111799495e-08
2013,5.893978880067152e-06,4.1836875519507544e-08
2014,6.95454383503602e-06,3.7895290572187434e-08
2015,6.460873919422738e-06,4.7656369295268064e-08
2016,6.559519647453271e-06,3.6869851394172315e-08
2017,6.481220907517127e-06,3.547011984128545e-08
2018,7.994285965651216e-06,4.775713424720607e-08
2019,7.478730879029172e-06,3.826481487223532e-08
