year,en_ADP aîné_NOUN
1907,4.114274698707732e-09
1908,1.4243028090277221e-08
1909,1.7603147384193107e-08
1910,9.619471441624228e-09
1911,1.276889793899727e-08
1912,8.335073964360618e-09
1913,9.015082902408267e-09
1914,1.339348720819089e-08
1915,3.180805663305364e-08
1916,2.197492410260793e-09
1917,9.869782324756216e-09
1918,1.1486376294556067e-09
1919,1.1049418269237776e-08
1920,1.4387239843927091e-08
1921,1.2116395886607734e-08
1922,6.640141769764796e-09
1923,1.8047112249064412e-08
1924,7.734974438733389e-09
1925,1.5397448649423495e-08
1926,1.0031524944054127e-08
1927,1.2264147031260109e-08
1928,6.8556245125250825e-09
1929,1.7824650200282122e-08
1930,2.100720708497761e-09
1931,6.843213995466613e-09
1932,7.6716757391182e-09
1933,1.0323596200123575e-08
1934,2.6359476379411717e-08
1935,7.180970484910176e-09
1936,2.5461901032031165e-08
1937,1.0072894518486919e-08
1938,5.186085783037697e-09
1939,4.588215141154706e-09
1940,1.0143131667916805e-08
1941,5.9030051957620344e-09
1942,3.034211770724937e-09
1943,5.806470415592457e-09
1944,9.639558484764166e-09
1945,1.089252066321933e-08
1946,1.1136883415474585e-08
1947,3.9338875268413176e-08
1948,6.523132700664291e-09
1949,7.853606653895895e-09
1950,1.0635361036293034e-08
1951,9.595261474260042e-09
1952,9.490323193972472e-09
1953,1.1851209791302608e-08
1954,1.7590565448699635e-08
1955,1.6894095011821264e-08
1956,2.616342476002842e-09
1957,7.951533653738352e-09
1958,9.926692356998501e-09
1959,1.5501495198577686e-08
1960,1.314958364417862e-08
1961,9.03260666262895e-09
1962,8.8787386332001e-09
1963,9.052474325699222e-09
1964,7.300761772910391e-09
1965,1.9699356812452606e-08
1966,5.539074976468328e-09
1967,6.902469706915326e-09
1968,1.3025106326836067e-08
1969,1.090021850558287e-08
1970,9.657322941336588e-09
1971,8.735275613958038e-09
1972,6.156176013405457e-09
1973,7.718485406371656e-09
1974,1.518904291231138e-08
1975,1.8847885030481848e-08
1976,1.542652228181396e-08
1977,1.469195431980097e-08
1978,1.3069301196821925e-08
1979,1.1118749476679568e-08
1980,1.819248218737357e-08
1981,1.0120879245789638e-08
1982,9.932003663948308e-09
1983,1.136756910824488e-08
1984,1.9716628330002095e-08
1985,6.617113967877231e-09
1986,1.1389522214244607e-08
1987,1.0388388815840699e-08
1988,1.3192418713003917e-08
1989,1.3720305780395847e-08
1990,1.471135746555774e-08
1991,1.0550637696837839e-08
1992,1.4325855168806356e-08
1993,1.3294098266669607e-08
1994,4.747434001473039e-09
1995,7.591431483433553e-09
1996,1.5480466686312866e-08
1997,1.006927874414032e-08
1998,8.582632382569955e-09
1999,1.3253583119876566e-08
2000,9.719669513685858e-09
2001,1.1829271784336015e-08
2002,7.448076377869484e-09
2003,1.0417307017007715e-08
2004,7.047666006343434e-09
2005,9.457874483587148e-09
2006,7.823991232669414e-09
2007,1.4779574009082808e-08
2008,1.3623806971452268e-08
2009,1.3350939020995156e-08
2010,1.0392344762522043e-08
2011,4.971163480860241e-09
2012,1.0893608681783462e-08
2013,1.1435412616833673e-08
2014,9.527958866328845e-09
2015,1.0196246513771712e-08
2016,1.0563834251797743e-08
2017,7.043711836018929e-09
2018,6.195520096952123e-09
2019,8.418259866971312e-09
