year,un_DET or_NOUN,un_DET nord_NOUN
1864,3.04944698381604e-07,3.835782469430171e-09
1865,2.7676245673013966e-07,1.4120533631256649e-09
1866,3.4643163537850796e-07,5.838735717134114e-09
1867,2.9747733343299387e-07,8.249779526181555e-09
1868,2.657652117266096e-07,1.7289558673638794e-08
1869,2.1878165790134574e-07,5.371870948067681e-09
1870,2.6204603731372345e-07,8.027668307875047e-09
1871,1.6993883589222492e-07,5.310588635509816e-09
1872,2.666876723900202e-07,2.1770421021471975e-08
1873,2.3405277038701655e-07,5.98600452539344e-09
1874,1.8162811832311831e-07,1.493652240780463e-08
1875,2.385876887167626e-07,1.4875970677508121e-08
1876,1.8682186286866909e-07,1.269663041369995e-08
1877,2.2389034581848932e-07,8.658742611800108e-09
1878,1.7332184998331002e-07,1.2078177014096525e-08
1879,1.9549841123733813e-07,1.8938908219467976e-08
1880,1.8675932844658405e-07,1.0268554007097919e-08
1881,2.168449799722083e-07,1.3247764218959901e-08
1882,1.6571908467710728e-07,2.6621540527571597e-09
1883,1.9526757766286096e-07,1.3902545781263598e-08
1884,1.7956616193970376e-07,5.281357573494461e-09
1885,1.7983322930792411e-07,6.445635691854079e-09
1886,1.6327263929749591e-07,1.9360392178313646e-08
1887,1.912974973983239e-07,2.4809912846368576e-08
1888,1.6739223385187074e-07,2.599652049184442e-08
1889,2.1677373718276272e-07,1.3156787659340807e-08
1890,1.8811089363968136e-07,9.176140958189194e-09
1891,2.581559104264386e-07,8.923908167979278e-09
1892,2.062340609398916e-07,8.14906586654729e-09
1893,2.0630695130030574e-07,8.005941465327737e-09
1894,1.7959387621502287e-07,3.780923574225881e-09
1895,2.2028128654483226e-07,9.629782971032341e-09
1896,2.305738274754887e-07,1.5921978790967017e-08
1897,1.526598898404785e-07,1.1653427223201618e-08
1898,1.9691074593097824e-07,1.3580051305694951e-08
1899,2.1391728921571485e-07,8.844125432005967e-09
1900,2.429412844229262e-07,3.114631885736685e-09
1901,1.9616473878603102e-07,1.4530721126337909e-08
1902,2.3569362550546202e-07,1.4730851205513318e-08
1903,1.7064696722357553e-07,8.640352433531007e-09
1904,1.5102696426794182e-07,1.0749250378694342e-08
1905,2.2758947837431265e-07,1.3934049247765756e-08
1906,1.9599343009657488e-07,1.1317205617089598e-08
1907,1.7279953024029737e-07,1.1314255088379355e-08
1908,2.2445048664110345e-07,8.840500109741356e-09
1909,2.4644406049212364e-07,1.320236098223404e-08
1910,2.2552315703805448e-07,2.1376602599154637e-08
1911,2.027062564469162e-07,1.3300935464144459e-08
1912,2.3650772540406706e-07,1.510732117182556e-08
1913,2.2378616071350166e-07,1.4848371032716301e-08
1914,2.2434091140333123e-07,1.2054139020278853e-08
1915,1.9556064301262666e-07,2.0027295377644805e-08
1916,2.2524296805492838e-07,8.789969641043172e-09
1917,2.5442104623074613e-07,2.522277586791688e-08
1918,2.1134932559618846e-07,2.756730310693456e-08
1919,2.900472335642945e-07,2.6702760502761436e-08
1920,2.83958701441378e-07,1.741613253614105e-08
1921,2.1430874874717176e-07,4.392193631019836e-08
1922,2.700324364113271e-07,1.992042636400626e-08
1923,2.781378549698843e-07,1.3800732556745743e-08
1924,3.081098132184934e-07,1.8048273764392775e-08
1925,2.3756064404523158e-07,1.7597084678300234e-08
1926,2.7642422395501853e-07,1.7833821974733155e-08
1927,2.0403081357756037e-07,2.1183527376678057e-08
1928,2.787953921057351e-07,9.140832757381645e-09
1929,2.2280813460895388e-07,1.7824649756192912e-08
1930,1.9746774748696794e-07,2.8359729675742074e-08
1931,2.2696660373355826e-07,3.307553431142196e-08
1932,2.2357455264909731e-07,1.534335103414719e-08
1933,2.1106018088801193e-07,2.2941324395731044e-08
1934,2.3963159989648375e-07,1.4377896206951846e-08
1935,1.9867351674918154e-07,3.111753787976568e-08
1936,1.9520790317528736e-07,4.7286385917999496e-08
1937,1.825712123704193e-07,3.6514242296448174e-08
1938,2.4115299090965436e-07,1.944782190843597e-08
1939,1.9117562644055397e-07,3.211750598808294e-08
1940,1.3186070790816018e-07,2.5357829613881222e-08
1941,2.508777141585483e-07,3.836953510472085e-08
1942,1.9115534199976025e-07,9.102635090130207e-09
1943,2.467749915524564e-07,2.9032351855917682e-08
1944,2.2170985047864633e-07,2.2492303131116387e-08
1945,3.071690679590233e-07,2.6142048525912287e-08
1946,2.519719863869341e-07,3.480275978517966e-08
1947,2.467620250357072e-07,4.4107222318956474e-08
1948,2.2504807328793675e-07,4.566193068100688e-08
1949,1.6787084566871613e-07,7.068245899688463e-08
1950,2.392956330865559e-07,7.444753213903255e-08
1951,1.8124383416306955e-07,6.71668307639095e-08
1952,1.5079069926038358e-07,8.646738969275702e-08
1953,1.63762175486859e-07,1.0450612286660999e-07
1954,1.7688290654405137e-07,1.055433878072165e-07
1955,2.0554480517631646e-07,9.47946396934185e-08
1956,2.284939024654875e-07,1.0378158288304462e-07
1957,2.085068859791761e-07,9.718541549297299e-08
1958,1.7619878889263418e-07,1.224292063284338e-07
1959,2.418233284728899e-07,9.688435032018106e-08
1960,2.0693291524764845e-07,1.1073333583411227e-07
1961,1.5702839251119372e-07,9.866386196932808e-08
1962,1.6235407795939238e-07,9.259256250615522e-08
1963,2.172593909222087e-07,8.987813959748792e-08
1964,1.843442358762104e-07,7.787479372467487e-08
1965,1.8933270418131087e-07,6.073968283892839e-08
1966,1.7558866582945143e-07,9.416426927089105e-08
1967,1.8488758657397852e-07,7.494110132455489e-08
1968,2.1918108839003025e-07,1.0914140613493828e-07
1969,2.089208512856544e-07,8.356834424461113e-08
1970,1.926865720314197e-07,8.32369195791216e-08
1971,2.04508219692201e-07,8.889427505209824e-08
1972,1.6416469428293112e-07,1.0362896452065229e-07
1973,1.6649875078655896e-07,1.102640752037587e-07
1974,1.282630317511746e-07,1.2207490351912043e-07
1975,1.4221585997731268e-07,1.0737582645248267e-07
1976,1.605501056545222e-07,1.045575426239509e-07
1977,1.7806648999751928e-07,1.1165885194230896e-07
1978,1.6990090667690083e-07,1.1702964997084564e-07
1979,1.5624769433841834e-07,9.831314939923175e-08
1980,1.4042322349361314e-07,1.34738073587215e-07
1981,1.3663186382295578e-07,1.3410164800831126e-07
1982,1.4960080729764513e-07,1.4091030031693208e-07
1983,1.7430272425400517e-07,1.250432615229613e-07
1984,2.0644470088981848e-07,1.5599332536808674e-07
1985,1.6843561922996741e-07,1.2993605391642404e-07
1986,1.5166047662162896e-07,1.468648904712211e-07
1987,1.6865854401970637e-07,1.3871554660482843e-07
1988,1.5890867549606114e-07,1.2232970009184996e-07
1989,1.597043612910909e-07,1.580579145343819e-07
1990,2.075936054168892e-07,1.5964546995483886e-07
1991,1.5298424571597025e-07,1.6998248408839345e-07
1992,1.526254580497266e-07,1.9284804464447802e-07
1993,1.6340661534997025e-07,2.0439675907368837e-07
1994,1.5561033483990627e-07,1.8936986645456955e-07
1995,1.697227065555751e-07,1.8382108074588288e-07
1996,1.6441323813509712e-07,1.798937052654992e-07
1997,1.380929672833986e-07,2.0618046470133322e-07
1998,1.325539886742888e-07,1.7117583217540755e-07
1999,1.2705159235792962e-07,1.759527447353637e-07
2000,1.4049340268940114e-07,1.616999512066286e-07
2001,1.1697835455848349e-07,2.208130784886464e-07
2002,1.3888471617207188e-07,1.835731842092514e-07
2003,1.4875914144951707e-07,1.5834307331985542e-07
2004,1.1364361629517816e-07,1.6121535728608194e-07
2005,1.328606158423895e-07,2.427521037517977e-07
2006,1.288899516005415e-07,1.9107009130436836e-07
2007,1.2982058628097093e-07,1.7256151640943074e-07
2008,1.4560443784006338e-07,1.7072332836320925e-07
2009,1.258802806436421e-07,1.697476568196521e-07
2010,1.2848717245717012e-07,1.6533275903896083e-07
2011,1.4148695681726053e-07,1.5257647989486145e-07
2012,1.6714880723966985e-07,1.4910626755515466e-07
2013,1.7794617912514354e-07,1.2244259073312946e-07
2014,1.5980985668129222e-07,1.1823330847704483e-07
2015,1.9395035044666997e-07,1.0107583714447088e-07
2016,1.9367029446826223e-07,8.720341382328911e-08
2017,1.5420698051826776e-07,1.1672436395215868e-07
2018,2.0858250815436463e-07,1.0067719946604825e-07
2019,1.992321396748764e-07,1.0178441467445509e-07
