year,son_DET or_NOUN,son_DET nord_NOUN
1888,5.788981156662487e-07,8.876860579931645e-09
1889,4.836685678633046e-07,2.8819629793730428e-08
1890,4.771593222763215e-07,6.554386366985909e-09
1891,5.341596658325898e-07,6.374220151705856e-09
1892,5.353309795452788e-07,4.387958663087943e-09
1893,5.129961102579017e-07,1.231683333102751e-08
1894,4.801772890417055e-07,5.671385583383426e-09
1895,6.157042493626363e-07,1.5648397244660828e-08
1896,4.876842885082056e-07,1.5921977791766295e-08
1897,4.876959378563583e-07,2.0393496669157685e-08
1898,4.6002423870206144e-07,1.4145887461403106e-08
1899,5.162758043297799e-07,1.9346524382513053e-08
1900,5.684203263633947e-07,1.557315876254961e-08
1901,4.4989349268220735e-07,5.029865079997364e-09
1902,4.104997359810625e-07,1.4730852093691738e-08
1903,3.866557785059399e-07,1.9980815224585058e-08
1904,3.568751072435816e-07,2.579820090886642e-08
1905,4.2576262693216904e-07,1.7546581076999246e-08
1906,4.0381847998816056e-07,1.9547901075611662e-08
1907,3.908560906040748e-07,6.685696440911215e-09
1908,4.543034899384679e-07,2.6030361865991836e-08
1909,4.2357574336904236e-07,1.1001966893076087e-08
1910,4.6440669576597315e-07,1.4429207051414039e-08
1911,4.080726885291597e-07,6.916486383623521e-09
1912,4.3550760508992425e-07,1.614920597248215e-08
1913,4.5923891800470074e-07,6.3635876568213234e-09
1914,5.156492521862788e-07,1.5402510822326576e-08
1915,7.056676145644758e-07,1.5314990609027745e-08
1916,8.735032057671788e-07,6.592477230782379e-09
1917,7.204940737359777e-07,1.7546279096336548e-08
1918,6.133725038992566e-07,2.412139110674616e-08
1919,5.312928510470272e-07,1.4732557840346772e-08
1920,6.125935283485262e-07,2.1202248845497706e-08
1921,4.369475385956889e-07,1.2116395997630036e-08
1922,5.179310766934009e-07,1.623145795548453e-08
1923,5.509677052373263e-07,2.229349149729387e-08
1924,5.053516742847819e-07,1.2891624212585384e-08
1925,5.279125154800113e-07,1.0998177923937646e-08
1926,5.305561736612674e-07,1.3375365703893749e-08
1927,4.86106193520186e-07,1.2264147475349318e-08
1928,4.821789429954038e-07,6.85562484559199e-09
1929,3.7654574125411955e-07,5.570203187588163e-09
1930,4.190937912262882e-07,4.936693542845205e-08
1931,4.5621427080533294e-07,1.8248570654577634e-08
1932,5.446889931315368e-07,1.3151443933878681e-08
1933,3.590317374513319e-07,1.9500125958415992e-08
1934,4.52903742953481e-07,1.7972370258689807e-08
1935,4.1769310410444405e-07,1.196828414151696e-08
1936,4.38914678824176e-07,1.091224310911798e-08
1937,4.0669312006968994e-07,2.7700459703794422e-08
1938,4.200729367687117e-07,1.815129979654273e-08
1939,3.8235127419739e-07,3.058810094103137e-09
1940,4.057252613876017e-07,5.0715658339584024e-09
1941,4.899494241428215e-07,1.7709015143196893e-08
1942,3.9444752530926053e-07,2.7307905936524435e-08
1943,4.412917617990786e-07,1.7419411246777372e-08
1944,4.3378013181438746e-07,0.0
1945,4.5530733450149796e-07,1.3071024262956144e-08
1946,4.329463472174666e-07,8.352662561605939e-09
1947,3.7073909719964604e-07,7.152522574216391e-09
1948,4.533577246945697e-07,1.7395020979193987e-08
1949,3.7402802854913375e-07,5.890204990421921e-09
1950,3.935083658923588e-07,8.5082894063504e-09
1951,4.2219152396327786e-07,1.1727542048589612e-08
1952,3.4481507549255497e-07,1.4762725708550306e-08
1953,3.436851003790764e-07,1.6160740745618796e-08
1954,3.3617524453077863e-07,4.886268278880834e-09
1955,3.2286490858624006e-07,1.6894093679553635e-08
1956,3.505898824585074e-07,1.744228317335228e-09
1957,2.9155624492460674e-07,1.3252556385623393e-08
1958,3.069002305622348e-07,1.4890038091408542e-08
1959,2.666257157279972e-07,1.6276570313777938e-08
1960,3.4604165533025366e-07,1.3149583311111712e-08
1961,3.119723412936537e-07,9.03260710671816e-09
1962,3.7227282811969076e-07,1.4586499841318101e-08
1963,3.4464063247696686e-07,2.198458037838691e-08
1964,3.473945788812216e-07,7.909158605823308e-09
1965,3.5130519604464894e-07,2.2435378277396723e-08
1966,4.1266106931558966e-07,1.2185964681776795e-08
1967,3.860452744142151e-07,1.824224193924806e-08
1968,4.275827796274001e-07,1.8863945960845285e-08
1969,3.9422457165372293e-07,1.9529558414888015e-08
1970,3.453642425377268e-07,1.931464491122803e-08
1971,3.653400506564708e-07,1.3873673543329801e-08
1972,3.4474587895516606e-07,1.3851396030162277e-08
1973,3.5946089393945613e-07,1.9847533394568018e-08
1974,2.700274317479767e-07,1.51890438004898e-08
1975,2.7357990672882693e-07,2.341706872854843e-08
1976,3.4452568264953243e-07,1.3712464497217525e-08
1977,3.2145996753385475e-07,1.7630345627850375e-08
1978,3.3326716497583675e-07,2.5544543369449002e-08
1979,3.721855139637853e-07,1.9896709169131555e-08
1980,2.9505933341056334e-07,2.5014662341504845e-08
1981,3.479052332888699e-07,3.542307780435294e-08
1982,3.1223736085550513e-07,1.6760255849845862e-08
1983,3.2334418254009734e-07,2.5892795463278162e-08
1984,2.992288292702483e-07,4.813177056917084e-08
1985,2.863405677011599e-07,3.007778970331998e-08
1986,2.967270318343651e-07,1.7983456501724504e-08
1987,3.4220575306775913e-07,1.772136909439226e-08
1988,2.770407956376175e-07,2.218724931557503e-08
1989,2.936145406806645e-07,1.9757239400064464e-08
1990,2.8278498986900047e-07,3.214704058507323e-08
1991,2.707997031059506e-07,5.0994747091692716e-08
1992,2.8486410208472535e-07,2.589673719910479e-08
1993,3.2902893165598357e-07,2.3264671078493393e-08
1994,3.054182382555837e-07,7.068401863818963e-08
1995,2.835941703693834e-07,3.3076949179644544e-08
1996,2.6690460774858593e-07,3.0960934926937966e-08
1997,2.5556786820146726e-07,3.308477225516526e-08
1998,2.8561095177792595e-07,2.288702027897216e-08
1999,2.82438437526622e-07,2.970630763599047e-08
2000,2.7391793988584823e-07,3.401884285381129e-08
2001,2.435953778689992e-07,3.461157280226779e-08
2002,2.523583599867152e-07,2.803981824506252e-08
2003,2.7001660463099597e-07,2.458484510414749e-08
2004,2.669303444946536e-07,2.1583477227693493e-08
2005,2.751790941779575e-07,2.9724747996340284e-08
2006,2.8536977936255425e-07,2.0589449256647185e-08
2007,2.684290274501677e-07,2.3567428369952736e-08
2008,3.167535098658192e-07,3.789121372221871e-08
2009,3.0230341163672847e-07,3.671508230773668e-08
2010,2.909856564592417e-07,3.77903447423833e-08
2011,2.829739247367513e-07,3.59453373177665e-08
2012,3.686805802871618e-07,2.7234022148547865e-08
2013,3.784842546039613e-07,3.458515074328261e-08
2014,4.6795270147725887e-07,3.118241123645227e-08
2015,4.659241614746179e-07,2.327404224899965e-08
2016,5.132780407368642e-07,2.8791626860424913e-08
2017,3.03382727495638e-07,3.4966997880525597e-08
2018,3.7689413545649586e-07,3.3300921686851837e-08
2019,3.974438851361839e-07,2.9591457617605954e-08
