year,mon_DET aîné_NOUN
1970,1.2646493541268455e-07
1971,8.272819851384838e-08
1972,9.593374805660915e-08
1973,8.821126051827832e-08
1974,9.901006148282931e-08
1975,8.452990440943609e-08
1976,1.1198513050203474e-07
1977,9.579154180983096e-08
1978,1.0693064389499796e-07
1979,1.0709111553097728e-07
1980,8.584577271264493e-08
1981,1.3157143374797897e-07
1982,1.3842730606228315e-07
1983,1.0799190519605872e-07
1984,1.0902135905155319e-07
1985,9.80535936889737e-08
1986,1.1329577676022495e-07
1987,1.0877253719954183e-07
1988,9.714417315009882e-08
1989,1.2128749826700869e-07
1990,8.990274302789203e-08
1991,1.4946736115462045e-07
1992,1.3223865469313978e-07
1993,1.4457331687367514e-07
1994,1.4347800281200307e-07
1995,1.0844901510154159e-07
1996,9.982232640481925e-08
1997,1.3665448772570699e-07
1998,1.1300466162822431e-07
1999,1.3207881899290896e-07
2000,1.3916799801449997e-07
2001,1.1916895825692109e-07
2002,1.2749354416641268e-07
2003,1.666769193775508e-07
2004,1.6473918851289682e-07
2005,1.274561065578439e-07
2006,1.3753751826328653e-07
2007,1.8294715964373154e-07
2008,2.1116901294249146e-07
2009,2.107541066109775e-07
2010,2.47999135893906e-07
2011,2.3173269703136157e-07
2012,2.917444668071312e-07
2013,2.889533554650825e-07
2014,3.1225718544192205e-07
2015,2.9081469321567965e-07
2016,2.8978048227656927e-07
2017,3.3331850346485226e-07
2018,3.608890430939482e-07
2019,3.2652644321728985e-07
