year,son_DET aval_NOUN
1976,1.2684029115916928e-07
1977,1.5103329076282535e-07
1978,1.7524745032915234e-07
1979,1.544920991136678e-07
1980,1.876099702258216e-07
1981,1.758502747861712e-07
1982,2.2533232879595744e-07
1983,2.5008651505231683e-07
1984,2.3196034248940123e-07
1985,2.279896449408625e-07
1986,2.7095074983662926e-07
1987,2.652094508448499e-07
1988,2.644480332492094e-07
1989,3.216039488052047e-07
1990,3.1711149972579733e-07
1991,2.842810715719679e-07
1992,3.0414892648877867e-07
1993,3.0354857472048025e-07
1994,3.08583196328982e-07
1995,3.2100908242682635e-07
1996,3.36833608116649e-07
1997,3.0639375836472027e-07
1998,3.018225914752648e-07
1999,3.3088255690927326e-07
2000,3.2649253967065306e-07
2001,3.316577306122781e-07
2002,3.3472531413281104e-07
2003,3.296036084066145e-07
2004,3.087758670972107e-07
2005,3.4138420801355096e-07
2006,3.3272550581386895e-07
2007,3.227539480121777e-07
2008,3.044069387669879e-07
2009,2.9801202572343755e-07
2010,3.202731591045449e-07
2011,2.959754397124925e-07
2012,2.719997851674538e-07
2013,2.89511177697932e-07
2014,3.0814285878477676e-07
2015,2.6798397811944596e-07
2016,2.1169095304474084e-07
2017,2.779750616355159e-07
2018,2.8292873821555986e-07
2019,2.566293630934524e-07
