year,bien_ADV ôté_VERB,bien_ADV noté_VERB
1895,0.0,3.9963601494719114e-07
1896,0.0,2.4944432297502317e-07
1897,1.1653427112179315e-09,1.6256530299685323e-07
1898,0.0,1.391955369856035e-07
1899,1.1055156790007459e-09,1.3542566534852085e-07
1900,2.595526460424935e-09,1.4015844174153358e-07
1901,1.1177477832191585e-09,8.606658186138816e-08
1902,6.38336894454028e-09,1.232481295909693e-07
1903,5.400220270956879e-10,1.1772480257299378e-07
1904,5.374625189347171e-10,1.1555444245914259e-07
1905,0.0,1.5275846654283498e-07
1906,5.144184522798412e-10,1.3632088879944604e-07
1907,0.0,1.4348532317853824e-07
1908,4.911389073214423e-10,1.3948345634062775e-07
1909,0.0,2.1893914564641292e-07
1910,2.67207544979442e-09,1.2131222604239156e-07
1911,5.320374141248863e-10,1.9206550816441847e-07
1912,1.0418842455450772e-09,1.7816221092870066e-07
1913,0.0,1.2886265476907965e-07
1914,1.3393487430235496e-09,2.156351420201652e-07
1915,1.1780761921542648e-09,1.425472215821344e-07
1916,0.0,2.1425551310905178e-07
1917,0.0,2.1165199870498697e-07
1918,0.0,1.7114700856524223e-07
1919,1.1049418269237776e-08,1.602165671243938e-07
1920,0.0,1.620457652506957e-07
1921,4.543648568500203e-09,1.597849670909035e-07
1922,7.377935484775833e-10,1.431319418543353e-07
1923,1.0615948120573648e-09,2.3142766947259474e-07
1924,0.0,2.1142263739726275e-07
1925,1.0998177923937646e-09,1.6717230533203065e-07
1926,1.1146138456652466e-09,2.3518351799367565e-07
1927,0.0,2.3970833340491993e-07
1928,0.0,2.068113502673441e-07
1929,2.2280812750352652e-09,2.3617662181507626e-07
1930,1.0503603542488804e-09,2.3002891791357172e-07
1931,1.1405356659111021e-09,2.4977731527542346e-07
1932,0.0,2.0384737475787063e-07
1933,2.2941324395731044e-09,1.9156006514364776e-07
1934,1.1981580172459871e-09,2.5400950320886295e-07
1935,0.0,2.130354577190019e-07
1936,0.0,2.4249428065559187e-07
1937,1.2591118148108649e-09,2.4930412556578574e-07
1938,1.2965214457594243e-09,2.3078081556882069e-07
1939,3.058810094103137e-09,2.431754069220915e-07
1940,0.0,2.408993680091953e-07
1941,2.9515025978810172e-09,3.0400477157854766e-07
1942,3.034211770724937e-09,2.3666851234338537e-07
1943,2.9032352077962287e-09,1.800005837715446e-07
1944,0.0,2.0243072640369064e-07
1945,0.0,3.006335527189208e-07
1946,0.0,3.1879328421524633e-07
1947,1.1920870957027319e-09,2.2649655306850036e-07
1948,3.2615663503321457e-09,2.7397158275377365e-07
1949,9.817008317369869e-10,1.9143166696267144e-07
1950,3.190608444114673e-09,2.4780393070855666e-07
1951,0.0,2.6227048754989823e-07
1952,0.0,2.667835392600182e-07
1953,1.0773827385790469e-09,2.790421282927724e-07
1954,0.0,2.0815501677873272e-07
1955,9.385607846468247e-10,2.6279701703657565e-07
1956,0.0,2.4157562439341973e-07
1957,8.835037701437898e-10,3.366149343708713e-07
1958,0.0,2.8373793892200183e-07
1959,0.0,2.945284074407084e-07
1960,2.7683333403416555e-09,2.74757071427878e-07
1961,3.47407969059077e-09,3.126671770381506e-07
1962,6.341956404476434e-10,2.8729062728771737e-07
1963,3.879631726988464e-09,3.116637800060218e-07
1964,6.083968329129164e-10,2.7621217224549355e-07
1965,1.6416130677043839e-09,2.736021600391325e-07
1966,1.1078149508847446e-09,2.952326823013607e-07
1967,1.4791006197611978e-09,2.731405790434849e-07
1968,1.7965663401398047e-09,2.6005298181530634e-07
1969,9.083515606356229e-10,2.6251359486195724e-07
1970,1.3796175313274261e-09,2.690254228276956e-07
1971,2.0553589941130213e-09,2.399631613414499e-07
1972,2.0520587451500205e-09,2.631765254612617e-07
1973,1.102640756478479e-09,5.23203031121966e-07
1974,2.2502286700643026e-09,2.964676180106096e-07
1975,1.1422960355389478e-09,2.83860567940053e-07
1976,0.0,2.8567634119402996e-07
1977,5.876781838942691e-10,3.008912217161708e-07
1978,0.0,2.625741419848282e-07
1979,3.5111840102075575e-09,2.99035844086859e-07
1980,2.8425752862659692e-09,2.7061317209309266e-07
1981,2.5302198114474095e-09,2.96035731928157e-07
1982,3.7245013739806154e-09,3.1161662383816235e-07
1983,6.315316047889041e-10,3.3281714451049993e-07
1984,4.059305780401701e-09,2.998087391681281e-07
1985,0.0,2.797234590623532e-07
1986,2.3977941854269602e-09,2.811413657433093e-07
1987,3.0554083707556856e-09,2.8843054389326994e-07
1988,1.1993107618124554e-09,3.178173526574568e-07
1989,1.6464366536794728e-09,2.859311525327257e-07
1990,1.6345953479657283e-09,3.312779837116864e-07
1991,5.861465202094962e-10,4.3843758845696357e-07
1992,2.2039776670368383e-09,3.0525090810584743e-07
1993,1.1078414852150331e-09,3.2238188651945165e-07
1994,1.5824779264761446e-09,3.5764001804494683e-07
1995,1.626735190995987e-09,3.079952199946945e-07
1996,1.067618438099771e-09,3.6245646772847806e-07
1997,1.917957792585412e-09,3.5769912987149155e-07
1998,9.536258449571733e-10,3.53795193142048e-07
1999,2.285100553223174e-09,3.263123597996298e-07
2000,0.0,3.5079170146445904e-07
2001,3.066848330846028e-09,3.360389392303986e-07
2002,8.76244299341522e-10,3.3341096861150277e-07
2003,4.1669229178253886e-10,3.0376867421466613e-07
2004,3.523833003171717e-09,3.4225228651152406e-07
2005,4.053374524914943e-09,3.184150876300862e-07
2006,1.2353669198716943e-09,4.0025889536110526e-07
2007,1.5977917877663117e-09,3.670926544963038e-07
2008,2.1287198670449925e-09,3.1803073241576385e-07
2009,9.53638501499654e-10,3.4378668267720514e-07
2010,4.723793023408973e-10,3.561739951862819e-07
2011,4.206369030868018e-09,3.093593283765017e-07
2012,5.446804340891731e-09,3.4110611579762917e-07
2013,5.020424964641279e-09,3.1377657361275624e-07
2014,4.547434873103384e-09,3.3542746180614813e-07
2015,5.319781060109108e-09,3.431258814856619e-07
2016,3.1070099826280284e-09,2.943374317609937e-07
2017,3.018733707449428e-09,3.7331672331220034e-07
2018,6.453666934191915e-09,3.614053412093199e-07
2019,3.5713827450933877e-09,3.420874676862695e-07
