year,en_ADP oies_NOUN,en_ADP noix_NOUN
1978,8.316827893040113e-09,1.7821774278559133e-08
1979,7.607565244427406e-09,2.57486831856113e-08
1980,2.8425752862659692e-09,1.9329512213062117e-08
1981,8.223214109648325e-09,1.3916208629893845e-08
1982,4.345251713999687e-09,2.0484757001781873e-08
1983,6.315316158911344e-09,2.1472073896688926e-08
1984,5.219107812592938e-09,2.8415142239168745e-08
1985,1.8046674155058895e-09,2.285912081845254e-08
1986,4.795588426365072e-09,2.038125046510686e-08
1987,3.0554083707556856e-09,1.649920555735207e-08
1988,4.197587610832443e-09,1.3792074149421296e-08
1989,6.585746614717891e-09,1.4817929994137558e-08
1990,5.44865097484859e-10,2.5608660081388734e-08
1991,1.7584396161396398e-09,2.6376593353916178e-08
1992,4.4079553340736766e-09,1.928480486412809e-08
1993,3.323524566667402e-09,1.4401939196773128e-08
1994,3.6924485691258724e-09,3.6924486579437144e-08
1995,1.0844901643380922e-09,2.7112253775385398e-08
1996,4.270473752399084e-09,5.2847113352072483e-08
1997,7.192341833217597e-09,3.116681313031222e-08
1998,4.7681290027412615e-09,4.482041404685333e-08
1999,2.285100553223174e-09,2.7421206638678086e-08
2000,3.97622823555821e-09,4.63893314872621e-08
2001,3.5049694258049158e-09,2.93541191354052e-08
2002,5.6955880012310445e-09,3.5926017716292336e-08
2003,2.9168460979889232e-09,1.1667384391955693e-08
2004,1.7619165015858584e-09,1.761916479381398e-08
2005,4.503749373441224e-09,2.522099862289906e-08
2006,3.294311934354255e-09,3.459027553276428e-08
2007,3.1955835755326234e-09,2.5165221018141892e-08
2008,3.405951742863067e-09,2.2138685551453818e-08
2009,9.53638501499654e-10,2.6701878041990312e-08
2010,1.4171379625338432e-09,3.637320489247031e-08
2011,2.2943831279320648e-09,4.7799648683621854e-08
2012,1.0212758416727752e-09,4.0510606424959406e-08
2013,1.9523875849358774e-09,3.3190588055731496e-08
2014,2.815078836704288e-09,3.464712250433877e-08
2015,4.43315073539452e-09,4.1893276403470736e-08
2016,3.935546111222266e-09,3.4798514292333493e-08
2017,2.7671724911471074e-09,3.7985731893286356e-08
2018,3.872199894061623e-09,3.743126697486332e-08
2019,4.08158040698936e-09,4.1326000399521945e-08
