year,certain_ADJ air_NOUN,certain_ADJ nerf_NOUN
1865,4.979841126129259e-07,0.0
1866,4.417976597892448e-07,4.865612912574591e-10
1867,4.940162234845502e-07,0.0
1868,5.364703152821448e-07,4.93987406535723e-10
1869,4.800499455726026e-07,3.906815315701806e-09
1870,4.696186093333665e-07,0.0
1871,4.418409815798441e-07,3.18635318130589e-09
1872,4.928581636143292e-07,1.8142017887967654e-09
1873,4.381755167592871e-07,5.986004469882289e-10
1874,4.719941233410907e-07,1.1949218281515073e-09
1875,4.582943331499223e-07,1.6592428764283795e-08
1876,5.024238056705599e-07,7.859819461941697e-09
1877,4.075793698099517e-07,0.0
1878,4.6621763583054587e-07,1.8117265465633636e-09
1879,3.958842726969891e-07,0.0
1880,4.081750315521049e-07,0.0
1881,4.2950645529060694e-07,4.183504653809678e-09
1882,5.064748265226626e-07,1.3310770263785798e-09
1883,4.2276378664496406e-07,6.319338941018771e-10
1884,4.700408249291854e-07,0.0
1885,3.3775132035618327e-07,0.0
1886,4.0527753952801504e-07,0.0
1887,2.8270242879990803e-07,0.0
1888,3.2020102946894724e-07,1.9021844099853524e-09
1889,4.097399528557588e-07,0.0
1890,3.074007223213826e-07,3.2771931834929546e-09
1891,3.295471712183584e-07,6.374220040683554e-10
1892,3.72976478590914e-07,2.5074049503359674e-09
1893,3.1900597730061264e-07,4.926733243593162e-09
1894,3.094055904817594e-07,0.0
1895,2.9069907636625203e-07,1.2037228991346183e-09
1896,2.771603693219049e-07,3.5382172747233653e-09
1897,2.79682260018177e-07,4.078699600285063e-09
1898,2.942344670131547e-07,0.0
1899,2.747206337971875e-07,0.0
1900,2.720111974552353e-07,6.748368974740515e-09
1901,2.403157783881227e-07,4.470991132876634e-09
1902,2.1948968154106296e-07,2.455141867585553e-09
1903,2.7541122449292743e-07,0.0
1904,2.3809589055900915e-07,5.374625189347171e-10
1905,2.2500908869460545e-07,0.0
1906,2.3766132473124202e-07,1.0288369045596824e-09
1907,2.890277950307052e-07,3.599990305858114e-09
1908,2.534276810628455e-07,4.4202499438483756e-09
1909,2.9870341222704155e-07,0.0
1910,2.7682700010078776e-07,1.6032452032632705e-09
1911,2.388848032719437e-07,0.0
1912,2.880809795158257e-07,6.251305251225858e-09
1913,2.8158876008710365e-07,5.30298971401777e-10
1914,2.872902955530776e-07,9.37544086809794e-09
1915,2.0262910627177888e-07,3.534228465440492e-09
1916,2.0326804417436506e-07,6.592477230782379e-09
1917,2.2261841081672173e-07,0.0
1918,2.2168705982039683e-07,0.0
1919,1.8968166970445566e-07,0.0
1920,2.5366976563745425e-07,0.0
1921,2.733761934603507e-07,0.0
1922,3.0470872647292424e-07,0.0
1923,3.301559843293944e-07,0.0
1924,2.836157299013209e-07,0.0
1925,3.365442580172129e-07,0.0
1926,2.6527808927312435e-07,4.458455382660986e-09
1927,3.5008565912875156e-07,0.0
1928,3.130735313217059e-07,0.0
1929,3.197296689627649e-07,3.342121912552898e-09
1930,2.888491016372896e-07,7.352522590764465e-09
1931,2.2126391741039697e-07,0.0
1932,2.663167447680692e-07,1.0959536611565568e-09
1933,1.8008939561831028e-07,3.4411986593596566e-09
1934,1.9290344255296077e-07,1.1981580172459871e-09
1935,2.1183862841667178e-07,3.590485242455088e-09
1936,1.7580836697561608e-07,0.0
1937,2.0145789725312113e-07,2.5182236296217297e-09
1938,2.1522255622130615e-07,2.5930428915188486e-09
1939,2.0188146265809337e-07,0.0
1940,2.5357829258609854e-07,0.0
1941,1.8889615960304695e-07,0.0
1942,2.2756587725325517e-07,0.0
1943,2.52581457971246e-07,0.0
1944,2.4420214117526484e-07,0.0
1945,2.483494654370588e-07,0.0
1946,2.0881655959925638e-07,5.568441707737293e-09
1947,3.1232681396708983e-07,0.0
1948,2.0112992626941661e-07,1.0871887834440486e-09
1949,2.0713887094458983e-07,0.0
1950,2.3078735011949902e-07,0.0
1951,2.6866733016106537e-07,1.0661401761424827e-09
1952,2.087871203704239e-07,0.0
1953,2.2840514191102557e-07,1.0773827385790469e-09
1954,2.1695029928103793e-07,9.772536113672459e-10
1955,2.139918535704055e-07,0.0
1956,2.3721504760487733e-07,0.0
1957,1.828852873586584e-07,0.0
1958,2.142511089653354e-07,1.6544486891589827e-09
1959,1.8369272325458041e-07,0.0
1960,2.1869833388699078e-07,2.7683333403416555e-09
1961,2.230359161248252e-07,0.0
1962,2.3148140781970028e-07,0.0
1963,1.7716985256654993e-07,1.2932106496776896e-09
1964,2.0198774908219974e-07,0.0
1965,2.456947368334461e-07,5.472043373977442e-10
1966,2.0993093130527996e-07,0.0
1967,2.3369790680405345e-07,0.0
1968,2.3310448094004954e-07,4.4914158503495116e-10
1969,1.9393305847326126e-07,9.083515606356229e-10
1970,1.8946746971337802e-07,4.5987250119061684e-10
1971,2.2711716995971187e-07,5.138397485282553e-10
1972,2.0777095244284283e-07,5.130146862875051e-10
1973,2.4423493982794753e-07,2.7566018356850464e-09
1974,1.029479639869102e-07,1.1251143350321513e-09
1975,1.325063432311424e-07,5.711480177694739e-10
1976,1.3255381847709913e-07,5.713526984862938e-09
1977,1.222370684672569e-07,5.876781838942691e-10
1978,1.4792072944302959e-07,5.940591352171509e-10
1979,1.7555920528433688e-07,0.0
1980,1.2962143403072446e-07,0.0
1981,1.1449244674555104e-07,0.0
1982,1.1608029260035124e-07,0.0
1983,1.174648799340261e-07,6.315316047889041e-10
1984,1.2699828594309182e-07,0.0
1985,9.143647938802957e-08,0.0
1986,1.2528474885309393e-07,0.0
1987,1.387155492693637e-07,0.0
1988,1.3792073605412014e-07,0.0
1989,1.218363081534335e-07,0.0
1990,1.2858816944572027e-07,0.0
1991,1.2543534877451634e-07,0.0
1992,1.2562672069282854e-07,0.0
1993,1.2130864668336017e-07,5.539207426075166e-10
1994,1.1182844161794492e-07,0.0
1995,1.2471636523514462e-07,0.0
1996,9.982232285210557e-08,0.0
1997,1.0932359673088143e-07,0.0
1998,1.2683223360454576e-07,0.0
1999,1.0008740503053559e-07,0.0
2000,9.763849817545633e-08,8.836062992401139e-10
2001,1.1084466020050421e-07,1.7524847129024579e-09
2002,1.30998518144132e-07,0.0
2003,1.1250691756004016e-07,8.333845835650777e-10
2004,1.1804840430174046e-07,0.0
2005,1.1439524116862998e-07,4.5037495954858286e-10
2006,1.4165540773714014e-07,0.0
2007,8.947634172473684e-08,7.988958938831558e-10
2008,1.0856471374665055e-07,0.0
2009,9.584066895662602e-08,0.0
2010,7.510830696277893e-08,0.0
2011,8.37449860568995e-08,1.529588788962144e-09
2012,1.2663820558866945e-07,0.0
2013,1.5368079353539343e-07,0.0
2014,1.5353006344032138e-07,1.5158115873603606e-09
2015,2.2830726231770626e-07,2.2165753954528356e-10
2016,2.6306019540456305e-07,8.285360175719347e-10
2017,9.458698771447338e-08,1.2578056374223934e-09
2018,1.794119376397063e-07,0.0
2019,1.6530401314440724e-07,7.65296326310505e-10
