year,en_ADP or_NOUN,en_ADP nord_NOUN
2003,6.024537015036913e-06,1.050064558083541e-07
2004,5.382214567362098e-06,1.2421511552673792e-07
2005,5.035642516304506e-06,1.0043361287070951e-07
2006,5.536914613912813e-06,1.4412614940395585e-07
2007,6.016085535520688e-06,1.314183761813581e-07
2008,6.0127822507638484e-06,1.0303004027711893e-07
2009,6.098518042563228e-06,8.153608876959595e-08
2010,6.364838554873131e-06,9.683775825664043e-08
2011,6.975689757382497e-06,6.42427270269863e-08
2012,7.917270522739273e-06,5.7872298064864935e-08
2013,8.129462912620511e-06,6.024510107449643e-08
2014,8.145538231474347e-06,1.0610681344669359e-07
2015,8.120645361486822e-06,4.721305646437912e-08
2016,8.165222425304819e-06,6.421154274960372e-08
2017,7.38835069569177e-06,1.826333815568848e-07
2018,8.043333764362615e-06,7.486253544852772e-08
2019,7.576943971798755e-06,5.9438013177981475e-08
