year,auront_VERB eu_VERB,auront_VERB vu_VERB
1869,3.652872351267433e-07,1.1280928902124288e-07
1870,3.0734500455764646e-07,1.1869480687209943e-07
1871,4.790151137967769e-07,1.8480848495983082e-07
1872,3.5497882322488294e-07,1.451361413273844e-07
1873,2.9630723474838305e-07,1.0774807890356897e-07
1874,2.778193390895467e-07,1.2068710475432454e-07
1875,3.472966909612296e-07,9.669381029198121e-08
1876,3.367630370121333e-07,1.4026754513452033e-07
1877,2.92541784574496e-07,7.236234722540758e-08
1878,3.104091490513383e-07,8.454723854356416e-08
1879,3.2929261806202703e-07,1.0691319118905085e-07
1880,3.3501157759019407e-07,1.1359588114601138e-07
1881,3.256160994169477e-07,1.1016562240229177e-07
1882,3.4075571875291644e-07,1.0648616211028639e-07
1883,3.418762446472101e-07,1.2765065093844896e-07
1884,3.3668655419205606e-07,9.440426396167823e-08
1885,3.255046010508522e-07,1.0441929987337062e-07
1886,2.891151780204382e-07,9.357522401387541e-08
1887,3.82594976144901e-07,8.487602087825508e-08
1888,3.9184999423014233e-07,7.418519487600861e-08
1889,2.744129972143128e-07,1.3532695675166906e-07
1890,3.290302004188561e-07,1.2453334363726754e-07
1891,3.3847109648377227e-07,1.000752547497541e-07
1892,2.9211267360551574e-07,1.0217674883961081e-07
1893,2.919089467923186e-07,8.437030629693254e-08
1894,2.9617234531542636e-07,9.389293609274318e-08
1895,3.5389453501011303e-07,9.44922504686474e-08
1896,3.213880859220808e-07,9.258335609274582e-08
1897,3.047371137654409e-07,9.439276027478627e-08
1898,3.230920526675618e-07,8.713866606058218e-08
1899,3.532122718752362e-07,1.0944604866836016e-07
1900,2.8550792308124073e-07,1.0693569407749237e-07
1901,3.2805897376420035e-07,1.0395054061973497e-07
1902,2.71538709739616e-07,8.34748234979088e-08
1903,2.835115537891397e-07,1.0314420961776705e-07
1904,2.6389409413241083e-07,1.0910488867921231e-07
1905,2.8951859576409333e-07,9.237759002189705e-08
1906,2.474352811532299e-07,9.5167415281594e-08
1907,2.679421413631644e-07,9.308546822239805e-08
1908,3.0745295021006314e-07,8.644045124128752e-08
1909,3.1300595537686604e-07,8.746563651129691e-08
1910,2.5812246917666926e-07,1.07417427841483e-07
1911,3.027292905244394e-07,8.938228290844563e-08
1912,2.2660982779143524e-07,1.146072676760923e-07
1913,2.932553400114557e-07,1.2090816881027422e-07
1914,3.026928254712402e-07,1.0647822534792795e-07
1915,4.3353205114726734e-07,2.0616333529233088e-07
1916,3.603887535064132e-07,2.2084799411459244e-07
1917,3.9150134512055956e-07,2.0726541549720423e-07
1918,3.331049072130554e-07,2.595920989278966e-07
1919,3.4069037724293594e-07,1.3995929748489289e-07
1920,2.953170508135372e-07,1.166123695384158e-07
1921,2.86249843384212e-07,7.042655170153012e-08
1922,2.6339230885241705e-07,9.517536625480716e-08
1923,2.802610197250033e-07,7.749642350063368e-08
1924,3.210014369869896e-07,7.219309594574952e-08
1925,2.9475117457877786e-07,1.2647905123230885e-07
1926,2.663927034518565e-07,8.359603498320212e-08
1927,2.463978603373107e-07,8.027441822378023e-08
1928,2.936492649041611e-07,8.455270261720216e-08
1929,2.651416650678584e-07,8.132496986945625e-08
1930,2.1427351271086081e-07,8.192810696527886e-08
1931,2.6916640649687906e-07,7.071321306284517e-08
1932,2.454936236517824e-07,8.548438756861287e-08
1933,3.567375870261458e-07,9.864769623391112e-08
1934,2.3963161766005214e-07,7.06913212411564e-08
1935,2.621054306928272e-07,7.540018742702159e-08
1936,3.1887998375168536e-07,6.789839801513153e-08
1937,2.7826371251649107e-07,9.569249925789336e-08
1938,2.3985646180335607e-07,6.223302762009553e-08
1939,2.3552837546958472e-07,5.6587985852729616e-08
1940,2.155415472770983e-07,8.875240098404902e-08
1941,2.715382265705557e-07,8.264207451702532e-08
1942,2.5183956608998415e-07,8.49579322448335e-08
1943,3.4548497751529794e-07,8.419382169222445e-08
1944,3.148922473883431e-07,1.0603514510876266e-07
1945,2.7884851760973106e-07,8.714016530575464e-08
1946,2.7563785920392547e-07,8.631084824628488e-08
1947,2.551066415890091e-07,8.46381809083141e-08
1948,2.565765555573307e-07,7.284165093324191e-08
1949,2.297179975130348e-07,7.362756093698408e-08
1950,2.914088952366001e-07,9.89088633218671e-08
1951,2.270878525223452e-07,6.716683031982029e-08
1952,2.267132828137619e-07,8.646739502182754e-08
1953,2.3055990538978222e-07,7.649417455013463e-08
1954,2.0522325883121084e-07,6.449873524161376e-08
1955,1.9897488812148367e-07,7.226918086189471e-08
1956,2.389592737017665e-07,6.802490304380626e-08
1957,2.2175944991431606e-07,6.272876618140799e-08
1958,2.0515163612344622e-07,6.038737865310395e-08
1959,2.9142810831217503e-07,8.370807336177677e-08
1960,2.1177750397782802e-07,6.090333215524879e-08
1961,2.008018071819606e-07,5.350082687982649e-08
1962,2.1435812413983513e-07,7.927445722089033e-08
1963,1.6747077324907877e-07,5.4314845954195334e-08
1964,2.0928851540702453e-07,7.726639950078606e-08
1965,2.123152853528154e-07,7.879742724981043e-08
1966,1.9774496706759237e-07,6.646889971761993e-08
1967,2.6623811777426454e-07,5.768492528090974e-08
1968,2.2097765395301394e-07,9.29723071863009e-08
1969,3.6152391658106353e-07,8.856427768932917e-08
1970,2.3545472060959582e-07,7.863819462272659e-08
1971,2.029667030001292e-07,5.909157252403929e-08
1972,1.995627059159233e-07,7.592617379259536e-08
1973,2.1777154302071722e-07,6.340184199871146e-08
1974,2.087087125346443e-07,6.413151965034558e-08
1975,2.07897883797159e-07,6.511087491389844e-08
1976,1.9940209483593208e-07,6.113473460800378e-08
1977,1.9628451752851106e-07,7.287209768946923e-08
1978,2.0198010020067159e-07,6.712868128033733e-08
1979,2.3817531769054767e-07,6.788289397263725e-08
1980,2.444614892738173e-07,6.367368854398592e-08
1981,1.7205495339567278e-07,7.843681260055746e-08
1982,2.1291732821282494e-07,6.82825245235108e-08
1983,1.9135407569592644e-07,6.252162876307921e-08
1984,1.9542657980764488e-07,5.9149886766363124e-08
1985,1.9069318568654126e-07,6.196025026383722e-08
1986,2.0680974444076128e-07,7.133437662787401e-08
1987,2.0898993113860342e-07,6.783006512023348e-08
1988,2.1467663202656695e-07,7.495692244674501e-08
1989,2.2501301089050685e-07,7.573608939992482e-08
1990,1.8144007185583177e-07,8.554381736303185e-08
1991,2.168742128105805e-07,7.619905062483667e-08
1992,1.7631820981023338e-07,7.713921945651236e-08
1993,1.9498010317420267e-07,6.979401234730176e-08
1994,2.1416201434476534e-07,7.384897315887429e-08
1995,2.0713761728075042e-07,6.127369545083639e-08
1996,2.0231370001511095e-07,4.964425670550554e-08
1997,2.0953689272573683e-07,4.6989967472654826e-08
1998,2.221948278702257e-07,7.104512889100079e-08
1999,2.2713899738846521e-07,6.398281726660571e-08
2000,1.6965240945410187e-07,7.333932217079564e-08
2001,1.9145895180372463e-07,6.57181757901526e-08
2002,2.06355537102354e-07,6.221334558631497e-08
2003,1.82927919922804e-07,5.875361352991604e-08
2004,1.810369241184162e-07,6.871474056424631e-08
2005,1.9816498308955488e-07,6.125099361042885e-08
2006,2.23189630332854e-07,6.794518014885398e-08
2007,2.1170741604237264e-07,6.471056934742592e-08
2008,1.9413924690070417e-07,6.939626473467797e-08
2009,1.7022446741066233e-07,7.247652433761687e-08
2010,1.681670340758501e-07,5.999217478347418e-08
2011,1.8125626866094535e-07,6.844909705705504e-08
2012,1.8417007652260509e-07,5.991484641754141e-08
2013,1.665107589587933e-07,6.805465346815254e-08
2014,1.9207499235562864e-07,6.886115500037704e-08
2015,1.7488780201802e-07,6.760554782658801e-08
2016,1.9512023641254927e-07,8.057512701498126e-08
2017,1.6099912159006635e-07,7.421053282996581e-08
2018,1.7218383163708495e-07,6.608554770082264e-08
2019,1.8060993056678853e-07,6.938686425428386e-08
