year,tout_DET air_NOUN,tout_DET vert_NOUN
1971,4.162101840954335e-08,2.4150468402872605e-08
1972,3.5398013853438215e-08,2.5650734147841803e-08
1973,3.528450381873327e-08,3.252790353736046e-08
1974,2.644018703978901e-08,3.206575982517279e-08
1975,3.426888195434685e-08,2.2274771804831062e-08
1976,4.513686113760684e-08,2.9138986334942274e-08
1977,4.466354291965402e-08,2.4094805817220788e-08
1978,2.1386128867817433e-08,3.445542873237173e-08
1979,1.872631405497316e-08,2.165230095219073e-08
1980,2.785723873799384e-08,3.0699814357326716e-08
1981,1.4548763582755697e-08,2.5302197670384885e-08
1982,1.1794254461960918e-08,1.8622506203769262e-08
1983,1.0736036948344463e-08,2.589279668452349e-08
1984,1.0438215014563212e-08,4.001315956347895e-08
1985,1.2632671464452017e-08,1.8046674932215012e-08
1986,2.577628693822831e-08,2.937297871596911e-08
1987,2.0165696001939182e-08,3.727598363312268e-08
1988,9.594486038988492e-09,3.597932257681791e-08
1989,1.3720305114262032e-08,2.9087047104248143e-08
1990,1.3076762006569709e-08,2.5063794373281212e-08
1991,1.934283488935762e-08,2.8721179212709558e-08
1992,1.046889380740268e-08,2.4243754170871767e-08
1993,1.3294098266669607e-08,3.2681322537087e-08
1994,1.0549853324270941e-08,2.5319648377930548e-08
1995,1.030265628365612e-08,3.3619193984257834e-08
1996,1.3345230698291743e-08,3.256236058568618e-08
1997,1.102825741838842e-08,1.9659066707866657e-08
1998,8.105819682135973e-09,2.6701523880845457e-08
1999,1.782378400427831e-08,2.3308026536605908e-08
2000,1.899753554468475e-08,2.9159007763901457e-08
2001,1.358175633070502e-08,2.6725391677473453e-08
2002,1.6210519815373914e-08,2.9792307010279018e-08
2003,1.6250998768896352e-08,3.625223110592657e-08
2004,1.805964400247717e-08,3.127401929092777e-08
2005,1.306087415997581e-08,3.422849559342467e-08
2006,1.1118302722934459e-08,3.253132874192488e-08
2007,1.1184542181297275e-08,3.235528467371296e-08
2008,1.1920830711442676e-08,3.789121388875216e-08
2009,1.7165493915172192e-08,3.7668719921057914e-08
2010,2.172944801870358e-08,3.495606937242712e-08
2011,1.453109355065152e-08,5.506519584752567e-08
2012,2.2468068627823357e-08,6.910632910361869e-08
2013,2.2870825233667347e-08,7.000704194126683e-08
2014,1.818974029732523e-08,8.40192734274936e-08
2015,3.2361999857677404e-08,7.536356116943921e-08
2016,2.1127668059506277e-08,7.125409773323099e-08
2017,1.660303478034919e-08,5.5846572921680604e-08
2018,2.349134664569874e-08,5.937373304121252e-08
2019,3.061185260833099e-08,9.387635069302291e-08
