year,auraient_VERB omis_VERB,auraient_VERB vomi_VERB
1876,3.627608879952504e-09,2.418405919968336e-09
1877,1.1132669008873108e-08,0.0
1878,1.9928991790152395e-08,0.0
1879,2.932476128592043e-08,0.0
1880,1.3477476912271413e-08,0.0
1881,4.671580100534811e-08,0.0
1882,1.7304001787010748e-08,0.0
1883,1.64302811356265e-08,6.319338941018771e-10
1884,1.650424152899177e-08,0.0
1885,2.5782542323327107e-08,0.0
1886,1.1616235084943582e-08,0.0
1887,1.9586773092328258e-08,0.0
1888,1.7119660356001987e-08,0.0
1889,1.7542383545787743e-08,0.0
1890,1.8352281472289178e-08,6.554386478008212e-10
1891,2.6134301833735663e-08,0.0
1892,2.1312942521944933e-08,6.268512375839919e-10
1893,1.7859408174558666e-08,0.0
1894,2.3945849747519787e-08,0.0
1895,1.625025980445116e-08,1.2037228991346183e-09
1896,1.8870492723976895e-08,5.89702897624278e-10
1897,1.1070755867592652e-08,1.7480140668268973e-09
1898,1.584339415217073e-08,0.0
1899,2.7085134135518274e-08,1.1055156790007459e-09
1900,2.595526638060619e-08,0.0
1901,2.9061443029831935e-08,0.0
1902,2.0623192042990013e-08,0.0
1903,2.376096830403185e-08,0.0
1904,1.5586412160928376e-08,0.0
1905,1.4966200723165457e-08,3.096455536422127e-09
1906,2.572092228092515e-08,0.0
1907,3.754275823553144e-08,0.0
1908,2.504808449543816e-08,0.0
1909,3.6306492035009796e-08,0.0
1910,2.939282950364941e-08,2.137660271017694e-09
1911,3.405039450399272e-08,0.0
1912,2.135862686714063e-08,0.0
1913,1.6969567084856862e-08,0.0
1914,2.0759905794420774e-08,0.0
1915,1.295883844676382e-08,0.0
1916,3.076489463182952e-08,0.0
1917,1.315970976634162e-08,3.289927441585405e-09
1918,1.1486376294556067e-08,0.0
1919,2.025726608678724e-08,1.8415696745321952e-09
1920,3.63467123065675e-08,0.0
1921,2.3475516641724425e-08,0.0
1922,1.475587119159627e-08,0.0
1923,3.1847843473542525e-08,0.0
1924,2.707241186783449e-08,0.0
1925,5.169143690864075e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,1.6723836537835268e-08,0.0
1928,1.2568645679778001e-08,0.0
1929,2.785101571589621e-08,2.2280812750352652e-09
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,0.0
1932,2.849479585620429e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,9.585264137967897e-09,0.0
1935,4.787313656606784e-09,0.0
1936,2.0612015205756506e-08,1.2124714565686645e-09
1937,1.888667711114067e-08,2.5182236296217297e-09
1938,1.2965214679638848e-08,3.8895642262559704e-09
1939,1.988226472349197e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.9606536838523425e-08,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,0.0
1948,1.4133454406817236e-08,0.0
1949,9.817008539414473e-09,0.0
1950,2.0207187034770868e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,2.319856839960721e-08,0.0
1953,3.124409886368085e-08,1.0773827385790469e-09
1954,1.4658803948464083e-08,0.0
1955,1.783265446420046e-08,0.0
1956,2.52913103793162e-08,0.0
1957,1.4136060322300636e-08,0.0
1958,1.3235589513271862e-08,0.0
1959,6.975672928177801e-09,0.0
1960,2.5607082676515347e-08,0.0
1961,1.528595028332802e-08,1.3896318540318475e-09
1962,5.0735651235811474e-09,2.5367825617905737e-09
1963,5.819448034571906e-09,6.466053248388448e-10
1964,8.517555549758526e-09,1.8251904432275978e-09
1965,1.3132904541635071e-08,0.0
1966,9.970334780007306e-09,0.0
1967,4.437302081328198e-09,4.930335584241163e-10
1968,5.838840522187638e-09,8.982831700699023e-10
1969,1.2716921737876419e-08,0.0
1970,1.1956685419534097e-08,0.0
1971,1.2332153964678128e-08,0.0
1972,6.156176013405457e-09,0.0
1973,1.3783009400469837e-08,5.513203782392395e-10
1974,2.0814615808717463e-08,0.0
1975,9.138368284311582e-09,0.0
1976,1.199840671262109e-08,5.713526873840635e-10
1977,8.22749424145286e-09,5.876781838942691e-10
1978,1.544553818177974e-08,0.0
1979,1.404473604083023e-08,0.0
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,7.590659656386833e-09,0.0
1982,4.966001831974154e-09,0.0
1983,7.57837881337764e-09,0.0
1984,4.639206796497319e-09,1.1598016991243298e-09
1985,4.812446441349039e-09,6.015558051686298e-10
1986,3.5966913891627428e-09,0.0
1987,4.888653482026939e-09,0.0
1988,1.3192418713003917e-08,0.0
1989,1.0427432250992297e-08,0.0
1990,8.717841559757744e-09,0.0
1991,1.0550637696837839e-08,5.861465202094962e-10
1992,1.1570882918476855e-08,1.65298330578878e-09
1993,4.4313659408601325e-09,2.7696036575264316e-09
1994,1.8462243289718572e-08,1.5824779264761446e-09
1995,1.5182862966867106e-08,5.422450821690461e-10
1996,9.60856638698715e-09,0.0
1997,1.6782131240233866e-08,0.0
1998,7.629006759657386e-09,0.0
1999,1.3253583119876566e-08,0.0
2000,8.394259509714175e-09,0.0
2001,4.381211837767296e-09,0.0
2002,9.200564754507923e-09,0.0
2003,7.91715315529018e-09,0.0
2004,6.607186797680242e-09,4.404791253964646e-10
2005,6.7556245042510454e-09,0.0
2006,9.882935358973555e-09,4.1178899179428186e-10
2007,8.787854888225866e-09,0.0
2008,7.2376473703172906e-09,1.7029758714315335e-09
2009,2.384096253749135e-09,0.0
2010,4.2514138876015295e-09,9.447586046817946e-10
2011,5.7359579308524644e-09,2.2943831279320648e-09
2012,2.7234021704458655e-09,3.404252713057332e-10
2013,6.414987652192394e-09,1.3945624655065103e-09
2014,5.197068553286499e-09,1.2992671383216248e-09
2015,6.871383906315032e-09,1.10828768384863e-09
2016,7.663958356829426e-09,6.214020409345267e-10
2017,6.289028409156572e-09,1.0062445321423752e-09
2018,4.904786798931582e-09,2.5814667070633845e-10
2019,5.3570743396846865e-09,7.65296326310505e-10
