year,tout_DET air_NOUN,tout_DET verre_NOUN
1849,2.0110596077316245e-08,0.0
1850,2.308258650884909e-08,4.073397619208663e-09
1851,2.5152811833351052e-08,0.0
1852,3.971432893656868e-08,4.557382027314816e-09
1853,4.001194353620008e-08,1.3138250265498641e-08
1854,4.1565314301550416e-08,1.5067426639703285e-08
1855,5.890700194299825e-08,4.776243400783642e-09
1856,4.607698289582629e-08,2.588594560926083e-09
1857,6.053071155420753e-08,2.9289055625270066e-09
1858,3.6213203102875013e-08,1.125545512348225e-08
1859,4.8884864156661934e-08,1.5276520048956854e-09
1860,3.890606170564581e-08,6.865775947773045e-09
1861,2.405141441563785e-08,6.6023493339173456e-09
1862,2.6656119089807362e-08,2.2589931591987522e-09
1863,3.4962344408473456e-08,7.991393324857654e-09
1864,4.7947280257254477e-08,8.151037511616721e-09
1865,3.765475320438583e-08,8.47231973466478e-09
1866,4.427707916976331e-08,5.838735717134114e-09
1867,2.426405742994575e-08,9.7056229719783e-09
1868,1.877152078222366e-08,6.421836173942097e-09
1869,3.7114745499167157e-08,3.4184634012390802e-09
1870,2.9243648835830527e-08,1.0894692703544706e-08
1871,1.0621176826930423e-08,4.248470908407853e-09
1872,4.354084193192165e-08,1.8142017887967654e-08
1873,3.3521626696675355e-08,1.7958012854535355e-09
1874,3.10679680870507e-08,5.974609140757536e-10
1875,1.4875970122396609e-08,3.432916173551348e-09
1876,4.0508298493335815e-08,2.418405919968336e-09
1877,2.4120783148617875e-08,4.329371194877751e-09
1878,1.811726657585666e-08,9.662541766708443e-09
1879,4.887460258728993e-08,6.109325489944695e-09
1880,2.5671384795700192e-08,9.626769603698904e-09
1881,2.9284531355422416e-08,3.4862537301449947e-09
1882,2.5956001570293097e-08,5.989846618703609e-09
1883,2.654122283063387e-08,6.319338829996468e-09
1884,3.4328825115892414e-08,3.300848483434038e-09
1885,4.447488510805897e-08,3.2228177904158883e-09
1886,1.4842967244188543e-08,6.4534639854230136e-09
1887,2.285123695822122e-08,5.8760321608453125e-09
1888,2.346027505595316e-08,4.438430289965822e-09
1889,4.51089832154139e-08,1.2530273485467092e-09
1890,4.0637195386494795e-08,8.520702365899524e-09
1891,2.1672347472190268e-08,3.824531802365527e-09
1892,2.1312942521944933e-08,8.149066088591894e-09
1893,1.4780199342201428e-08,6.158416554491453e-10
1894,3.7179083589578e-08,8.82215478448245e-09
1895,1.5648397910794642e-08,3.611168697403855e-09
1896,2.2998413173880294e-08,5.89702897624278e-10
1897,1.5732126934508983e-08,1.165342733422392e-08
1898,1.69750646872302e-08,5.092519517191363e-09
1899,9.949641111006713e-09,1.1055156790007459e-09
1900,1.1939422339679595e-08,7.786579714341713e-09
1901,2.2913829500481597e-08,5.588738860584641e-09
1902,3.83002145554201e-08,5.4013122863239005e-09
1903,2.7001100910695186e-08,1.3500550455347593e-08
1904,2.20359632763234e-08,8.061937784020756e-09
1905,1.341797323251015e-08,4.1286072338664326e-09
1906,1.3374879426208963e-08,6.173021205313489e-09
1907,1.337139288182243e-08,1.337139243773322e-08
1908,2.062783477363439e-08,2.4556945366072114e-09
1909,1.3752459171456621e-08,4.9508852018043115e-09
1910,3.046165797382372e-08,4.2753204310130855e-09
1911,9.576673454247953e-09,9.576673676292558e-09
1912,1.7712032729377825e-08,3.646594803896619e-09
1913,2.8636144122629048e-08,3.181793939432964e-09
1914,1.674185973188358e-08,2.0090231700464756e-09
1915,2.1205371680821372e-08,1.5314990053916233e-08
1916,3.2962386153911893e-09,0.0
1917,1.0966424213165737e-08,2.1932848870420685e-09
1918,1.9526840588923733e-08,4.594550517822427e-09
1919,3.867296449744373e-08,3.6831393490643904e-09
1920,4.240449769099541e-08,6.057785384427916e-09
1921,1.741731914250977e-08,2.27182422873895e-09
1922,1.0329110011753073e-08,5.90234855435412e-09
1923,2.44166811214086e-08,2.1231896241147297e-09
1924,1.5469949654622894e-08,6.445812106292692e-09
1925,2.3096174084358267e-08,5.499089184013428e-09
1926,1.5604593173179637e-08,5.573069228326233e-09
1927,3.34476758512281e-08,0.0
1928,1.7139061725401916e-08,3.4278123672848437e-09
1929,3.342121956961819e-08,4.4561625500705304e-09
1930,2.520864939015155e-08,8.402883056035648e-09
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,2.301502632917618e-08,6.575721855917038e-09
1933,9.176529758292418e-09,1.0323596200123575e-08
1934,1.9170528275935794e-08,8.38710612072191e-09
1935,1.795242710045386e-08,4.787313656606784e-09
1936,1.2124715009775855e-08,7.274828739411987e-09
1937,2.2664012888640173e-08,8.813782481631449e-09
1938,7.779128452511941e-09,1.5558257571157696e-08
1939,1.8352860564618823e-08,2.9058695005801383e-08
1940,2.5357829169792012e-09,5.325144059042941e-08
1941,3.541802984230458e-08,1.4757512545315876e-08
1942,3.034211770724937e-09,2.1239483061208375e-08
1943,2.322588166236983e-08,1.7419411024732767e-08
1944,9.639558484764166e-09,0.0
1945,3.0499055725385915e-08,8.714016175304096e-09
1946,4.1763311919851276e-08,1.6705325123211878e-08
1947,2.6225916327504706e-08,2.0265479960812627e-08
1948,1.195907639583993e-08,2.8266908369545263e-08
1949,1.5707213085747185e-08,1.8652315247891238e-08
1950,2.0207187478860078e-08,1.9143649998554224e-08
1951,3.1984203729962246e-08,8.529121409139861e-09
1952,1.4762725264461096e-08,1.2653764258629963e-08
1953,1.508335856215126e-08,2.0470272588113403e-08
1954,1.8567819282111486e-08,3.9090144454689835e-09
1955,2.3464020060259827e-08,1.3139850985055546e-08
1956,1.0465370126055973e-08,7.849027428008526e-09
1957,1.8553580005686854e-08,1.1485549400447326e-08
1958,4.9633461784992505e-09,1.5717262158432277e-08
1959,2.8677767716089875e-08,9.300897829689347e-09
1960,7.61291657491725e-09,1.4533749814749086e-08
1961,3.265634918037108e-08,1.459113452284555e-08
1962,1.5220695481765745e-08,6.341956293454132e-09
1963,2.0691370394843034e-08,1.0992290522260362e-08
1964,1.0342745992986124e-08,7.909158661334459e-09
1965,2.517140029745235e-08,9.302474013317408e-09
1966,2.1602390987141007e-08,7.754704767215514e-09
1967,2.3665610304757223e-08,5.423369309198733e-09
1968,2.290622025391542e-08,5.838840522187638e-09
1969,2.089208669953102e-08,1.2262745902047456e-08
1970,2.1614008027803777e-08,6.898087434592526e-09
1971,4.162101840954335e-08,5.652237122788506e-09
1972,3.5398013853438215e-08,3.0780880067027283e-09
1973,3.528450381873327e-08,5.513203893414698e-09
1974,2.644018703978901e-08,9.000914791279513e-09
1975,3.426888195434685e-08,7.4249242310031605e-09
1976,4.513686113760684e-08,9.141642776100412e-09
1977,4.466354291965402e-08,1.1753564010952289e-08
1978,2.1386128867817433e-08,4.752473081737207e-09
1979,1.872631405497316e-08,4.0963813452421505e-09
1980,2.785723873799384e-08,1.7055452605774235e-09
1981,1.4548763582755697e-08,1.8976649140967083e-09
1982,1.1794254461960918e-08,5.586752171993226e-09
1983,1.0736036948344463e-08,6.315316047889041e-09
1984,1.0438215014563212e-08,5.799008384599347e-09
1985,1.2632671464452017e-08,6.617113967877231e-09
1986,2.577628693822831e-08,2.9972427317837003e-09
1987,2.0165696001939182e-08,3.666490056009053e-09
1988,9.594486038988492e-09,5.996553698039975e-09
1989,1.3720305114262032e-08,3.841685525252103e-09
1990,1.3076762006569709e-08,3.269190529398003e-09
1991,1.934283488935762e-08,6.4476117778156095e-09
1992,1.046889380740268e-08,6.060938417817852e-09
1993,1.3294098266669607e-08,4.985286627956498e-09
1994,1.0549853324270941e-08,3.692448513614721e-09
1995,1.030265628365612e-08,0.0
1996,1.3345230698291743e-08,1.067618438099771e-09
1997,1.102825741838842e-08,2.3974471297094624e-09
1998,8.105819682135973e-09,2.3840646123929332e-09
1999,1.782378400427831e-08,3.6561609850771504e-09
2000,1.899753554468475e-08,1.7672125984802278e-09
2001,1.358175633070502e-08,4.3812117822561447e-10
2002,1.6210519815373914e-08,3.504977197366088e-09
2003,1.6250998768896352e-08,3.75023062604285e-09
2004,1.805964400247717e-08,2.6428747523787877e-09
2005,1.306087415997581e-08,3.602999676388663e-09
2006,1.1118302722934459e-08,4.529679020759403e-09
2007,1.1184542181297275e-08,6.790614959228947e-09
2008,1.1920830711442676e-08,2.1287198670449925e-09
2009,1.7165493915172192e-08,7.629108011997232e-09
2010,2.172944801870358e-08,7.085689646135762e-09
2011,1.453109355065152e-08,4.206369003112442e-09
2012,2.2468068627823357e-08,6.1276548835031974e-09
2013,2.2870825233667347e-08,8.367375015083667e-09
2014,1.818974029732523e-08,6.712879987991194e-09
2015,3.2361999857677404e-08,3.103205609145121e-09
2016,2.1127668059506277e-08,1.3463710424321818e-08
2017,1.660303478034919e-08,3.5218559180094644e-09
2018,2.349134664569874e-08,4.130346675790264e-09
2019,3.061185260833099e-08,4.336679348959649e-09
