year,pouvaient_VERB ôter_VERB,pouvaient_VERB voter_VERB
1969,4.5417578031781147e-10,1.6350327314285096e-08
1970,4.5987250119061684e-10,6.898087434592526e-09
1971,5.138397485282553e-10,1.3873672877195986e-08
1972,1.5390440033513642e-09,1.5903454553267693e-08
1973,0.0,1.3783009400469837e-08
1974,2.2502286700643026e-09,2.5877628928583363e-08
1975,1.7134440533084216e-09,1.7134439644905797e-08
1976,5.713526873840635e-10,2.0568696967870892e-08
1977,1.1753563677885381e-09,1.4104276857551667e-08
1978,3.5643548113029055e-09,2.0792070287711795e-08
1979,2.3407893401383717e-09,2.2822696621460636e-08
1980,2.8425752862659692e-09,2.1035058139773355e-08
1981,0.0,2.5302197670384885e-08
1982,1.8622506869903077e-09,2.1726258125909226e-08
1983,6.315316047889041e-10,1.515675762675528e-08
1984,5.799008495621649e-10,2.145633182237816e-08
1985,1.2031116103372597e-09,2.285912081845254e-08
1986,5.994485463567401e-10,1.3187867686781374e-08
1987,1.2221633705067347e-09,2.199894133525504e-08
1988,2.99827696004229e-09,2.0987938498251424e-08
1989,0.0,2.469655058234821e-08
1990,5.44865097484859e-10,2.0704874259536155e-08
1991,1.1722930404189924e-09,1.6998249918742658e-08
1992,1.65298330578878e-09,2.8100714644097025e-08
1993,1.1078414852150331e-09,2.7142116110212555e-08
1994,5.274926606624319e-10,2.6902124972139063e-08
1995,1.0844901643380922e-09,1.8978578708583882e-08
1996,0.0,3.042712393153124e-08
1997,9.58978896292706e-10,3.979762297490197e-08
1998,2.86087753487152e-09,3.194646680526603e-08
1999,0.0,1.9194844824710344e-08
2000,8.836062992401139e-10,2.6949992459890382e-08
2001,8.762423564512289e-10,3.3735329196815655e-08
2002,3.066854992184176e-09,2.6725450297249154e-08
2003,1.6667691671301554e-09,2.6668306674082487e-08
2004,0.0,3.964312256243829e-08
2005,2.702249757291497e-09,3.1526248278623825e-08
2006,4.1178899179428186e-10,2.2648395159308166e-08
2007,3.994479469415779e-10,2.077129401811817e-08
2008,8.514879357157668e-10,2.7673358715674112e-08
2009,9.53638501499654e-10,3.290052674742583e-08
2010,1.8895172093635892e-09,2.3146585093059002e-08
2011,3.4415748029203996e-09,1.9884653923440965e-08
2012,3.063827413996023e-09,1.974466634635519e-08
2013,3.0680376017500066e-09,1.2272150407000026e-08
2014,3.4647122948427977e-09,1.8622827724357194e-08
2015,2.438232948875907e-09,1.773260294157808e-08
2016,2.278474076078396e-09,1.9470595802317803e-08
2017,2.264050280587071e-09,1.4338984222206363e-08
2018,4.3884935685412074e-09,2.2975052971219156e-08
2019,2.806086474294034e-09,1.607122257496485e-08
