year,tout_DET an_NOUN,tout_DET vent_NOUN
1949,6.970075883128146e-08,6.970075894230376e-08
1950,7.338399132805762e-08,8.295582043515992e-08
1951,4.904244743642039e-08,9.808489664919762e-08
1952,5.061505825576518e-08,6.959570431064321e-08
1953,4.632745842503283e-08,5.602390118486511e-08
1954,4.202190417856855e-08,9.381634424876495e-08
1955,5.5375088070519496e-08,1.1262729548988659e-07
1956,4.8838391997207964e-08,8.633930059787076e-08
1957,4.417518734145531e-08,8.746687429894706e-08
1958,3.722509600567747e-08,8.189521194523763e-08
1959,4.1854038901334434e-08,8.680837737529146e-08
1960,3.668041603788197e-08,9.689166802218097e-08
1961,3.7520061002549454e-08,1.215927909470338e-07
1962,3.9320131595133034e-08,1.0020291085766075e-07
1963,3.233026713012066e-08,1.1186272441676692e-07
1964,4.3804573079953e-08,9.186791943838202e-08
1965,3.5021076982832966e-08,9.849678406226303e-08
1966,2.6587559043278475e-08,9.471817852269027e-08
1967,4.7824256055317704e-08,1.4150062743745195e-07
1968,3.27873352912178e-08,1.1183625170385625e-07
1969,3.179230539940292e-08,1.2171911123459722e-07
1970,2.3913370506001286e-08,1.094496568931902e-07
1971,3.5454943092538826e-08,1.2897377454912373e-07
1972,3.385896840679692e-08,9.747279383631735e-08
1973,2.3155456718715328e-08,1.0475087386385695e-07
1974,2.5315072926801463e-08,1.0182284393422947e-07
1975,2.341706872854843e-08,1.0394894056631188e-07
1976,3.713792601223176e-08,1.1484188888744029e-07
1977,2.9971587101051966e-08,1.2282474415314937e-07
1978,2.5544542925359792e-08,1.2237617541543955e-07
1979,2.5163484851375983e-08,1.1645427244744155e-07
1980,2.2172088387506506e-08,1.4156025285316787e-07
1981,2.150686922997025e-08,1.246133223276047e-07
1982,1.6760255627801257e-08,1.1856329340531602e-07
1983,1.957747897129991e-08,1.2504326241113972e-07
1984,1.3337719650952096e-08,1.6295214477768383e-07
1985,1.02264483547998e-08,1.1670182298306742e-07
1986,1.7983456945813714e-08,1.3008033428185684e-07
1987,2.13878585952898e-08,1.2954932415709663e-07
1988,1.3792073927376691e-08,1.307248709281339e-07
1989,1.0427432250992297e-08,1.1031125457527935e-07
1990,7.628111586832631e-09,1.1878059069658775e-07
1991,8.20605094986604e-09,1.4067516629356902e-07
1992,6.060938473329003e-09,1.377486112397186e-07
1993,1.1632335650268999e-08,1.539899686098245e-07
1994,1.8989735950381004e-08,1.550828442886676e-07
1995,1.0844901865425527e-08,1.6484250559001268e-07
1996,1.0676184603042316e-08,1.254451615917418e-07
1997,6.233362936924891e-09,1.337775614729253e-07
1998,1.144350969539687e-08,1.664077121654728e-07
1999,1.416762326900134e-08,1.5127365218803313e-07
2000,1.1045078296412214e-08,1.6390896462326054e-07
2001,7.448060113102173e-09,1.5947610321198624e-07
2002,7.448076710936391e-09,1.8313505883993386e-07
2003,5.833692029444393e-09,1.69593764476339e-07
2004,1.1452457482352685e-08,1.6033440833340684e-07
2005,8.557124120400772e-09,1.6213499010042653e-07
2006,1.1118302611912156e-08,1.5730339408825955e-07
2007,1.0385646564969875e-08,1.6537145486328342e-07
2008,9.792111205220166e-09,1.8094118847677976e-07
2009,1.0966842323156811e-08,1.7546948805069462e-07
2010,4.2514138876015295e-09,2.2107350927669245e-07
2011,7.64794394481072e-09,1.9464017486647833e-07
2012,3.744677928851914e-09,2.202551442342937e-07
2013,3.904775169871755e-09,1.9161289643854218e-07
2014,4.7639794331644225e-09,2.0246912316168597e-07
2015,6.649726325136385e-10,1.6181000379866806e-07
2016,4.349813981230355e-09,1.8787053704394374e-07
2017,1.0062445598979508e-09,2.2414096467748834e-07
2018,5.421080029321956e-09,1.6882792935879465e-07
2019,5.101975730781305e-09,1.5969183608799398e-07
