year,ait_VERB omis_VERB,ait_VERB vomi_VERB
1939,1.1317597170545923e-07,0.0
1940,1.4453962648985907e-07,0.0
1941,1.151085982087352e-07,0.0
1942,1.2136847260535433e-07,3.034211770724937e-09
1943,8.419382169222445e-08,0.0
1944,6.105053529381621e-08,3.2131861615880553e-09
1945,8.931866801731303e-08,2.178504043826024e-09
1946,9.32713959400644e-08,4.1763312808029696e-09
1947,8.46381809083141e-08,0.0
1948,9.893417995954223e-08,1.0871887834440486e-09
1949,8.344456858822014e-08,2.945102384188658e-09
1950,8.827350228557407e-08,5.317680518146517e-09
1951,8.315893040844458e-08,1.0661401761424827e-09
1952,8.119499028680366e-08,0.0
1953,1.206668684972101e-07,1.0773827385790469e-09
1954,8.795282724349818e-08,9.772536113672459e-10
1955,8.822471642133678e-08,9.385607846468247e-10
1956,8.110662008675718e-08,4.360570571293465e-09
1957,8.569986675865948e-08,8.835037701437898e-10
1958,5.7905705119765116e-08,5.790570245522986e-09
1959,7.828255377262394e-08,1.5501495642666896e-09
1960,8.581833554899276e-08,2.076250060767393e-09
1961,7.990383465994455e-08,0.0
1962,1.0083710577646343e-07,1.2683912808952869e-09
1963,6.272071573221183e-08,1.2932106496776896e-09
1964,8.091677727861679e-08,3.041984220075733e-09
1965,1.0561043950474414e-07,2.73602163147757e-09
1966,9.194864247774603e-08,0.0
1967,8.578783905477394e-08,2.9582012395223956e-09
1968,6.737123925404376e-08,2.6948494546985557e-09
1969,6.948889108571166e-08,1.3625273131978588e-09
1970,6.622163795100278e-08,4.5987250119061684e-10
1971,7.861748230197918e-08,1.0276794970565106e-09
1972,6.771794147653054e-08,0.0
1973,6.726108381371887e-08,1.6539611902288698e-09
1974,6.919453454656832e-08,1.1251143350321513e-09
1975,7.482039166006871e-08,0.0
1976,7.027637849432722e-08,0.0
1977,4.818961230057539e-08,0.0
1978,6.95049209298304e-08,5.940591352171509e-10
1979,7.666085366508923e-08,1.1703946700691858e-09
1980,6.82218086467401e-08,5.685150683554241e-10
1981,6.199038438126081e-08,6.325549528618524e-10
1982,7.821452641110227e-08,1.2415004579935385e-09
1983,6.69423485533116e-08,1.89459470334441e-09
1984,6.320919254676483e-08,1.1598016991243298e-09
1985,5.895246957265954e-08,2.4062232206745193e-09
1986,7.073492724885e-08,5.994485463567401e-10
1987,6.660790319301668e-08,3.0554083707556856e-09
1988,5.81665702270584e-08,5.996553809062277e-10
1989,5.2137160366783064e-08,1.6464366536794728e-09
1990,5.067245467671455e-08,5.44865097484859e-10
1991,7.15098735781794e-08,0.0
1992,5.895640242670197e-08,2.2039776670368383e-09
1993,4.5421501226883265e-08,1.1078414852150331e-09
1994,5.802419167366679e-08,5.274926606624319e-10
1995,4.663307606733724e-08,0.0
1996,4.3238546965085334e-08,1.6014276571496566e-09
1997,4.4592518122499314e-08,4.79489448146353e-10
1998,4.7681293580126294e-08,4.768129224785866e-10
1999,5.8498574873055986e-08,4.570201161957499e-10
2000,4.152949628632996e-08,0.0
2001,5.52032695111393e-08,0.0
2002,3.986911423226047e-08,8.76244299341522e-10
2003,4.458607349988597e-08,1.2500769308587678e-09
2004,4.536935094279215e-08,8.809582507929292e-10
2005,4.819012033863146e-08,1.3511248786457486e-09
2006,3.1295964930677656e-08,8.235779835885637e-10
2007,2.9559148018165615e-08,3.994479469415779e-10
2008,3.363377487630714e-08,2.554463751636149e-09
2009,2.7178696626606325e-08,4.76819250749827e-10
2010,2.8342757474320024e-08,1.4171379625338432e-09
2011,2.600300952337875e-08,0.0
2012,2.927657405393802e-08,1.3617010852229328e-09
2013,2.4544300814000053e-08,1.9523875849358774e-09
2014,3.659602398897732e-08,2.815078836704288e-09
2015,3.1697027225163765e-08,2.881548111233201e-09
2016,3.541991588917881e-08,1.4499380585064614e-09
2017,2.4652990759932436e-08,1.0062445321423752e-09
2018,2.6330960523068825e-08,4.130346731301415e-09
2019,3.647912549809007e-08,2.2958890344426663e-09
