year,excellent_ADJ air_NOUN,excellent_ADJ verre_NOUN
1984,1.1598016991243298e-09,1.1598016991243298e-09
1985,1.8046674155058895e-09,0.0
1986,0.0,0.0
1987,0.0,0.0
1988,0.0,1.1993107618124554e-09
1989,5.488122178931576e-10,5.488122178931576e-10
1990,1.089730194969718e-09,1.089730194969718e-09
1991,5.861465202094962e-10,0.0
1992,0.0,1.1019888335184191e-09
1993,0.0,2.2156829704300662e-09
1994,0.0,1.0549853213248639e-09
1995,5.422450821690461e-10,5.422450821690461e-10
1996,0.0,0.0
1997,0.0,0.0
1998,9.536258449571733e-10,0.0
1999,2.285100553223174e-09,4.570201161957499e-10
2000,0.0,4.4180314962005696e-10
2001,0.0,0.0
2002,2.1906108038649563e-09,8.76244299341522e-10
2003,4.1669229178253886e-10,4.1669229178253886e-10
2004,4.404791253964646e-10,0.0
2005,1.3511248786457486e-09,1.8014998381943315e-09
2006,0.0,0.0
2007,3.994479469415779e-10,1.997239706952314e-09
2008,8.514879357157668e-10,8.514879357157668e-10
2009,4.76819250749827e-10,4.76819250749827e-10
2010,4.723793023408973e-10,4.723793023408973e-10
2011,3.82397197240536e-10,7.64794394481072e-10
2012,0.0,4.425528388196653e-09
2013,0.0,5.578249862026041e-09
2014,1.537466154388767e-08,4.330890313042346e-09
2015,6.649726325136385e-10,6.206410940734486e-09
2016,8.285360175719347e-10,6.8354220061905835e-09
2017,2.515611330355938e-10,4.2765391228272165e-09
2018,7.744400121190154e-10,4.3884935685412074e-09
2019,1.53059265262101e-09,2.04079020349468e-09
