year,pourraient_VERB ôter_VERB,pourraient_VERB voter_VERB
1988,5.996553809062277e-10,1.199310784016916e-08
1989,1.0976244357863152e-09,9.329808037250586e-09
1990,1.6345953479657283e-09,1.9070277801347402e-08
1991,3.5168792322792797e-09,1.2309077312977479e-08
1992,2.7549720282848966e-09,7.713921945651236e-09
1993,0.0,4.985286850001103e-09
1994,1.0549853213248639e-09,1.0549853435293244e-08
1995,0.0,9.760411145975922e-09
1996,1.6014276571496566e-09,1.1743802375008272e-08
1997,4.79489448146353e-10,9.110299181713799e-09
1998,4.768129224785866e-10,1.3350762273489636e-08
1999,4.570201161957499e-10,9.140402212892695e-09
2000,4.4180314962005696e-10,1.1045078629479121e-08
2001,4.3812117822561447e-10,1.1391150245287918e-08
2002,0.0,1.0076809608960957e-08
2003,8.333845835650777e-10,7.91715315529018e-09
2004,4.404791253964646e-10,1.497629043001325e-08
2005,2.251874686720612e-09,9.457874483587148e-09
2006,4.1178899179428186e-10,1.6471560115860484e-08
2007,7.988958938831558e-10,1.0385647009059085e-08
2008,8.514879357157668e-10,9.366367237362283e-09
2009,0.0,1.2397300963584712e-08
2010,1.4171379625338432e-09,8.030448306328708e-09
2011,1.1471915639660324e-09,8.412738061736036e-09
2012,6.808505426114664e-10,8.510632198976964e-09
2013,1.1156500168141292e-09,7.530637446961919e-09
2014,1.7323561474213989e-09,7.145969149746634e-09
2015,2.881548111233201e-09,7.314698624583116e-09
2016,3.314144070287739e-09,7.871092222444531e-09
2017,5.031222660711876e-10,7.798394818792076e-09
2018,1.0325866828253538e-09,7.486253394972664e-09
2019,1.7856913725466939e-09,6.377469219387422e-09
