year,ont_VERB eu_VERB,ont_VERB vu_VERB
1946,1.8989778254763223e-05,5.457072802528273e-06
1947,1.932849954755511e-05,5.54797315999167e-06
1948,1.8733349861577153e-05,5.8099367379327305e-06
1949,2.0062037947354838e-05,6.150355602585478e-06
1950,1.837684067140799e-05,5.305981630954193e-06
1951,1.857216193457134e-05,5.2422110456973314e-06
1952,1.8089611330651678e-05,4.958166755386628e-06
1953,1.9096609321422875e-05,5.531283022719435e-06
1954,1.8583454220788553e-05,5.235147455096012e-06
1955,1.8403299691271968e-05,5.0935695981024764e-06
1956,1.8761791579890996e-05,5.216114914219361e-06
1957,1.851293745858129e-05,4.889309821010102e-06
1958,1.8106286006513983e-05,5.074194177723257e-06
1959,1.83382690011058e-05,4.963578703609528e-06
1960,1.7967175153899007e-05,5.162249635759508e-06
1961,1.8235443349112757e-05,5.2632308324973565e-06
1962,1.8676428226171993e-05,5.223235348239541e-06
1963,1.839139440562576e-05,5.480626896314789e-06
1964,1.9354320102138445e-05,5.459753083414398e-06
1965,1.88801914191572e-05,5.511441941052908e-06
1966,1.89813017641427e-05,5.275968760543037e-06
1967,1.9192317267879844e-05,5.235523531155195e-06
1968,1.9295572201372124e-05,5.578338459599763e-06
1969,2.1069214199087583e-05,5.745323505834676e-06
1970,1.9534923922037706e-05,5.224151664151577e-06
1971,1.883787990664132e-05,5.298201813275227e-06
1972,1.9369383153389208e-05,5.540558504435467e-06
1973,1.7812610167311504e-05,5.297637471812777e-06
1974,1.8527820429881103e-05,5.333041826816043e-06
1975,1.767132016539108e-05,5.217437319515739e-06
1976,1.7786780517781153e-05,5.391855211200891e-06
1977,1.837258241721429e-05,5.685198630089872e-06
1978,1.7935239156940952e-05,5.603759746009018e-06
1979,1.8735678168013692e-05,5.70918518860708e-06
1980,1.8329494196223095e-05,5.565762421610998e-06
1981,1.8665432435227558e-05,6.001048859616276e-06
1982,1.8858392650145106e-05,6.1541177274193615e-06
1983,1.851713750511408e-05,5.727360075979959e-06
1984,1.826803600124549e-05,5.996754680381855e-06
1985,1.828308631957043e-05,5.785763733001659e-06
1986,1.8569116946309805e-05,6.137154286989244e-06
1987,1.865510239440482e-05,6.3894699451338965e-06
1988,1.8894541426561773e-05,6.5248500504822005e-06
1989,1.936813168867957e-05,6.418358680093661e-06
1990,1.8784223357215524e-05,6.510048024210846e-06
1991,1.8650009224074893e-05,6.4646101236576214e-06
1992,1.831285044318065e-05,6.475286227214383e-06
1993,1.8697041014092974e-05,6.428804226743523e-06
1994,1.909365164465271e-05,6.602625489904312e-06
1995,1.876655915111769e-05,6.863738235551864e-06
1996,1.849649015639443e-05,6.672615199931897e-06
1997,1.8633440049597993e-05,6.801078143325867e-06
1998,1.861429882410448e-05,6.772173946956173e-06
1999,1.8889555576606654e-05,6.970927643124014e-06
2000,1.883362710941583e-05,7.0171595325518865e-06
2001,1.8459797502146102e-05,6.785182904422982e-06
2002,1.8281960365129635e-05,6.923644377820892e-06
2003,1.8812406779034063e-05,6.991263489908306e-06
2004,1.8518183424021117e-05,6.9225698098307475e-06
2005,1.8504555555409752e-05,7.028551408438943e-06
2006,1.824801802285947e-05,6.7611636040965095e-06
2007,1.798634184524417e-05,6.671579740213929e-06
2008,1.7147689504781738e-05,6.687586392217781e-06
2009,1.6799296645331196e-05,6.548158580699237e-06
2010,1.5791640180395916e-05,6.401211976481136e-06
2011,1.4032447325007524e-05,6.2105127653921954e-06
2012,1.3918287550040986e-05,6.063654836907517e-06
2013,1.3548175047617406e-05,5.5868963499960955e-06
2014,1.3089683307043742e-05,5.631023668684065e-06
2015,1.2605442861968186e-05,5.4922306844673585e-06
2016,1.3088591003906913e-05,5.5886825975903776e-06
2017,1.2418567166605499e-05,5.515729299077066e-06
2018,1.2345864888629876e-05,5.32479134562891e-06
2019,1.2372545825201087e-05,5.400441295932978e-06
