year,eût_VERB eu_VERB,eût_VERB vu_VERB
1867,2.442905270072515e-06,7.240394666041539e-07
1868,2.7119908736494835e-06,7.641985462214507e-07
1869,2.6136594897252508e-06,7.979670044733211e-07
1870,2.557959078330896e-06,7.654954856661789e-07
1871,2.54377187047794e-06,6.468296760431258e-07
1872,2.3953512027219404e-06,6.79116226365295e-07
1873,2.211230139437248e-06,5.72262024434167e-07
1874,2.1819273570145015e-06,6.625841706409119e-07
1875,2.2416943465941586e-06,7.260617849169648e-07
1876,2.07801531360019e-06,6.614340009036823e-07
1877,1.9506910575728398e-06,6.691971066175029e-07
1878,1.9005011608896893e-06,6.44370743430045e-07
1879,2.094276624120539e-06,7.196784963525715e-07
1880,1.8637425682754838e-06,5.403826435212977e-07
1881,1.8930358010038617e-06,5.626813504022721e-07
1882,1.868832100626605e-06,5.324308176568593e-07
1883,1.7991158074437408e-06,6.041287861080491e-07
1884,1.929676045619999e-06,5.624646064461558e-07
1885,1.739677031764586e-06,4.963139303981734e-07
1886,1.7159760545837344e-06,4.723935660422285e-07
1887,1.5956692323015886e-06,5.223139964982693e-07
1888,1.5921283420539112e-06,5.123216624269844e-07
1889,1.6991050415526843e-06,5.444404109766765e-07
1890,1.6707131180737633e-06,3.8408705904657836e-07
1891,1.463520902689197e-06,4.876278580923099e-07
1892,1.2342700301815057e-06,4.3064679289273045e-07
1893,1.3794852975479444e-06,4.3971093077743717e-07
1894,1.359241991849558e-06,3.818732920990442e-07
1895,1.3674292631549179e-06,3.767652572150837e-07
1896,1.4353367987496313e-06,3.597187685500103e-07
1897,1.1956416301472927e-06,3.2629594670652295e-07
1898,1.2980266319573275e-06,3.4233048040732683e-07
1899,1.2680264944719966e-06,3.858249613131193e-07
1900,1.125939434132306e-06,3.6856476981483866e-07
1901,9.852947187027894e-07,3.286178582584398e-07
1902,1.0061171451525297e-06,2.71538709739616e-07
1903,1.0282019502483308e-06,3.4615410982041794e-07
1904,9.29810141769849e-07,3.2838960351000424e-07
1905,1.0527948006711085e-06,3.194509758941422e-07
1906,1.0128899248229573e-06,3.271701416451833e-07
1907,1.0049116099253297e-06,2.833706673754932e-07
1908,1.0210777645625058e-06,2.951744875190343e-07
1909,1.1898627008122276e-06,3.102554728684481e-07
1910,9.373640068588429e-07,3.2278668982144154e-07
1911,1.030024463943846e-06,3.5061265180047485e-07
1912,1.0246931196888909e-06,3.370495562649012e-07
1913,9.190081300403108e-07,2.821190605573065e-07
1914,9.429015221940062e-07,3.140772832921357e-07
1915,7.704618383286288e-07,2.9216289476607926e-07
1916,8.943794114202319e-07,2.8787150085918256e-07
1917,8.970534963737009e-07,2.6100090622094285e-07
1918,7.891140398896823e-07,2.802675851398817e-07
1919,8.738248311601637e-07,3.0938369377508934e-07
1920,8.639916586616891e-07,2.9228814923953905e-07
1921,9.428070484318596e-07,3.4531728942965856e-07
1922,8.46249179176084e-07,3.1356225349554734e-07
1923,9.787904673430603e-07,3.842973228529445e-07
1924,1.0738723403846961e-06,3.31314737422872e-07
1925,9.865365200312226e-07,2.9805062240484403e-07
1926,8.582526334066642e-07,3.722810220097017e-07
1927,1.104888156078232e-06,3.991422374838294e-07
1928,9.312223596680269e-07,3.507794588131219e-07
1929,1.0984440450556576e-06,4.1442311271566723e-07
1930,8.665472819302522e-07,2.8254694939278124e-07
1931,8.325910130224656e-07,3.0338247825056897e-07
1932,8.899143608687154e-07,2.4878147542040097e-07
1933,7.04298656728497e-07,2.7185470230506326e-07
1934,7.428579920087941e-07,2.44424228412754e-07
1935,7.887099400250008e-07,2.633022404552321e-07
1936,5.504620617102773e-07,2.1945733408301749e-07
1937,7.239892738652998e-07,2.6063614200211305e-07
1938,6.171442237246083e-07,2.411529749224428e-07
1939,6.331736699394241e-07,2.2176372738158534e-07
1940,5.249070795798616e-07,2.0793419253095635e-07
1941,6.345730412249395e-07,2.449747285027115e-07
1942,7.706897804382606e-07,2.639764318246307e-07
1943,5.980664354865439e-07,3.1064615768627846e-07
1944,7.069009484439448e-07,2.1207029021752533e-07
1945,6.557297069775814e-07,2.2220741868750338e-07
1946,5.693731850442418e-07,3.0765639280616597e-07
1947,7.426702381962969e-07,3.4093690715053526e-07
1948,6.403541874533403e-07,2.2396089605081215e-07
1949,5.595694574367371e-07,2.3364479773135827e-07
1950,6.232322107280197e-07,2.4993099145831366e-07
1951,8.198617820198706e-07,2.697334764434345e-07
1952,6.769764127056987e-07,2.478028875430027e-07
1953,4.6973886469459103e-07,2.003931882654797e-07
1954,7.6323505027176e-07,2.443134121676849e-07
1955,5.565665333051584e-07,1.783265446420046e-07
1956,4.883839324065775e-07,1.9622568458999012e-07
1957,5.018301294512639e-07,1.908368147951478e-07
1958,4.855806992054568e-07,1.9770661197071604e-07
1959,4.7202053110595443e-07,1.9531884731804894e-07
1960,5.239070901552623e-07,2.0278041290566762e-07
1961,5.780868264082528e-07,2.0566551484080264e-07
1962,5.866309606972209e-07,2.587518110885867e-07
1963,5.994031084810558e-07,2.81273315749786e-07
1964,6.60110572425765e-07,2.232816314062802e-07
1965,5.855086442352331e-07,2.1833453445196938e-07
1966,6.309006153060182e-07,2.3707239904524613e-07
1967,7.794860721332952e-07,2.3320487230193976e-07
1968,7.22219681392744e-07,2.461295878219971e-07
1969,6.39933659840608e-07,2.0074568851669028e-07
1970,5.863374212822237e-07,1.6463435770219803e-07
1971,5.90401896261028e-07,1.6905327981930895e-07
1972,4.981372399015527e-07,1.8417227920508594e-07
1973,3.826163492703927e-07,1.5492102534153673e-07
1974,2.2164752522257913e-07,1.0857353061055619e-07
1975,3.4840027751670277e-07,1.1137386479731504e-07
1976,2.868190449589747e-07,8.341748980456032e-08
1977,2.961897962450166e-07,1.0930813942877649e-07
1978,4.158413844379538e-07,1.306930101918624e-07
1979,3.8213386233110214e-07,1.4278815285706514e-07
1980,3.411090290228458e-07,1.39854705594189e-07
1981,2.9034271165073733e-07,1.0310645848221611e-07
1982,2.6443959200150857e-07,9.807853729171256e-08
1983,2.0651083332268172e-07,9.030902248241546e-08
1984,2.0122558908042265e-07,9.278413415358955e-08
1985,2.1716164155805018e-07,9.444426041227416e-08
1986,2.8533750651149603e-07,1.3487591843386326e-07
1987,3.0004110840309295e-07,9.716198690057354e-08
1988,1.6850316342242877e-07,1.037403833947792e-07
1989,2.859311791780783e-07,1.1305531444349981e-07
1990,1.9669630546559347e-07,7.791570766357836e-08
1991,2.104266059177462e-07,1.0726481036726909e-07
1992,2.479474972005846e-07,9.587302685076793e-08
1993,2.1602909328066744e-07,1.0081357260105506e-07
1994,2.3315175212701433e-07,8.492632019851953e-08
1995,2.1093333657518087e-07,9.16394213845706e-08
1996,1.9537417017545522e-07,6.939519892057433e-08
1997,1.548750958590972e-07,8.486963309906059e-08
1998,2.1790350501760258e-07,8.43958858354199e-08
1999,2.4176364377126447e-07,8.729084299829992e-08
2000,2.142745216815456e-07,7.599014395509585e-08
2001,2.9836053272447316e-07,8.149054053774307e-08
2002,2.549870998791448e-07,9.288189772860278e-08
2003,1.7584414990778896e-07,5.792022861328405e-08
2004,2.294896290777615e-07,9.07387018855843e-08
2005,2.6121747964680253e-07,9.142611645529541e-08
2006,2.2977825153702724e-07,8.235780057930242e-08
2007,2.3367704216070706e-07,9.70658504684252e-08
2008,2.3245620184297877e-07,1.0047557452708133e-07
2009,2.2267458632541093e-07,8.582746602314728e-08
2010,1.700565519513475e-07,7.983210537076957e-08
2011,2.3402708393405192e-07,1.0821840845665065e-07
2012,4.748932553866325e-07,2.0595729210981517e-07
2013,5.475052375913947e-07,2.4460626946165576e-07
2014,6.394559477485018e-07,3.269822173024295e-07
2015,9.823862683333573e-07,4.03416720473615e-07
2016,9.173965054287692e-07,3.6455585927797074e-07
2017,2.8527031759040256e-07,1.2125246939831413e-07
2018,6.611136313949828e-07,2.821543034770002e-07
2019,1.0721801118052099e-06,4.823917834073654e-07
