year,tant_ADV eu_VERB,tant_ADV vu_VERB
1912,3.334029585744247e-08,1.6774336586422578e-07
1913,3.8711824856818566e-08,1.5272610198735492e-07
1914,2.678697441638178e-08,1.9219653779600776e-07
1915,4.7123048574349014e-08,2.0262910993551486e-07
1916,3.625862632361532e-08,1.9997180800146452e-07
1917,4.8252267959014716e-08,2.6977403422279167e-07
1918,5.743188324913717e-08,2.1134931671440427e-07
1919,2.8544329566670967e-08,2.0901815389606782e-07
1920,3.180337415642498e-08,1.643174272203396e-07
1921,3.4077363153528495e-08,1.688722619519467e-07
1922,3.39385017866789e-08,1.8739956431090832e-07
1923,6.051090650771584e-08,1.592392209204263e-07
1924,5.9301473953610184e-08,1.7016944298120507e-07
1925,6.818870446068104e-08,1.6167321348348196e-07
1926,4.904300965336006e-08,1.415559580664194e-07
1927,5.351628118432927e-08,2.3190388276361773e-07
1928,4.6846768242403414e-08,1.6453499540602934e-07
1929,5.124586976990031e-08,1.849307409429457e-07
1930,3.571225093423891e-08,1.680576531271072e-07
1931,3.079446386777818e-08,1.437074956811557e-07
1932,4.822195975862087e-08,1.632971020626428e-07
1933,3.326492148403304e-08,1.3994207392897806e-07
1934,2.6359476379411717e-08,1.5216606641388353e-07
1935,3.590485420090772e-08,1.4122575464625697e-07
1936,3.15242587589637e-08,1.3579679603026307e-07
1937,2.7700460591972842e-08,1.4227963163193635e-07
1938,4.019216603978748e-08,1.4650692037321278e-07
1939,3.058810094103137e-08,1.2999943521663226e-07
1940,3.550096039361961e-08,1.1157445101162011e-07
1941,6.788455664263893e-08,1.475751361112998e-07
1942,7.58552971547033e-08,1.7295006671247393e-07
1943,4.645176332473966e-08,2.0032322822771675e-07
1944,4.4984606262232774e-08,2.1207029021752533e-07
1945,6.099811145077183e-08,2.1131489802428405e-07
1946,3.201854070766785e-08,1.9071913470725121e-07
1947,3.5762614203349585e-08,2.0384689491947938e-07
1948,3.370285384107774e-08,1.8156052306039783e-07
1949,2.1597418964347526e-08,1.5118192209229164e-07
1950,3.403315673722318e-08,1.5208567560875963e-07
1951,3.5182626589858046e-08,1.4499507017262658e-07
1952,2.6362009464264702e-08,1.4973620920955e-07
1953,4.417269394707546e-08,1.5298834910026926e-07
1954,3.518113089739927e-08,1.5147431042805692e-07
1955,2.1586897602787758e-08,1.2858282616434735e-07
1956,2.9651880950609666e-08,1.3256135389383417e-07
1957,2.47381048978923e-08,1.4666161973764247e-07
1958,2.4816730004317833e-08,1.6958098569830327e-07
1959,2.5577467255288866e-08,1.3873838611289102e-07
1960,3.391208380776334e-08,1.5225833749354933e-07
1961,3.543561177821175e-08,1.4591134345209866e-07
1962,2.663621678777872e-08,1.6806184532924817e-07
1963,2.133797494252576e-08,1.6553096315874427e-07
1964,3.224503331011874e-08,1.399312736793945e-07
1965,3.0643441562006046e-08,1.658029162854291e-07
1966,3.323444985880997e-08,1.5509409934111318e-07
1967,3.3526280418527676e-08,1.385424326372231e-07
1968,2.784677910483424e-08,1.720212310374336e-07
1969,3.088395317263348e-08,1.1354394757745467e-07
1970,3.4030566808951335e-08,1.3336303084088286e-07
1971,3.0316545718278576e-08,1.2537689997316193e-07
1972,3.283293992240033e-08,1.205584538865878e-07
1973,4.465695013777804e-08,1.069561506028549e-07
1974,2.5877628928583363e-08,1.3951417088264861e-07
1975,2.1703623787061588e-08,9.423942515240924e-08
1976,2.856763359204706e-08,9.084507723855495e-08
1977,1.9981058585472056e-08,9.461619043804603e-08
1978,2.1386128423728223e-08,1.1049500159288073e-07
1979,3.5697038214266286e-08,1.0826150997900186e-07
1980,3.240536017301565e-08,1.2507331348388107e-07
1981,3.0362638625547334e-08,1.1196222970966119e-07
1982,2.9175261317959666e-08,9.807853729171256e-08
1983,2.2103606056589342e-08,1.0483424972562716e-07
1984,2.3775934110403796e-08,1.2351888756256812e-07
1985,3.549179083961462e-08,1.0707693576250676e-07
1986,1.7384007122700496e-08,1.0490349211522698e-07
1987,2.4443266966045485e-08,1.1060578231081308e-07
1988,2.5185526553173077e-08,7.855485506524928e-08
1989,2.798942233539492e-08,8.890757641211167e-08
1990,2.45189291092629e-08,9.589625449279993e-08
1991,2.4032006606944378e-08,8.792197547791147e-08
1992,2.5345743281945943e-08,8.815910490511669e-08
1993,2.2710750613441633e-08,8.696555653386895e-08
1994,2.8484603120659813e-08,8.28163493338252e-08
1995,2.0063067651676647e-08,8.730145850677218e-08
1996,1.7081895009596337e-08,7.473329333151923e-08
1997,1.8220598363427598e-08,9.685686563898344e-08
1998,2.43174582692518e-08,8.487270264367908e-08
1999,2.6050146928469076e-08,7.495130205370515e-08
2000,2.385736941334926e-08,8.570981435696012e-08
2001,3.5487815353008045e-08,8.850047805708527e-08
2002,2.541108479192644e-08,8.893879765992097e-08
2003,2.541822929913451e-08,8.708868648454882e-08
2004,2.114299846311951e-08,7.179809813351312e-08
2005,2.2068373795036678e-08,9.097573894223387e-08
2006,3.211954080484247e-08,9.059358063723266e-08
2007,2.5165221018141892e-08,9.746529627818745e-08
2008,2.8950589481269162e-08,1.0771322678237993e-07
2009,3.147006921722095e-08,9.822476698673199e-08
2010,2.220182793166714e-08,1.0675772443846654e-07
2011,2.4855816960211996e-08,1.1739594185655733e-07
2012,3.3702100665777834e-08,1.4093606637288758e-07
2013,2.7612337305527035e-08,1.4587124042009236e-07
2014,3.594638897652658e-08,2.0052021909577888e-07
2015,3.3913604369217865e-08,1.7577443145455618e-07
2016,3.728412067971476e-08,1.764781671909077e-07
2017,2.440143020976393e-08,9.50901082319433e-08
2018,2.5556520455438658e-08,1.4146436910777993e-07
2019,3.7244422657067844e-08,1.2168212037977355e-07
