year,ait_VERB eu_VERB,ait_VERB vu_VERB
1901,7.830381946405396e-06,6.784729293940472e-07
1902,7.012376499915263e-06,5.543710699384974e-07
1903,7.723395356151741e-06,6.215653343133454e-07
1904,7.667978024983313e-06,6.949390467525518e-07
1905,8.151419024216011e-06,7.121847716007323e-07
1906,8.034186976146884e-06,7.320174404412683e-07
1907,8.132377843139693e-06,7.266837656061398e-07
1908,7.933857887110207e-06,7.322881288018834e-07
1909,7.829549758753274e-06,6.150099807200604e-07
1910,7.858573553676251e-06,6.963428518247383e-07
1911,7.935869689390529e-06,6.772836513846414e-07
1912,7.968851605255622e-06,6.319028216239531e-07
1913,7.606608505739132e-06,6.485556696134154e-07
1914,7.896130227891263e-06,6.18779097294464e-07
1915,7.742316483927425e-06,6.550103535118978e-07
1916,7.531905339419609e-06,6.966050705159432e-07
1917,7.3650508056744e-06,7.44620194836898e-07
1918,6.88723139319336e-06,6.39791153389524e-07
1919,7.509000170102809e-06,6.776976420042047e-07
1920,7.20346406524186e-06,7.261770065269957e-07
1921,7.075975190673489e-06,6.421689704438904e-07
1922,7.338832347159041e-06,7.245132565003587e-07
1923,7.5744787864096e-06,7.07022138612956e-07
1924,7.679540431126952e-06,6.832560757175088e-07
1925,7.552449005743256e-06,7.247799089782347e-07
1926,7.199290848802775e-06,7.010921194705588e-07
1927,7.366292720689671e-06,6.979414592933608e-07
1928,7.257821380335372e-06,5.461647560878191e-07
1929,7.368264959950466e-06,6.829068865954468e-07
1930,7.469112460967153e-06,6.554248557222309e-07
1931,7.056494268908864e-06,6.113270956120687e-07
1932,6.9878005888313055e-06,5.775675617769593e-07
1933,6.967280114622554e-06,6.847985218882968e-07
1934,7.19254239811562e-06,5.930882025495521e-07
1935,6.73575050313957e-06,5.505410740624939e-07
1936,6.730429049639497e-06,6.074482143958448e-07
1937,6.688401754217921e-06,5.086811825094628e-07
1938,6.787289748899639e-06,5.743589781559422e-07
1939,6.773735094611766e-06,6.652911679339013e-07
1940,6.998760909482371e-06,6.08587924944004e-07
1941,6.378197213052772e-06,5.991550438011473e-07
1942,6.632787062699208e-06,7.888950790402305e-07
1943,6.900990229041781e-06,7.170991125349246e-07
1944,6.879431566630956e-06,5.655207360177883e-07
1945,7.267489309015218e-06,7.42869872283336e-07
1946,6.7294618020241614e-06,6.501155667137937e-07
1947,7.443391950801015e-06,6.723371370753739e-07
1948,6.802540156058967e-06,6.620979888793954e-07
1949,6.535182365041692e-06,6.047276883691666e-07
1950,6.725802450091578e-06,6.094061859585054e-07
1951,6.873405709484359e-06,6.492793431789323e-07
1952,6.607373961742269e-06,5.472753059621027e-07
1953,6.921106887602946e-06,6.173403335196781e-07
1954,6.805594239267521e-06,6.195787705109979e-07
1955,6.97632231094758e-06,5.73460624764266e-07
1956,6.676906195934862e-06,6.183289542605053e-07
1957,6.520258011732949e-06,6.158021506053046e-07
1958,6.1859836932853796e-06,6.038737865310395e-07
1959,6.446296993090073e-06,5.689049089596665e-07
1960,6.403847237379523e-06,5.702766543436155e-07
1961,6.653557193203596e-06,5.787816803604073e-07
1962,6.317856787063647e-06,5.859967586729908e-07
1963,6.058045073586982e-06,5.825913831358775e-07
1964,6.785449841117952e-06,6.290823080234986e-07
1965,6.658382517343853e-06,6.544564143950993e-07
1966,6.1356331571005285e-06,6.353319008667313e-07
1967,6.8625340645667166e-06,6.157989105304296e-07
1968,6.290227702265838e-06,6.395775926648639e-07
1969,6.359823601087555e-06,5.368357847146399e-07
1970,6.257025233935565e-06,5.67942549878353e-07
1971,5.9230305851087905e-06,5.734451633543358e-07
1972,5.800144208478741e-06,5.376393801270751e-07
1973,5.803198291687295e-06,5.017015496378008e-07
1974,5.76677348362864e-06,4.4498273155113566e-07
1975,5.730328211939195e-06,4.951853043166921e-07
1976,5.745522685174365e-06,5.096466111353948e-07
1977,5.535928266908741e-06,4.83659164274286e-07
1978,5.679205514752539e-06,4.6158393729456293e-07
1979,5.5892196542117745e-06,4.51772336873546e-07
1980,5.461155524244532e-06,4.576546359658096e-07
1981,5.471600161399692e-06,4.598674365752231e-07
1982,5.613444500340847e-06,4.3328367382855504e-07
1983,5.172875262360321e-06,4.351252869128075e-07
1984,5.404675903264433e-06,3.949124902646872e-07
1985,5.015772330807522e-06,3.9762838355272834e-07
1986,5.4621750678052194e-06,4.627742669072177e-07
1987,5.293800768413348e-06,4.3814557670884824e-07
1988,5.27336942468537e-06,4.0476737694916665e-07
1989,5.2987820708949585e-06,3.918519269063836e-07
1990,5.081411927676527e-06,4.021104302864842e-07
1991,5.071925897937035e-06,4.331622847075778e-07
1992,5.323156983649824e-06,4.292246558179613e-07
1993,5.047325885243481e-06,3.9217587755047134e-07
1994,5.008015250496101e-06,4.124992472043232e-07
1995,4.92846538691083e-06,4.1102177306129306e-07
1996,5.07545792061137e-06,4.16371193523446e-07
1997,4.713860562333139e-06,3.7400175756374665e-07
1998,4.813903160538757e-06,3.762054063827236e-07
1999,4.832073500438128e-06,3.852679526517022e-07
2000,4.490487299335655e-06,3.954138207973301e-07
2001,4.602462922775885e-06,4.021952406674245e-07
2002,4.4171474655740894e-06,4.017580010895472e-07
2003,4.618617367668776e-06,4.154422015290038e-07
2004,4.397743396111764e-06,4.034788787521393e-07
2005,4.226768851367524e-06,3.9002472362881235e-07
2006,4.360845196060836e-06,4.216719275973446e-07
2007,4.67394056613557e-06,4.2700986568888766e-07
2008,4.595054633682594e-06,4.2574396275085746e-07
2009,4.57317355539999e-06,4.0624999542160367e-07
2010,4.647267360269325e-06,4.095528538528015e-07
2011,4.265640654921299e-06,4.240784789999452e-07
2012,4.672677277994808e-06,5.150634478923166e-07
2013,5.087642875878373e-06,5.463895718094136e-07
2014,5.6167318689404055e-06,5.415778332462651e-07
2015,5.282764050207334e-06,5.842892960572499e-07
2016,5.3562780522042885e-06,5.698256586583739e-07
2017,4.757272563438164e-06,5.310455435392214e-07
2018,4.824245024792617e-06,5.547572072828189e-07
2019,5.032078661315609e-06,5.749926117459836e-07
