year,aient_VERB eu_VERB,aient_VERB vu_VERB
1871,1.6059219660746749e-06,1.338268305062229e-07
1872,1.718049134069588e-06,1.8021070502527436e-07
1873,1.6234043869189918e-06,1.7838293331351451e-07
1874,1.5169532616710057e-06,1.73263671854329e-07
1875,1.5139161178012728e-06,1.458989373759323e-07
1876,1.5846604810576537e-06,1.3966294432066206e-07
1877,1.6185663298529107e-06,1.2740720478632284e-07
1878,1.574994371367211e-06,1.7513356453946471e-07
1879,1.6709004739823285e-06,1.735048442697007e-07
1880,1.384971255902201e-06,1.5017759835700417e-07
1881,1.4865386219753418e-06,1.6315667039634718e-07
1882,1.6072755215645884e-06,1.6971232241758116e-07
1883,1.5198010032690945e-06,1.2133131122027407e-07
1884,1.477459818488569e-06,1.280729264863112e-07
1885,1.565644879519823e-06,1.340692250551001e-07
1886,1.5475405916731688e-06,2.1231896596418665e-07
1887,1.6048096540544066e-06,1.7040493105469068e-07
1888,1.6479257283208426e-06,1.7563502296980005e-07
1889,1.5525008620898006e-06,1.6101401456580788e-07
1890,1.608446495993121e-06,1.750021141333491e-07
1891,1.6088531538116513e-06,1.2748439814913581e-07
1892,1.5702623841207242e-06,1.2913135094549943e-07
1893,1.5999565903257462e-06,1.1393070309395625e-07
1894,1.5779054365339107e-06,1.4430524686304125e-07
1895,1.48900517160655e-06,1.2699275941940869e-07
1896,1.547970100546081e-06,9.258335609274582e-08
1897,1.4922213722456945e-06,1.6198264063405077e-07
1898,1.5407700857394957e-06,1.6296061744469625e-07
1899,1.4432507668971084e-06,1.5090289195995865e-07
1900,1.4820457181485835e-06,1.3860112346719689e-07
1901,1.4798980600971845e-06,1.6654442447361362e-07
1902,1.4033590787221328e-06,1.311045849661241e-07
1903,1.4629197266913252e-06,1.269051779217989e-07
1904,1.5371427934951498e-06,1.311408510673573e-07
1905,1.551324203319382e-06,1.5482277149203583e-07
1906,1.4763809303985909e-06,1.3271996124331054e-07
1907,1.5346245163527783e-06,1.4657103974968777e-07
1908,1.5333356486735283e-06,1.753365950207808e-07
1909,1.3900985322834458e-06,1.9693521835506544e-07
1910,1.4760544218006544e-06,1.4589531360797992e-07
1911,1.513646452622197e-06,1.2502879087605834e-07
1912,1.5039598793009645e-06,1.5367793082532444e-07
1913,1.4164285175866098e-06,1.4530192515849194e-07
1914,1.4016284239914967e-06,1.5938249475766497e-07
1915,1.7317720448772889e-06,1.73177198803387e-07
1916,1.6140581919898978e-06,1.4063951425669075e-07
1917,1.5276228850780171e-06,1.8423592962335533e-07
1918,1.492080286880082e-06,1.48174251535238e-07
1919,1.4962753311920096e-06,1.243059557509696e-07
1920,1.5470069456569036e-06,1.370573983194845e-07
1921,1.3797546216665069e-06,1.8401776458176755e-07
1922,1.4099234704190167e-06,1.7338147983991803e-07
1923,1.4458921668847324e-06,1.4862327191167424e-07
1924,1.3239698546385625e-06,1.4438619189149904e-07
1925,1.3923693131800974e-06,1.7707066035654861e-07
1926,1.4445395208895206e-06,1.850258968261187e-07
1927,1.3501711464414257e-06,1.79502521291397e-07
1928,1.3631266710945056e-06,1.4168291784244502e-07
1929,1.4259719591791509e-06,1.5262357067058474e-07
1930,1.3150511222193018e-06,1.4389937064152036e-07
1931,1.33556727632822e-06,1.5169123912528448e-07
1932,1.3491189747583121e-06,1.3041848490047414e-07
1933,1.2893024177174084e-06,1.1241248643045765e-07
1934,1.409033870913845e-06,1.605531707582486e-07
1935,1.3021492577536264e-06,1.3883209248888306e-07
1936,1.3143190926712123e-06,1.43071630986924e-07
1937,1.3271038596940343e-06,1.6872098740350339e-07
1938,1.2641083912967588e-06,1.4909996082224097e-07
1939,1.4116408237896394e-06,1.758815812991088e-07
1940,1.5087908877831069e-06,1.8257637179885933e-07
1941,1.360642727377126e-06,1.8299316195680149e-07
1942,1.5686874803577666e-06,1.153000468434584e-07
1943,1.5764567251608241e-06,1.6548440839869727e-07
1944,1.523050286778016e-06,1.4780655988033686e-07
1945,1.5467378489120165e-06,1.568522947081874e-07
1946,1.4380500488186954e-06,1.7401380603132566e-07
1947,1.3768606095254654e-06,1.8238932852909784e-07
1948,1.335067850050109e-06,1.511192380121429e-07
1949,1.3792896425002255e-06,1.4234662160106382e-07
1950,1.2411467196216108e-06,1.425138407284976e-07
1951,1.411569542142388e-06,1.3539980159293918e-07
1952,1.3339176803128794e-06,1.581720567855882e-07
1953,1.3531927152143908e-06,1.6483956244428555e-07
1954,1.3456782426146674e-06,1.338837449793573e-07
1955,1.3778072798231733e-06,1.482925995333062e-07
1956,1.2401463891364983e-06,1.7442283706259332e-07
1957,1.4127225540505606e-06,1.6786572132332367e-07
1958,1.3103233413858106e-06,1.5551817966752424e-07
1959,1.374982616653142e-06,1.7361675475058291e-07
1960,1.3585596434495528e-06,1.6333166286131018e-07
1961,1.299305836255371e-06,1.6050248063947947e-07
1962,1.3191269090384594e-06,1.4269402015543164e-07
1963,1.3048495475231903e-06,1.3643372653859842e-07
1964,1.3159623222236405e-06,1.496656238941796e-07
1965,1.4101456144999247e-06,1.603308703579387e-07
1966,1.3310396980159567e-06,1.4623157085225102e-07
1967,1.4460674719884992e-06,1.5185433710485086e-07
1968,1.3352979522096575e-06,1.7381779571223888e-07
1969,1.3384560588747263e-06,1.44882079666786e-07
1970,1.3304111234901939e-06,1.4439996220971807e-07
1971,1.2157448736616061e-06,1.4079209620376787e-07
1972,1.209688662129338e-06,1.5082632387475314e-07
1973,1.269690869776241e-06,1.394840580815071e-07
1974,1.184182792712818e-06,1.3107582219618052e-07
1975,1.2119760413042968e-06,1.3479093752266635e-07
1976,1.2169812180218287e-06,1.3541058763166802e-07
1977,1.203564920615463e-06,1.240000955249343e-07
1978,1.2207915460749064e-06,1.2178212216440443e-07
1979,1.2195512226753635e-06,1.3693617972876382e-07
1980,1.1989982340310235e-06,1.2677885763423546e-07
1981,1.1518825431267032e-06,1.341016542255602e-07
1982,1.234051410392567e-06,1.3470280180172267e-07
1983,1.2302235745664802e-06,1.3641083285165223e-07
1984,1.1632811265371856e-06,1.2293898521420488e-07
1985,1.0942300150418305e-06,1.1730337945436986e-07
1986,1.083802999346517e-06,1.2108860403259314e-07
1987,1.2007755003651255e-06,1.1488335616149925e-07
1988,1.1339483307892806e-06,1.421183242200641e-07
1989,1.0976244766425225e-06,1.3061730896879453e-07
1990,1.1398577726140502e-06,1.2804329685423e-07
1991,1.0779234571600682e-06,1.4008901416673325e-07
1992,1.126783558902389e-06,1.371976168229594e-07
1993,1.0181063316849759e-06,1.3681842858659365e-07
1994,1.0776675480883569e-06,1.28180715819326e-07
1995,1.0665960417099996e-06,1.2580085240188055e-07
1996,1.1135260820083204e-06,1.2437755003702478e-07
1997,1.0822076319527696e-06,1.309006165683968e-07
1998,1.0237173455607262e-06,1.0775971759358072e-07
1999,1.0721691978687886e-06,1.3253583119876566e-07
2000,1.0294013463862939e-06,1.2458848175356252e-07
2001,9.75695911620278e-07,1.2661702442073874e-07
2002,1.0164434343096218e-06,1.2398857052176027e-07
2003,1.0354802952861064e-06,1.1292360824199932e-07
2004,1.0144234465769841e-06,9.206013373841415e-08
2005,1.0043361271527829e-06,1.2475386768073804e-07
2006,9.084064913622569e-07,1.0212367129724953e-07
2007,9.379037919643451e-07,1.4539905635047035e-07
2008,9.366367521579377e-07,1.068617336841271e-07
2009,8.868838108355703e-07,1.282643751210344e-07
2010,8.554789019399323e-07,1.0534058247912981e-07
2011,7.410857847389707e-07,9.598169725677508e-08
2012,8.020419386411959e-07,1.0348928469738894e-07
2013,8.646287597002811e-07,1.0403436334627258e-07
2014,9.478153515374288e-07,1.1628440432787102e-07
2015,8.278909149339597e-07,1.0750390799785237e-07
2016,8.519421612618316e-07,1.1392370424800902e-07
2017,7.841160254429269e-07,1.358430097297969e-07
2018,7.64888568483002e-07,1.0661457849892031e-07
2019,8.489687388646416e-07,9.948852408570019e-08
