year,tout_ADV eu_VERB,tout_ADV vu_VERB
1927,9.811317980279455e-08,4.660375907405978e-07
1928,9.940655854023817e-08,4.330469494107092e-07
1929,1.0360577906709523e-07,4.924059453514928e-07
1930,9.033099068744832e-08,4.2959737811543164e-07
1931,9.808606993289004e-08,3.832199695352756e-07
1932,9.206010798123998e-08,3.81391885184712e-07
1933,9.63535633502488e-08,3.3953159572774894e-07
1934,8.866369327620305e-08,4.229497676533356e-07
1935,6.941604713261995e-08,3.62639013928856e-07
1936,8.972288689790275e-08,3.6859131569144665e-07
1937,9.31742745180486e-08,3.8780643762947875e-07
1938,6.741911340313322e-08,3.5395035524743435e-07
1939,5.964679683501117e-08,3.3646909969320404e-07
1940,5.3251442144741645e-08,3.448664642746735e-07
1941,4.132103814669108e-08,3.630348146543838e-07
1942,5.4615812983271894e-08,4.247896470133128e-07
1943,6.967764698551093e-08,4.703240961134725e-07
1944,5.462416652335378e-08,4.6269880726867996e-07
1945,7.406914015462007e-08,5.010559220863797e-07
1946,5.0115976257814054e-08,4.5939643200654245e-07
1947,5.722018148190955e-08,5.114053465149482e-07
1948,6.523132833891054e-08,3.9030078369250987e-07
1949,5.890205123648684e-08,3.7402801922326034e-07
1950,8.614642865722999e-08,3.9244483218681125e-07
1951,6.290226917116115e-08,4.723000870399119e-07
1952,5.377850120780181e-08,3.9332118717538833e-07
1953,4.5250076685654506e-08,4.557329020826728e-07
1954,3.8112889733099564e-08,3.6842462236563733e-07
1955,4.3173796981932355e-08,3.7542432096415723e-07
1956,6.192010415517757e-08,4.561157140869909e-07
1957,5.3893730811438445e-08,4.0464473727297445e-07
1958,3.6397871050475317e-08,4.119577283745457e-07
1959,4.417926346977907e-08,3.8288695236587955e-07
1960,3.737250153790228e-08,4.540066811387078e-07
1961,3.821487437605242e-08,4.495458938436059e-07
1962,3.995432679149147e-08,4.356924137027818e-07
1963,3.879631771397385e-08,4.1188758359567146e-07
1964,2.7377857980681597e-08,4.0823428548719676e-07
1965,4.1587528087916326e-08,3.945343394207157e-07
1966,2.6033652122947615e-08,4.198618626105599e-07
1967,4.634515526902305e-08,4.5753515109936416e-07
1968,4.311759127517689e-08,4.747426487483608e-07
1969,3.951329308193863e-08,3.828701835573156e-07
1970,1.3244328123107607e-07,3.867527595957654e-07
1971,4.419021726320693e-08,4.0696107816984295e-07
1972,3.693705741270037e-08,3.657794707123685e-07
1973,3.032262108071393e-08,3.4457522701814014e-07
1974,2.5877630038806387e-08,3.099690104590991e-07
1975,2.9699696924012642e-08,3.215563424419088e-07
1976,2.9710340410105118e-08,3.7137925801289384e-07
1977,2.7620874920586402e-08,3.2909977676354174e-07
1978,3.3267311683182754e-08,3.9089090364541335e-07
1979,3.2771050317847994e-08,3.850598488952528e-07
1980,2.5014663673772475e-08,4.059197635797318e-07
1981,2.71998629175485e-08,3.9597941281499516e-07
1982,3.662426317774248e-08,3.873481375649135e-07
1983,2.5261264524623073e-08,3.9281266595025954e-07
1984,3.0734745637417404e-08,4.175286107965803e-07
1985,2.9476234120195954e-08,4.656041880934936e-07
1986,2.8174080901610665e-08,4.699676594555058e-07
1987,2.7498676447024195e-08,4.1859095745166996e-07
1988,4.0176910465206106e-08,3.9637220083932334e-07
1989,1.9208427959327423e-08,4.846011734116473e-07
1990,2.996758002860034e-08,4.239050497290009e-07
1991,3.223805933316726e-08,4.1147484353132313e-07
1992,2.2039776725879534e-08,4.540193856428232e-07
1993,2.381859270927933e-08,4.658473358176707e-07
1994,4.008944287647864e-08,4.879307198280003e-07
1995,3.361919603817043e-08,4.5223239908409596e-07
1996,3.149474281372022e-08,4.0142452917280025e-07
1997,3.931813552515706e-08,4.411302825246821e-07
1998,3.385371882824728e-08,4.6632302996840735e-07
1999,3.4276508575903364e-08,4.5336395260164863e-07
2000,3.534425063733693e-08,4.519646097378427e-07
2001,3.548781690732028e-08,4.473217245504202e-07
2002,3.8554747616714735e-08,4.5564704009848356e-07
2003,3.375207474620723e-08,5.008641323911434e-07
2004,2.6869227065517975e-08,4.572173395445134e-07
2005,3.693074746013991e-08,4.724433324554411e-07
2006,3.541385246164097e-08,5.48091122709593e-07
2007,3.874645174151148e-08,6.08359243869927e-07
2008,3.7891212917307016e-08,6.220119530553347e-07
2009,4.482101112479597e-08,6.632556051044958e-07
2010,5.5740756010891346e-08,8.493379937135614e-07
2011,5.850677184393582e-08,9.754952543516993e-07
2012,5.685102166808065e-08,1.150637444879976e-06
2013,5.3830113311281735e-08,1.233351099472202e-06
2014,6.474681316093189e-08,1.350155116597307e-06
2015,5.763095974054e-08,1.3040113344686688e-06
2016,6.193306623103467e-08,1.2786382512786076e-06
2017,7.722926770314942e-08,1.311136657022871e-06
2018,6.660183982099e-08,1.4520750255542225e-06
2019,6.938686369917235e-08,1.386461804031569e-06
