year,petit_ADJ air_NOUN,petit_ADJ verre_NOUN
1945,6.949427984181966e-07,5.533400440072e-07
1946,5.763337185271666e-07,3.8700670756952604e-07
1947,6.067723461455898e-07,3.981570841915527e-07
1948,5.490303465194302e-07,4.5227054101815156e-07
1949,5.340452275959251e-07,3.3083318839999265e-07
1950,5.860084115738573e-07,4.2966860291926423e-07
1951,4.925567509417306e-07,4.2219150486744184e-07
1952,6.284703317760432e-07,3.912122394922335e-07
1953,5.45155671716202e-07,3.9001255913717614e-07
1954,5.453075004879793e-07,3.967649604419421e-07
1955,4.786659815181338e-07,3.1535643074676045e-07
1956,5.939097604823473e-07,4.944887450619717e-07
1957,4.5500445366997155e-07,3.1894487051431497e-07
1958,5.037796313445142e-07,3.383347575436346e-07
1959,4.642697888357361e-07,3.1002991818240844e-07
1960,5.30135821463773e-07,3.8133791235850367e-07
1961,4.995726499146258e-07,3.3212199923582375e-07
1962,5.12430062826752e-07,4.0778780885375454e-07
1963,5.619000376100303e-07,3.562795427569654e-07
1964,5.262632498670428e-07,3.5165336953468795e-07
1965,4.4925477027391025e-07,3.075288361742423e-07
1966,5.450449407362612e-07,3.8053443063290615e-07
1967,4.881032396042428e-07,4.16613346487793e-07
1968,5.308853587848716e-07,3.1350083418146824e-07
1969,4.051248083669634e-07,3.215564561287465e-07
1970,4.115858871500677e-07,2.6396682528684323e-07
1971,5.503223974301363e-07,2.8620874559237564e-07
1972,4.663303627694404e-07,2.4778609031272936e-07
1973,3.5284503496768593e-07,3.114960236416664e-07
1974,3.707251607920625e-07,2.9309228466445347e-07
1975,3.3697733670123853e-07,2.1018246343373903e-07
1976,3.548100266925758e-07,2.9424663239296933e-07
1977,3.196969373675529e-07,2.409480543974496e-07
1978,4.199998215881351e-07,2.5128701963694766e-07
1979,3.979342011461995e-07,2.3583451991271431e-07
1980,4.2922889065266645e-07,2.592428813841252e-07
1981,4.611325721270987e-07,3.47905228181844e-07
1982,3.929349077225197e-07,2.9858085781597765e-07
1983,4.117586058782763e-07,2.412450612609973e-07
1984,4.2564721525195637e-07,3.3286309530922153e-07
1985,3.9221438896674954e-07,2.743094569268578e-07
1986,4.615753823600244e-07,2.6076011749864847e-07
1987,3.941476904856245e-07,2.499324125437852e-07
1988,3.747846051282977e-07,3.466008138275356e-07
1989,3.7154586607357487e-07,3.084324760038726e-07
1990,4.5278289917405345e-07,3.1493203778154566e-07
1991,3.9330430467998667e-07,2.866256352263008e-07
1992,4.176537800049118e-07,3.80186151005546e-07
1993,4.292885762424703e-07,3.1573483738611685e-07
1994,4.436213316694193e-07,2.742961839885538e-07
1995,4.408452412008046e-07,2.8142520136498206e-07
1996,4.4359546791383764e-07,2.823850877575751e-07
1997,3.8263257806647744e-07,2.46457574348824e-07
1998,3.943242745663156e-07,2.5652533963693713e-07
1999,3.3453872561040043e-07,2.8335247748145775e-07
2000,3.591859467633185e-07,3.203072935775708e-07
2001,3.456776198618172e-07,2.203749573936875e-07
2002,4.0219612174041686e-07,2.9879930707465974e-07
2003,3.8544035874110705e-07,3.8294021464935213e-07
2004,4.052407973631489e-07,2.885138314923097e-07
2005,4.3055845821982075e-07,3.1210984730023483e-07
2006,4.513207443324063e-07,3.491970517188747e-07
2007,5.752050356022664e-07,3.583048169275571e-07
2008,7.322796022890543e-07,6.04556419148139e-07
2009,6.565800845237391e-07,5.245011607257766e-07
2010,9.334215178569139e-07,6.693614977848483e-07
2011,1.2106695521652e-06,9.770247970664059e-07
2012,1.2772756008416764e-06,1.2139564660174074e-06
2013,1.3507732319339993e-06,1.0989152769980137e-06
2014,1.340627136414696e-06,1.2234764881213778e-06
2015,1.4882086816214724e-06,1.1876411463163095e-06
2016,1.5145637917157728e-06,1.3324930705493898e-06
2017,1.3669831560036982e-06,1.0630973292791168e-06
2018,1.495701781095704e-06,1.1926375691473368e-06
2019,1.5211539903248195e-06,1.2698817499767756e-06
