year,pouvant_VERB ôter_VERB,pouvant_VERB voter_VERB
1858,9.787352039936081e-10,9.787352039936081e-10
1859,1.018434669930457e-09,2.036869339860914e-09
1860,1.373155145145688e-09,9.154367819341758e-10
1861,2.357981809808507e-09,8.488735048217677e-09
1862,8.132375661773494e-09,9.035972525772706e-10
1863,8.990317823531768e-09,8.990317823531768e-09
1864,4.794727948009836e-10,6.233146443435089e-09
1865,5.177528628053096e-09,5.177528628053096e-09
1866,1.4596839292835284e-09,1.0704348518686402e-08
1867,6.308654931785895e-09,4.85281148598915e-10
1868,4.93987406535723e-10,9.385760613156435e-09
1869,3.4184632902167778e-09,2.9301114867763545e-09
1870,4.013834153937523e-09,1.0894693147633916e-08
1871,0.0,4.248470908407853e-09
1872,0.0,4.23313739617015e-09
1873,1.1972008939764578e-09,9.577607151811662e-09
1874,9.559374625212058e-09,1.0156835372754358e-08
1875,2.8607636259891933e-09,1.2015206607429718e-08
1876,1.9951848173604958e-08,9.069021977836655e-09
1877,7.421779191219002e-09,9.895705588292003e-09
1878,2.4156354694326865e-09,5.435179861734696e-09
1879,6.10932526790009e-10,7.94212251520321e-09
1880,3.2089231272180996e-09,3.2089231272180996e-09
1881,4.183504653809678e-09,7.669758161910067e-09
1882,2.6621540527571597e-09,1.3310770263785798e-08
1883,4.423537092179686e-09,2.5277355764075082e-09
1884,0.0,5.281357573494461e-09
1885,6.445635691854079e-10,1.6114089618213256e-08
1886,6.453463874400711e-10,2.5813855497602844e-09
1887,6.528924623161458e-10,1.0446279397058333e-08
1888,0.0,1.2047167707862627e-08
1889,1.2530273485467092e-09,2.5060546970934183e-09
1890,2.6217545912032847e-09,1.9663159989136147e-09
1891,6.374220040683554e-10,4.461953917456185e-09
1892,6.268512375839919e-10,8.149066310636499e-09
1893,8.005941687372342e-09,1.1700991287000306e-08
1894,1.2603078580752936e-09,0.0
1895,6.018614495673091e-10,1.0833506536300774e-08
1896,3.5382172747233653e-09,1.592197840238896e-08
1897,2.9133566670225264e-09,5.2440420894583895e-09
1898,5.6583548957434e-10,9.05336783318944e-09
1899,5.527578395003729e-10,1.2713430308508578e-08
1900,5.191053142894475e-10,1.245852754294674e-08
1901,3.912117296778206e-09,6.706486921359556e-09
1902,9.820567692386817e-10,1.2275709337927765e-08
1903,1.6200660812870638e-09,4.320176216765503e-09
1904,0.0,3.2247751136083025e-09
1905,9.805441791854719e-09,6.708986699521802e-09
1906,0.0,1.5432553013283723e-08
1907,5.142843373384665e-10,6.1714118260169926e-09
1908,0.0,1.1296195090437777e-08
1909,3.300590023513905e-09,7.701377313651392e-09
1910,2.137660271017694e-09,2.67207544979442e-09
1911,1.0640748282497725e-09,4.788336838146279e-09
1912,5.209421227725386e-10,3.646594803896619e-09
1913,2.6514948014977335e-09,5.833288518886093e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,3.534228465440492e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,6.57985488317081e-09
1918,1.1486376294556067e-09,0.0
1919,0.0,1.5653341733923298e-08
1920,7.572231730534895e-10,1.514446346106979e-09
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,0.0,6.640141769764796e-09
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,2.578324886925998e-09,5.156649773851996e-09
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,0.0,7.802296586589819e-09
1927,3.3447675740205796e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,2.2280812750352652e-09,8.912325100141061e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,1.0264820993199919e-08
1932,0.0,1.6439305028370654e-08
1933,1.1470662197865522e-09,8.02946331646126e-09
1934,0.0,5.990790086229936e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,2.424942913137329e-09,1.091224355320719e-08
1937,0.0,5.0364472592434595e-09
1938,1.2965214457594243e-09,0.0
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,0.0,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,2.178504132643866e-08
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,0.0,9.536696765621855e-09
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,5.890204768377316e-09
1950,2.1270722960764488e-09,9.571825110299415e-09
1951,0.0,3.1984206394497505e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,0.0,5.386913581872932e-09
1954,0.0,1.9545072227344917e-09
1955,2.815682353940474e-09,4.6928039232341234e-09
1956,0.0,5.232684952005684e-09
1957,0.0,4.417518795207798e-09
1958,0.0,4.1361216673863055e-09
1959,7.750747821333448e-10,3.8753737996444215e-09
1960,0.0,4.844583401109048e-09
1961,6.948159270159238e-10,1.3896318540318475e-09
1962,1.2683912808952869e-09,8.244543714397423e-09
1963,1.2932106496776896e-09,1.2932106496776896e-09
1964,3.041984220075733e-09,6.6923653285755336e-09
1965,4.924839203113152e-09,3.830430195250756e-09
1966,5.539074754423723e-10,5.539074976468328e-09
1967,1.9721342336964653e-09,5.916402479044791e-09
1968,1.3474247273492779e-09,4.940557296606585e-09
1969,1.3625273131978588e-09,3.1792304344691047e-09
1970,2.2993624781975086e-09,4.1388523719376735e-09
1971,5.138397485282553e-10,5.652237344833111e-09
1972,1.0260293725750103e-09,2.565073486948677e-09
1973,5.513203782392395e-10,6.615844760915479e-09
1974,1.1251143350321513e-09,5.06301445213353e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,6.2848797277581525e-09,8.570290255249802e-09
1977,2.3507127355770763e-09,7.052138428775834e-09
1978,0.0,2.970295565063452e-09
1979,1.1703946700691858e-09,4.681578680276743e-09
1980,1.1370301367108482e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,8.223214109648325e-09
1982,0.0,1.8622506869903077e-09
1983,6.315316047889041e-10,1.89459470334441e-09
1984,1.1598016991243298e-09,5.219107812592938e-09
1985,2.4062232206745193e-09,4.812446441349039e-09
1986,0.0,3.5966913891627428e-09
1987,0.0,1.8332451112712533e-09
1988,5.996553809062277e-10,0.0
1989,0.0,1.0976243913773942e-08
1990,3.2691906959314565e-09,5.448650863826288e-09
1991,2.9307325455363298e-09,9.96449056600568e-09
1992,0.0,7.713921945651236e-09
1993,2.2156829704300662e-09,3.877445031719162e-09
1994,1.0549853213248639e-09,4.747434001473039e-09
1995,5.422450821690461e-10,3.795715741716776e-09
1996,0.0,3.2028553142993132e-09
1997,1.917957792585412e-09,5.753873377756236e-09
1998,4.768129224785866e-10,1.0489884516573511e-08
1999,4.570201161957499e-10,1.1425503210205079e-08
2000,1.3254094488601709e-09,1.0161472552283612e-08
2001,4.3812117822561447e-10,7.0099388516098315e-09
2002,4.38122149670761e-10,1.1391176002462089e-08
2003,1.2500769308587678e-09,9.167230530238157e-09
2004,0.0,7.047666006343434e-09
2005,4.5037495954858286e-10,1.0358624180639708e-08
2006,4.1178899179428186e-10,9.059357708451898e-09
2007,3.994479413904628e-09,1.078509459517818e-08
2008,4.257439678578834e-10,2.9802078582719105e-09
2009,1.907277002999308e-09,4.76819250749827e-09
2010,0.0,5.196172381261022e-09
2011,0.0,4.971163480860241e-09
2012,3.404252713057332e-10,3.063827413996023e-09
2013,5.578250084070646e-10,7.2517249982695375e-09
2014,1.9489005964601347e-09,3.031623174720721e-09
2015,3.32486305154589e-09,4.876465897751814e-09
2016,2.278474076078396e-09,2.278474076078396e-09
2017,2.0124890642847504e-09,3.018733707449428e-09
2018,2.0651733656507076e-09,2.8396134332808742e-09
2019,1.7856913725466939e-09,4.846876677788714e-09
