year,aurait_VERB eu_VERB,aurait_VERB vu_VERB
1881,7.058966730255634e-06,1.0891056945183664e-06
1882,7.249710961332312e-06,1.036908997775754e-06
1883,7.363293661910575e-06,1.037635456668795e-06
1884,7.100785296643153e-06,1.0153410130442353e-06
1885,6.989002940827049e-06,9.088346359931165e-07
1886,6.471533652074868e-06,8.996128713079088e-07
1887,7.072784228512319e-06,9.728097438710392e-07
1888,6.970237791392719e-06,9.910380640576477e-07
1889,6.842782568128314e-06,8.758661351748742e-07
1890,7.13641611582716e-06,9.543186934024561e-07
1891,6.896268587297527e-06,8.35660273423855e-07
1892,6.5618787630228326e-06,7.860714390517387e-07
1893,7.1259037213167176e-06,9.323842391495418e-07
1894,6.785497589589795e-06,8.948185836743505e-07
1895,7.204883331723977e-06,8.582544523960678e-07
1896,7.017464668024331e-06,9.358585089103144e-07
1897,6.821333499829052e-06,8.02921135800716e-07
1898,6.90036358719226e-06,9.098634450310783e-07
1899,6.875754934299039e-06,9.28633198782336e-07
1900,6.406278771464713e-06,7.049450232443633e-07
1901,6.6835727920988575e-06,8.768731163399934e-07
1902,6.115267296991078e-06,7.016795393610664e-07
1903,6.732454494340345e-06,8.327139653374616e-07
1904,6.660773124167463e-06,7.970569413373596e-07
1905,6.530940481752623e-06,7.777263704156212e-07
1906,6.702357950416626e-06,7.963197390381538e-07
1907,6.709353328915313e-06,7.673122581763892e-07
1908,6.6087650338886306e-06,8.506526114615554e-07
1909,6.6715929278871045e-06,7.354814783866459e-07
1910,6.6262123255000915e-06,8.064323537837481e-07
1911,6.437652700697072e-06,7.065456770760647e-07
1912,6.627425591432257e-06,7.241095545396092e-07
1913,6.22995230514789e-06,7.615093409185647e-07
1914,6.353200660669245e-06,6.388693236658582e-07
1915,6.8540471147571225e-06,6.243803909455892e-07
1916,6.512268555525225e-06,7.031975428617443e-07
1917,6.480060164903989e-06,7.018511496426072e-07
1918,6.057915015844628e-06,7.351280828515883e-07
1919,6.525602202600567e-06,6.482325147771917e-07
1920,6.436397143261274e-06,7.110325555004238e-07
1921,6.468641004175879e-06,7.307701253012056e-07
1922,6.283787570282584e-06,7.11232985395327e-07
1923,6.426895197364502e-06,7.059605309223116e-07
1924,6.448390649893554e-06,7.06461037225381e-07
1925,6.241466053324984e-06,7.830702770661446e-07
1926,6.00553948970628e-06,7.657396849936049e-07
1927,6.652742285950808e-06,7.603771337016951e-07
1928,6.122073045844445e-06,6.558547624990752e-07
1929,6.469233994721435e-06,7.341527634707745e-07
1930,6.096291599533288e-06,7.236982924041513e-07
1931,5.823575065733166e-06,6.432621262320026e-07
1932,5.829377641930478e-06,6.564762315974804e-07
1933,6.300834684225265e-06,5.872979045307147e-07
1934,6.077057605580194e-06,6.853463787592773e-07
1935,5.518576017493615e-06,6.738143838447286e-07
1936,5.694978426618036e-06,6.692842475786165e-07
1937,5.954339940217324e-06,6.509608283522539e-07
1938,5.8745386013470124e-06,6.249233592825476e-07
1939,5.940209121035878e-06,5.092919082017033e-07
1940,5.6218309509858955e-06,4.716556247785775e-07
1941,5.283189693727763e-06,6.02106524638657e-07
1942,5.692181275662733e-06,6.493212936220516e-07
1943,5.495824098034063e-06,6.532279144266795e-07
1944,6.0022316574759316e-06,5.655207360177883e-07
1945,6.080204911995679e-06,6.317661700450117e-07
1946,5.763336957897991e-06,6.16704937783652e-07
1947,5.831690032209735e-06,5.960435487395443e-07
1948,5.208721631788649e-06,6.207848173289676e-07
1949,5.215776582190301e-06,4.771065960085252e-07
1950,5.325125584931811e-06,6.22168670361134e-07
1951,5.352023890736746e-06,5.970384790998651e-07
1952,5.194370260142023e-06,5.314581130733131e-07
1953,5.1843658184225205e-06,5.473104351949587e-07
1954,5.525391770788701e-06,5.609435902442783e-07
1955,5.199626684770919e-06,5.171469865672407e-07
1956,5.284139660943765e-06,5.476877049659379e-07
1957,5.034204605181003e-06,5.539568519452587e-07
1958,5.170152235223213e-06,5.277691457195033e-07
1959,5.147271622263361e-06,4.797713017978822e-07
1960,4.924173026665812e-06,5.107575020701915e-07
1961,5.168040843273047e-06,4.7664372004874167e-07
1962,5.196598976908717e-06,5.010145400774491e-07
1963,4.975628144165967e-06,5.069385906608659e-07
1964,5.07646336700418e-06,5.122701054460777e-07
1965,5.1727224672504235e-06,5.537708034353273e-07
1966,5.007323579775402e-06,5.777254727945547e-07
1967,5.0353519327472895e-06,5.664955438078323e-07
1968,5.147611773281824e-06,5.708589583264256e-07
1969,5.070872703072382e-06,6.004203783049888e-07
1970,4.859012733504642e-06,5.127578219799034e-07
1971,4.710882876679534e-06,4.5680354787691613e-07
1972,4.70896202386939e-06,4.3606249278127507e-07
1973,4.6421178012678865e-06,4.228627403790597e-07
1974,4.396384156279964e-06,4.162922948580672e-07
1975,4.393270501168445e-06,4.2721870840978227e-07
1976,4.470263320399681e-06,3.7537870412052143e-07
1977,4.478695245779818e-06,4.0784865973364504e-07
1978,4.396631538838847e-06,4.164354550084681e-07
1979,4.579168944474077e-06,5.126328801452473e-07
1980,4.4702337618218735e-06,4.349140283466113e-07
1981,4.441800683707697e-06,4.3140246930306603e-07
1982,4.602242370310705e-06,4.494231689022854e-07
1983,4.576709670800483e-06,4.2123159005313937e-07
1984,4.491332219913602e-06,4.900161911791656e-07
1985,4.246984190103831e-06,4.1206573087038123e-07
1986,4.6331379053299315e-06,4.735643415187951e-07
1987,4.540336703939829e-06,4.607555865732138e-07
1988,4.394274583319202e-06,4.209580879432906e-07
1989,4.344397439126624e-06,4.5331890419220144e-07
1990,4.399240879138233e-06,4.4406505139704677e-07
1991,4.41895872427267e-06,4.4488521666607994e-07
1992,4.464707672013901e-06,4.198577414626925e-07
1993,4.555998202704359e-06,5.334256911737612e-07
1994,4.404563696880359e-06,4.562811568575853e-07
1995,4.369410817162134e-06,4.5277465687831864e-07
1996,4.325456302467501e-06,4.5480544486053986e-07
1997,4.314445959607838e-06,4.6558426447518286e-07
1998,4.479180461203214e-06,4.2388668930470885e-07
1999,4.356315912446007e-06,4.1223213997909625e-07
2000,4.2090587157872505e-06,4.5063922016197466e-07
2001,4.276500931155169e-06,4.63094096403438e-07
2002,4.160408025200013e-06,4.499514432154683e-07
2003,4.5394458538794424e-06,4.683621455114917e-07
2004,4.230361355439527e-06,4.83646090287948e-07
2005,4.210555289319018e-06,4.490238438847882e-07
2006,4.455145244719461e-06,4.7355734977827524e-07
2007,4.4586381591216195e-06,5.54034329525166e-07
2008,4.425182851264253e-06,5.066353310212435e-07
2009,4.530259502644185e-06,5.564480716202524e-07
2010,4.922664629702922e-06,6.136207275631023e-07
2011,4.709221684606746e-06,6.148947022666107e-07
2012,5.3177832342043985e-06,8.034036227400065e-07
2013,5.732488716603257e-06,8.091251970654412e-07
2014,6.191007742017973e-06,8.406258302784408e-07
2015,5.767307357018581e-06,8.487266995871323e-07
2016,6.086632765800459e-06,8.821837127470644e-07
2017,5.339888048183639e-06,7.363194640674919e-07
2018,5.94537596043665e-06,8.353626412826998e-07
2019,5.669060101354262e-06,8.351934184247511e-07
