year,petit_ADJ air_NOUN,petit_ADJ ver_NOUN
1954,5.453075004879793e-07,2.2476832617357445e-08
1955,4.786659815181338e-07,2.2525459719702212e-08
1956,5.939097604823473e-07,2.3547082061980973e-08
1957,4.5500445366997155e-07,2.2971097468627022e-08
1958,5.037796313445142e-07,1.819893508114845e-08
1959,4.642697888357361e-07,1.6276570757867148e-08
1960,5.30135821463773e-07,1.1765416696452036e-08
1961,4.995726499146258e-07,1.7370398230909245e-08
1962,5.12430062826752e-07,2.1562652219309086e-08
1963,5.619000376100303e-07,3.0390449268224984e-08
1964,5.262632498670428e-07,9.73434927109551e-09
1965,4.4925477027391025e-07,1.3680108601477059e-08
1966,5.450449407362612e-07,1.7171130961557424e-08
1967,4.881032396042428e-07,2.810291316324154e-08
1968,5.308853587848716e-07,3.1439911063468884e-08
1969,4.051248083669634e-07,2.0892086588508718e-08
1970,4.115858871500677e-07,1.7015282349763794e-08
1971,5.503223974301363e-07,2.4664308040378558e-08
1972,4.663303627694404e-07,6.156176346472364e-09
1973,3.5284503496768593e-07,2.4809417742410744e-08
1974,3.707251607920625e-07,1.7439271360331077e-08
1975,3.3697733670123853e-07,1.9990180621931586e-08
1976,3.548100266925758e-07,7.427584769459372e-09
1977,3.196969373675529e-07,1.2341241639735046e-08
1978,4.199998215881351e-07,2.3168306606535793e-08
1979,3.979342011461995e-07,1.1703946478647254e-08
1980,4.2922889065266645e-07,1.3644361362974422e-08
1981,4.611325721270987e-07,2.0874313388929977e-08
1982,3.929349077225197e-07,9.932003663948308e-09
1983,4.117586058782763e-07,1.0736036948344463e-08
1984,4.2564721525195637e-07,1.0438215014563212e-08
1985,3.9221438896674954e-07,2.2257564014083187e-08
1986,4.615753823600244e-07,1.1389522214244607e-08
1987,3.941476904856245e-07,2.0165695335805367e-08
1988,3.747846051282977e-07,7.795519785247507e-09
1989,3.7154586607357487e-07,8.780995486290522e-09
1990,4.5278289917405345e-07,1.1442166936159737e-08
1991,3.9330430467998667e-07,9.37834432335194e-09
1992,4.176537800049118e-07,1.1570883196032611e-08
1993,4.292885762424703e-07,1.6063701757662585e-08
1994,4.436213316694193e-07,1.7934750073944628e-08
1995,4.408452412008046e-07,1.2471636501310002e-08
1996,4.4359546791383764e-07,1.7081894787551732e-08
1997,3.8263257806647744e-07,2.205651428166533e-08
1998,3.943242745663156e-07,1.4304387563335297e-08
1999,3.3453872561040043e-07,2.6964186355948883e-08
2000,3.591859467633185e-07,1.1486881779099178e-08
2001,3.456776198618172e-07,1.664860407868396e-08
2002,4.0219612174041686e-07,1.0953053575235572e-08
2003,3.8544035874110705e-07,1.9584538435424292e-08
2004,4.052407973631489e-07,1.1011977996133737e-08
2005,4.3055845821982075e-07,1.5312749068741027e-08
2006,4.513207443324063e-07,1.8118715416903797e-08
2007,5.752050356022664e-07,1.757570977645173e-08
2008,7.322796022890543e-07,1.7881246705542253e-08
2009,6.565800845237391e-07,1.3350939020995156e-08
2010,9.334215178569139e-07,3.590082814364237e-08
2011,1.2106695521652e-06,2.1031845320873543e-08
2012,1.2772756008416764e-06,2.72340225648815e-08
2013,1.3507732319339993e-06,2.872798809949728e-08
2014,1.340627136414696e-06,7.124314567452661e-08
2015,1.4882086816214724e-06,2.9037137166953997e-08
2016,1.5145637917157728e-06,1.445795378141046e-07
2017,1.3669831560036982e-06,3.144514160169365e-08
2018,1.495701781095704e-06,3.123574743302271e-08
2019,1.5211539903248195e-06,3.086695210541279e-08
