year,tout_DET antre_NOUN,tout_DET ventre_NOUN
1858,7.046893601980742e-08,9.787352039936081e-10
1859,6.568903598846987e-08,2.036869339860914e-09
1860,6.087654663700093e-08,2.7463103458025273e-09
1861,5.800635555219813e-08,1.886385547766878e-09
1862,6.325181112210032e-08,4.066187830886747e-09
1863,6.592899493007565e-08,2.9967726078439227e-09
1864,4.890622662401256e-08,2.8768367688059016e-09
1865,6.636650340396955e-08,8.943004559114343e-09
1866,6.909170657820596e-08,9.731226158216089e-09
1867,5.192508290008391e-08,3.88224918879132e-09
1868,4.3470891220032115e-08,0.0
1869,5.371870959169911e-08,8.301982545866338e-09
1870,2.981705371496446e-08,5.734048791339319e-10
1871,5.735435792963983e-08,9.559059321873065e-09
1872,4.475031190054324e-08,1.8142017887967654e-09
1873,4.0704829895599204e-08,4.1902030178953e-09
1874,4.301718625754347e-08,5.974609140757536e-10
1875,3.604562226477981e-08,1.1443054281912168e-09
1876,3.9299096865619276e-08,1.269663130187837e-08
1877,3.5871931536313184e-08,1.6080521914041412e-08
1878,4.166971123709118e-08,1.2078177347163432e-09
1879,2.5659167013358797e-08,1.221865053580018e-09
1880,4.1074215584302465e-08,3.8507077526617195e-09
1881,6.344982012018718e-08,8.36700908557475e-09
1882,4.126338848386979e-08,5.989846618703609e-09
1883,4.9290843961991015e-08,6.319338941018771e-10
1884,4.2250860587955685e-08,1.7824581810543805e-08
1885,3.351730454292934e-08,7.734762663691441e-09
1886,4.2592862070645054e-08,1.0325542199041138e-08
1887,5.15785056887097e-08,1.1099172247952538e-08
1888,4.438430378783664e-08,5.706553452000662e-09
1889,3.821733551845341e-08,1.0024218788373673e-08
1890,2.94947390955258e-08,5.8989478302073906e-09
1891,5.099375988137922e-08,6.374220040683554e-10
1892,3.322311670217459e-08,5.641661138255927e-09
1893,2.709703228465088e-08,2.463366621796581e-09
1894,2.898708162391017e-08,1.0082463308691558e-08
1895,3.25005187207239e-08,2.4074457982692365e-09
1896,3.9510093363670507e-08,2.3588115349859606e-09
1897,4.4865694825979574e-08,1.7480140668268973e-09
1898,2.9423445124798775e-08,2.26334195829736e-09
1899,3.4823745664880335e-08,3.3165470370022376e-09
1900,3.3741843985524156e-08,4.671947717582725e-09
1901,3.129693859627025e-08,5.588738916095792e-10
1902,3.4371987589487674e-08,1.9641135384773634e-09
1903,3.672149784250678e-08,5.400220270956879e-09
1904,4.1384613957973215e-08,9.674325340824907e-09
1905,3.509316304217691e-08,1.5482277682110634e-09
1906,3.6523711499647504e-08,4.629765959496268e-09
1907,3.599990350267035e-08,3.08570607954195e-09
1908,3.241516655094756e-08,4.911389073214423e-09
1909,2.6404720854245056e-08,1.0451868703853506e-08
1910,2.9392829281604804e-08,1.6032452032632705e-09
1911,3.883873178622821e-08,9.044636040123066e-09
1912,3.7507832728600476e-08,3.6465947483854677e-09
1913,3.3408836808135334e-08,5.302989602995467e-09
1914,3.0805021311586245e-08,6.696743604095445e-09
1915,3.534228543156104e-08,9.424609315189514e-09
1916,3.076489329956189e-08,1.2086208478478966e-08
1917,4.934891040253575e-08,2.1932848870420685e-09
1918,4.824277954895706e-08,1.1486376294556067e-09
1919,4.327688707395083e-08,9.207848317149825e-09
1920,3.8618382713906385e-08,9.086677632552664e-09
1921,2.7261891522023518e-08,2.2718242842501013e-09
1922,3.467629533515648e-08,7.377935484775833e-10
1923,5.201814579081088e-08,8.492758496458919e-09
1924,3.996403552530836e-08,2.578324886925998e-09
1925,3.5194170022734284e-08,1.2097995494286806e-08
1926,3.566764272822098e-08,1.0031524610987219e-08
1927,3.233275180924977e-08,1.1149224876660924e-09
1928,3.770593770546782e-08,5.713020723163709e-09
1929,3.2307179376189765e-08,5.570203187588163e-09
1930,3.886333388436469e-08,0.0
1931,1.8248571542756054e-08,2.2810713318222042e-09
1932,3.287861050083052e-08,5.4797681947604815e-09
1933,2.7529588830788043e-08,3.4411986593596566e-09
1934,2.156684431042777e-08,1.1981580172459871e-09
1935,2.2739740757060645e-08,2.393656828303392e-09
1936,1.8187071404440758e-08,1.2124714565686645e-09
1937,3.5255132035949543e-08,3.777335333410292e-09
1938,2.2040864577910213e-08,0.0
1939,2.7529290846928234e-08,1.3764645423464117e-08
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,3.836953554881006e-08,0.0
1942,5.158160010232393e-08,1.2136847082899749e-08
1943,1.4516175816936538e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,3.267756198965799e-08,1.3071024707045353e-08
1946,1.8097434661967782e-08,6.960552134671616e-09
1947,2.622591699363852e-08,9.536696765621855e-09
1948,1.522064252412747e-08,4.348755133776194e-09
1949,1.2762110479513922e-08,9.817008317369869e-10
1950,2.2334258220624292e-08,1.0635361480382244e-09
1951,2.0256663457729474e-08,4.264560704569931e-09
1952,1.7926166662185494e-08,4.217921456550755e-09
1953,2.5857185836919427e-08,4.30953106533849e-09
1954,1.9545073115523337e-08,1.9545072227344917e-09
1955,1.783265535237888e-08,1.8771215692936494e-09
1956,2.0930740252111946e-08,2.616342476002842e-09
1957,1.5903067862588216e-08,2.6505113104313693e-09
1958,9.099467845885556e-09,3.3088973783179654e-09
1959,1.3951345856355601e-08,2.325224457422337e-09
1960,1.1073333361366622e-08,1.3841666701708277e-09
1961,4.86371165564492e-09,2.08444772553662e-09
1962,7.610347907416326e-09,3.170978146727066e-09
1963,3.879631726988464e-09,0.0
1964,8.517555549758526e-09,1.8251904432275978e-09
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,7.754704434148607e-09,2.7695373772118614e-09
1967,9.367637332502454e-09,4.930335584241163e-10
1968,1.3025106271324915e-08,3.5931326802796093e-09
1969,1.4987801166821413e-08,1.3625273131978588e-09
1970,2.6212733317265702e-08,3.219107425067591e-09
1971,9.24911525146399e-09,3.5968783507200897e-09
1972,8.721249500354133e-09,2.0520586896388693e-09
1973,2.205281512956958e-09,3.859242703185828e-09
1974,6.750686232237513e-09,3.375343005096454e-09
1975,2.8557400888473694e-09,2.8557400888473694e-09
1976,3.9994687561772935e-09,1.142705374768127e-09
1977,7.639816779203557e-09,4.7014254711541525e-09
1978,5.346532105932056e-09,3.5643548113029055e-09
1979,7.607565244427406e-09,4.0963813452421505e-09
1980,6.822180709242787e-09,1.1370301367108482e-09
1981,6.325549528618524e-10,7.590659656386833e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,4.4207211225000265e-09,2.5261264191556165e-09
1984,4.059306057957457e-09,4.059305780401701e-09
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,5.994485463567401e-10,2.3977941854269602e-09
1987,6.110816852533674e-10,2.4443267410134695e-09
1988,0.0,1.798966087207532e-09
1989,2.1952488715726304e-09,5.488122178931576e-10
1990,5.44865097484859e-10,2.179460389939436e-09
1991,5.861465202094962e-10,5.8614650910726596e-09
1992,1.1019888335184191e-09,3.305966445044106e-09
1993,0.0,2.2156830259412175e-09
1994,5.274926606624319e-10,0.0
1995,3.79571546416102e-09,2.7112254108452305e-09
1996,2.6690460952494277e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,4.291316413329582e-09
1999,9.140402323914998e-10,4.570201161957499e-10
2000,1.7672125984802278e-09,1.3254094488601709e-09
2001,8.762423564512289e-10,1.1391150911421732e-08
2002,8.76244299341522e-10,2.190610748353805e-09
2003,1.6667691671301554e-09,5.000307723435071e-09
2004,1.3214373761893938e-09,4.404791198453495e-09
2005,7.656374423348211e-09,3.15262471684008e-09
2006,4.941467679486777e-09,4.11788997345397e-09
2007,3.994479469415779e-10,1.5977917877663117e-09
2008,4.257439678578834e-10,2.9802078582719105e-09
2009,7.629108234041837e-09,5.245011758248097e-09
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,7.64794394481072e-10,4.206369197401472e-09
2012,3.404252713057332e-10,6.46808034909796e-09
2013,2.789125042035323e-10,2.2313000336282585e-09
2014,8.661780737106994e-10,6.063246349441442e-09
2015,1.10828768384863e-09,4.433150915805761e-09
2016,1.6570720351438695e-09,3.935546111222266e-09
2017,2.515611330355938e-10,2.264050280587071e-09
2018,0.0,8.002546736385341e-09
2019,1.2754939326953263e-09,2.806086474294034e-09
