year,auraient_VERB eu_VERB,auraient_VERB vu_VERB
1870,1.6949848031799775e-06,2.1789385584725096e-07
1871,2.039266064457479e-06,2.3791437797626713e-07
1872,1.8535095023253234e-06,2.896675539432181e-07
1873,1.7119972426371532e-06,2.0352415219804243e-07
1874,1.5808815305717872e-06,1.9118749605695484e-07
1875,1.695288460723532e-06,2.179901770205106e-07
1876,1.7557626961206552e-06,2.3458537157239334e-07
1877,1.4967254173825495e-06,1.8121511402569013e-07
1878,1.7012113175951527e-06,2.6994726454177e-07
1879,1.6800644289105549e-06,1.9610934032243676e-07
1880,1.5434919760082266e-06,1.8290862158210075e-07
1881,1.551382979414484e-06,1.854687070590444e-07
1882,1.6139308627316495e-06,2.063169404209475e-07
1883,1.6815761227917392e-06,2.3823908179565478e-07
1884,1.543476741971972e-06,1.9739073309210653e-07
1885,1.6081861531347386e-06,1.5920720386475296e-07
1886,1.5669010053898091e-06,1.8973183557591256e-07
1887,1.5924047147564124e-06,1.841156773707553e-07
1888,1.575008695908764e-06,1.8768218978948426e-07
1889,1.632068119761243e-06,1.9421923980189604e-07
1890,1.5750190414109966e-06,1.9073264923008537e-07
1891,1.5553097227893886e-06,1.5744323889066436e-07
1892,1.5896947616056423e-06,1.3289246680869837e-07
1893,1.6492239183207857e-06,1.8475249419225293e-07
1894,1.5564802424705704e-06,1.770732609429615e-07
1895,1.6316463415932958e-06,1.8236401899685006e-07
1896,1.722522142699745e-06,1.733726548991399e-07
1897,1.5644725408492377e-06,1.579039405896765e-07
1898,1.5639692492186441e-06,1.6748730047311255e-07
1899,1.525611651231884e-06,1.8849041794055665e-07
1900,1.508000991634617e-06,1.692283291276908e-07
1901,1.604526914888993e-06,1.939292388897229e-07
1902,1.2639070519071538e-06,1.2030194795897842e-07
1903,1.3921768413638347e-06,1.3662557307725365e-07
1904,1.3108710845699534e-06,1.2200399623907288e-07
1905,1.4522375977321644e-06,2.0384997867495258e-07
1906,1.4748377452633576e-06,1.4455159202952927e-07
1907,1.5119959471121547e-06,1.604567074764418e-07
1908,1.4518066109303618e-06,1.601112842308794e-07
1909,1.4011004623171175e-06,1.5512773643422406e-07
1910,1.5353745084212278e-06,1.3520701713787275e-07
1911,1.3694642575501348e-06,1.4737436515588342e-07
1912,1.2862061566920602e-06,1.6618054132777615e-07
1913,1.4238527228371822e-06,1.4477161869308475e-07
1914,1.4418088767342851e-06,1.727759837422127e-07
1915,1.6987859225991997e-06,1.8849219429739605e-07
1916,1.42946885262063e-06,1.5712070933204814e-07
1917,1.511173309154401e-06,1.4804672332502378e-07
1918,1.5230934877763502e-06,1.2175559049865115e-07
1919,1.5524432228630758e-06,1.5008792786375125e-07
1920,1.4288801821749075e-06,1.8021911785126576e-07
1921,1.3691527556147776e-06,1.1586303827471056e-07
1922,1.29335205656389e-06,1.2468710508528602e-07
1923,1.3386710406848579e-06,1.4225371103293583e-07
1924,1.3497531199391233e-06,1.5341032622018247e-07
1925,1.2229974117872189e-06,1.330779468844412e-07
1926,1.1547399481059983e-06,1.538167140324731e-07
1927,1.1662089036690304e-06,1.1149224832252003e-07
1928,1.1186094752702047e-06,1.4168291784244502e-07
1929,1.2755765510519268e-06,1.2588658648837736e-07
1930,1.1207345096408972e-06,9.768351105776674e-08
1931,1.1473788390503614e-06,1.1063195870519849e-07
1932,1.3151443454262335e-06,1.0849941389778905e-07
1933,1.1550956742212293e-06,1.204419532996326e-07
1934,1.1658077028187108e-06,1.3419369793155056e-07
1935,9.7421832379041e-07,9.454944205344873e-08
1936,1.064549906004686e-06,1.1882220007919386e-07
1937,1.1332006124575855e-06,8.561960385122802e-08
1938,1.1616832580330083e-06,1.0372171743711078e-07
1939,1.1852889656438492e-06,9.788192301130039e-08
1940,1.1791390761572984e-06,8.621661606866837e-08
1941,1.1422315537856775e-06,1.2986610897769424e-07
1942,9.224003747476672e-07,1.7598428314613557e-07
1943,1.080003471543023e-06,1.4225852851268428e-07
1944,1.1310414720355766e-06,1.34953822339412e-07
1945,1.2591752920343424e-06,1.4595977404496807e-07
1946,1.1944307516387198e-06,1.3085838190818322e-07
1947,1.051420781550405e-06,1.2397705972944095e-07
1948,1.0665321497072e-06,1.0763169200345146e-07
1949,1.0798709126902395e-06,1.3056620673523867e-07
1950,1.009295829135226e-06,1.0741715072981606e-07
1951,9.840473467193078e-07,1.0021717855579482e-07
1952,1.0323362857889151e-06,1.0333907596304925e-07
1953,1.007352807391726e-06,1.1635733443426943e-07
1954,9.752991445566295e-07,1.1042966008290023e-07
1955,9.920587444867124e-07,1.1356585360999816e-07
1956,8.773468493927794e-07,1.2645655544929468e-07
1957,1.0752240768852062e-06,1.0513694803648832e-07
1958,9.463446417612431e-07,1.1498418217570361e-07
1959,1.0068221172332414e-06,1.0928554416977931e-07
1960,9.22547087611747e-07,1.2042249863952748e-07
1961,9.887230589811224e-07,1.1464462801313857e-07
1962,1.05276478734595e-06,1.1478940820097705e-07
1963,9.899526958179194e-07,1.1574235259104171e-07
1964,9.825608913160977e-07,9.612669771286164e-08
1965,9.368138194076892e-07,1.088936656401529e-07
1966,9.516130603515194e-07,1.0690414598002462e-07
1967,9.855740472630714e-07,9.90997435224017e-08
1968,1.0734484021668322e-06,1.5091157479218964e-07
1969,1.119997477871948e-06,1.2035658869535837e-07
1970,1.0351729997637449e-06,1.0255156723815162e-07
1971,9.55741938923893e-07,9.917107490764465e-08
1972,9.311216331298056e-07,1.2722763642614154e-07
1973,8.887284366210224e-07,1.130206754851315e-07
1974,9.130303055826516e-07,9.5072159922438e-08
1975,9.69238158177177e-07,9.538172207612661e-08
1976,9.878688160824822e-07,9.084507723855495e-08
1977,8.685883585712872e-07,9.8729934450148e-08
1978,9.409896506440418e-07,1.0336628974982887e-07
1979,9.187598379867268e-07,1.0767630698182984e-07
1980,9.437350172447623e-07,1.279158965417082e-07
1981,8.912699058782891e-07,9.045535875884525e-08
1982,9.373328566653072e-07,1.185632925171376e-07
1983,9.201415309689764e-07,9.851893167933667e-08
1984,9.31320755626075e-07,1.0786155968389721e-07
1985,8.927088401833316e-07,9.504582010322338e-08
1986,9.399353189110116e-07,1.1149742817906372e-07
1987,8.903460297915444e-07,9.349550111892313e-08
1988,9.162734500023362e-07,1.27726593746047e-07
1989,8.94015101948753e-07,9.604213602187883e-08
1990,9.115593115893716e-07,1.0788328808075676e-07
1991,8.927011663217854e-07,9.905875941740305e-08
1992,9.322825462731998e-07,1.0138297312778377e-07
1993,9.200623480865033e-07,1.2574000152199005e-07
1994,8.534831295037293e-07,9.389369637347045e-08
1995,8.816904824016092e-07,1.0519554649590646e-07
1996,8.850556696415879e-07,1.1370136121513497e-07
1997,9.388403441334958e-07,1.1939287958284694e-07
1998,9.798505971048144e-07,1.0346840184638495e-07
1999,9.419184721082274e-07,1.0785674930957612e-07
2000,9.061382684194541e-07,1.5860733526551485e-07
2001,9.152351481134247e-07,1.1522587328727241e-07
2002,8.442613648185215e-07,1.0164433916770577e-07
2003,8.892213259059645e-07,1.3500830675639008e-07
2004,8.906487778403971e-07,1.1011977818498053e-07
2005,8.273387948065647e-07,1.3421173150618415e-07
2006,8.709337180334842e-07,1.0541798189933616e-07
2007,8.464302254651557e-07,1.438012589005666e-07
2008,8.75329590144247e-07,1.2005979499463137e-07
2009,8.620892231192556e-07,1.1157570156683505e-07
2010,8.76263584359549e-07,1.407690319865651e-07
2011,8.431858304902562e-07,1.2198471210922435e-07
2012,9.324248253506084e-07,1.5897860805580422e-07
2013,9.505338312010281e-07,1.455923239745971e-07
2014,1.0716788665376953e-06,1.5114807183636003e-07
2015,9.664269100539968e-07,1.5471695746782643e-07
2016,1.0338058018533047e-06,1.702641583278819e-07
2017,8.726655664759164e-07,1.3307584367794334e-07
2018,9.60047486842086e-07,1.734745609383026e-07
2019,9.920790944306646e-07,1.4617160104535287e-07
