year,ont_VERB ôté_VERB,ont_VERB oté_VERB,ont_VERB voté_VERB
2001,5.345078335494691e-08,0.0,1.1391150493977875e-06
2002,5.739400066318012e-08,1.752488598683044e-09,1.2232370014686467e-06
2003,4.50027677345588e-08,2.9168461535000745e-09,1.1021511383546567e-06
2004,5.594084839799507e-08,8.809582507929292e-10,1.1518528667819883e-06
2005,4.954124577238872e-08,1.8014998381943315e-09,1.3389647612882527e-06
2006,3.9943532925690306e-08,1.6471559671771274e-09,1.1381847617175644e-06
2007,5.911829603633123e-08,1.5977917877663117e-09,1.2119251188436042e-06
2008,5.61982034241737e-08,1.2772318758180745e-09,1.0937363096041874e-06
2009,5.197329855377575e-08,0.0,9.712808335393674e-07
2010,5.999217478347418e-08,0.0,8.243018781439737e-07
2011,5.7359578420346224e-08,3.82397197240536e-10,6.416624760419154e-07
2012,6.60425030218903e-08,3.404252713057332e-10,6.062974233778107e-07
2013,6.582335032589981e-08,0.0,6.152809723936059e-07
2014,7.016042502527853e-08,2.1654451842767486e-10,6.615434917645047e-07
2015,7.669351020922477e-08,2.2165753954528356e-10,5.663350370888054e-07
2016,6.628287962939794e-08,2.0713400439298368e-10,5.317129645465712e-07
2017,7.320429062929179e-08,0.0,6.611026711067503e-07
2018,6.221334558631497e-08,0.0,5.903814494501169e-07
2019,6.760117798876308e-08,7.65296326310505e-10,6.5075698452155e-07
