year,aurait_VERB omis_VERB,aurait_VERB vomi_VERB
1869,1.1232094010438232e-07,0.0
1870,7.282241654138488e-08,4.013834153937523e-09
1871,1.072738911034321e-07,1.0621176826930423e-08
1872,8.587221600464545e-08,0.0
1873,1.1493128226902627e-07,5.986004469882289e-10
1874,8.00597632633071e-08,7.766991494406739e-09
1875,8.696721209844327e-08,1.716458086775674e-09
1876,9.855003924030825e-08,9.069021977836655e-09
1877,9.586464955191332e-08,1.8554447978047506e-09
1878,8.394333406158694e-08,7.850815109122777e-09
1879,7.514469757552433e-08,6.10932526790009e-10
1880,8.471557322309309e-08,3.8507077526617195e-09
1881,6.693607446095484e-08,3.4862537301449947e-09
1882,9.650308641084848e-08,0.0
1883,7.58320695126713e-08,1.8958017378167824e-09
1884,6.337629088193353e-08,6.601696966868076e-10
1885,9.281715307452032e-08,0.0
1886,1.0196472999268735e-07,6.453463874400711e-10
1887,1.351487384226857e-07,7.1818169189441505e-09
1888,1.3759134276369878e-07,0.0
1889,1.171580592540522e-07,6.891650361495749e-09
1890,1.1601264304772485e-07,1.3108772956016423e-09
1891,1.0708689757166212e-07,6.374220040683554e-10
1892,1.0593785759738239e-07,2.5074049503359674e-09
1893,1.256317005982055e-07,3.079208221734575e-09
1894,1.4052432106836932e-07,8.822155450616265e-09
1895,8.064943557428705e-08,1.8055843487019274e-09
1896,1.3327284875686018e-07,1.7691086373616827e-09
1897,1.1012488698725065e-07,5.826713334045053e-09
1898,1.2844465402395144e-07,3.3950129374460403e-09
1899,1.6029977700782183e-07,4.4220627160029835e-09
1900,8.046132649042192e-08,3.114631885736685e-09
1901,7.153585812602614e-08,2.235495566438317e-09
1902,9.034922499040476e-08,1.9641135384773634e-09
1903,8.69435439199151e-08,3.2401321625741275e-09
1904,8.06193796165644e-08,5.374625189347171e-10
1905,1.0631163860352899e-07,3.096455536422127e-09
1906,8.230695414113143e-08,8.745113966313056e-09
1907,1.3319964864422218e-07,1.5428529565042481e-09
1908,1.0264803051995841e-07,4.4202499438483756e-09
1909,8.086446001698278e-08,4.950885035270858e-09
1910,8.764406800310098e-08,2.67207544979442e-09
1911,7.022893555586052e-08,0.0
1912,7.762037768088703e-08,5.730363294986773e-09
1913,8.484783364792747e-08,9.015082902408267e-09
1914,6.830678245250965e-08,1.3393487430235496e-09
1915,4.7123048574349014e-08,8.246533234057551e-09
1916,5.8233549538044826e-08,6.592477230782379e-09
1917,5.15421945124217e-08,0.0
1918,5.054005569604669e-08,0.0
1919,6.169258170984904e-08,9.207848372660976e-10
1920,7.117898093156327e-08,6.057785384427916e-09
1921,6.512562578109282e-08,7.572747429129834e-10
1922,6.418803621954794e-08,7.377935484775833e-10
1923,1.0191310195750702e-07,0.0
1924,8.121723737986031e-08,1.289162443462999e-09
1925,7.808706214973427e-08,2.1996355847875293e-09
1926,8.471064916193427e-08,1.1146138456652466e-09
1927,8.473411128306907e-08,2.2298449753321847e-09
1928,8.912311955100449e-08,0.0
1929,7.352668518478822e-08,4.4561625500705304e-09
1930,5.671945757512731e-08,0.0
1931,8.439963750106472e-08,1.1405356659111021e-09
1932,5.8085543486186e-08,0.0
1933,7.341223806633934e-08,1.1470662197865522e-09
1934,6.949316855298093e-08,0.0
1935,5.744776387928141e-08,2.393656828303392e-09
1936,6.183604739362636e-08,0.0
1937,5.0364473480613015e-08,1.2591118148108649e-09
1938,5.963998717106733e-08,1.2965214457594243e-09
1939,9.788192301130039e-08,3.058810094103137e-09
1940,5.325144059042941e-08,0.0
1941,7.37875680556499e-08,0.0
1942,6.371844563091145e-08,3.034211770724937e-09
1943,3.774205836748479e-08,0.0
1944,5.462416652335378e-08,0.0
1945,5.010559434026618e-08,2.178504043826024e-09
1946,4.872386583087973e-08,1.3921104269343232e-09
1947,8.344609625510202e-08,0.0
1948,3.913879709216417e-08,3.2615663503321457e-09
1949,3.7304630495782476e-08,0.0
1950,3.296961992305114e-08,4.2541445921528975e-09
1951,4.691016641800161e-08,0.0
1952,4.112473561690422e-08,3.1634410646574906e-09
1953,5.386913670690774e-08,1.0773827385790469e-09
1954,5.570345606997762e-08,0.0
1955,5.7252208307545516e-08,0.0
1956,4.883839466174322e-08,0.0
1957,5.566073824070372e-08,1.7670075402875796e-09
1958,4.384289198355873e-08,0.0
1959,4.8829711829512235e-08,1.5501495642666896e-09
1960,5.1906251741229426e-08,1.3841666701708277e-09
1961,4.933193054057483e-08,6.948159270159238e-10
1962,5.961439342172525e-08,2.5367825617905737e-09
1963,2.3277792138287623e-08,6.466053470433053e-09
1964,4.623815996751546e-08,5.475571551727398e-09
1965,5.855086371298057e-08,2.73602163147757e-09
1966,5.649856404943421e-08,1.1078149508847446e-09
1967,5.472672626183339e-08,1.4791006197611978e-09
1968,4.6710724177501106e-08,1.7965663401398047e-09
1969,4.7688455850902756e-08,2.2708788183223305e-09
1970,7.219998110485903e-08,4.5987250119061684e-10
1971,5.0356295133724416e-08,1.541519245584766e-09
1972,6.002272101568451e-08,2.0520587451500205e-09
1973,4.520827090459534e-08,1.102640756478479e-09
1974,3.3753430273009144e-08,1.1251143350321513e-09
1975,3.826691852282238e-08,1.1422960355389478e-09
1976,4.399415587386102e-08,5.713526873840635e-10
1977,3.761140376923322e-08,5.876781838942691e-10
1978,4.633661276898238e-08,2.970295565063452e-09
1979,4.6815785026410595e-08,1.1703946700691858e-09
1980,5.002932468300969e-08,1.1370301367108482e-09
1981,4.8706731092806876e-08,3.1627747087981106e-09
1982,6.579952582796977e-08,6.207502289967692e-10
1983,5.810090897284681e-08,0.0
1984,3.827345551599137e-08,2.3196033982486597e-09
1985,3.9702683807263384e-08,1.8046674155058895e-09
1986,4.435919365164409e-08,1.7983456945813714e-09
1987,4.827545296848257e-08,2.4443267410134695e-09
1988,5.336933028843305e-08,1.798966087207532e-09
1989,3.567279449612215e-08,1.6464366536794728e-09
1990,5.612110598463005e-08,5.44865097484859e-10
1991,5.2167038688821776e-08,2.9307325455363298e-09
1992,4.628353167390742e-08,2.2039776670368383e-09
1993,5.262247171344825e-08,1.661762283333701e-09
1994,5.116678636341021e-08,2.637463358823311e-09
1995,4.880205750623645e-08,2.7112254663563817e-09
1996,5.2847113352072483e-08,2.135236876199542e-09
1997,5.5141285315585264e-08,4.79489448146353e-10
1998,4.243635132183954e-08,1.43043876743576e-09
1999,4.935817088380645e-08,5.0272213059088244e-09
2000,5.036556061099873e-08,2.2090156370779823e-09
2001,4.731708713734406e-08,2.190605918883648e-09
2002,4.7317193718754424e-08,1.3143663935011318e-09
2003,5.5003383181428944e-08,1.6667691671301554e-09
2004,4.6250306695583276e-08,1.7619165015858584e-09
2005,3.693074646093919e-08,3.602999676388663e-09
2006,3.417848759568187e-08,3.294311934354255e-09
2007,4.1143138673760404e-08,3.1955835755326234e-09
2008,3.618823640749724e-08,6.3861596011349775e-09
2009,3.003961168701608e-08,2.860915504498962e-09
2010,2.5980861906305108e-08,1.8895172093635892e-09
2011,2.829739287335542e-08,6.883149605840799e-09
2012,1.872338906139248e-08,5.446804340891731e-09
2013,3.0122549787847674e-08,1.059867482666732e-08
2014,2.923350983508044e-08,7.362513709807672e-09
2015,2.7263876489769245e-08,6.428068743957738e-09
2016,2.982729796485728e-08,8.078226088059637e-09
2017,3.370919188228072e-08,8.301517695485927e-09
2018,2.813798793965816e-08,9.809573597863164e-09
2019,3.1122048937959335e-08,8.673358031785483e-09
