year,avait_VERB eu_VERB,avait_VERB vu_VERB
1910,2.1715955881518312e-05,6.8581484811147675e-06
1911,2.1562413166975603e-05,6.944684173504356e-06
1912,2.121276338584721e-05,6.697232038277434e-06
1913,2.048173701041378e-05,6.480253432528116e-06
1914,2.03741728910245e-05,6.672635663562687e-06
1915,1.9924802472814918e-05,6.342762389976997e-06
1916,1.993784826481715e-05,6.245273652893957e-06
1917,1.9636479919427074e-05,6.610560831177281e-06
1918,1.934190913743805e-05,6.538045454362873e-06
1919,1.9195602362742648e-05,6.352494438033318e-06
1920,1.937885463121347e-05,6.431096608139342e-06
1921,2.015032441704534e-05,6.533009127451805e-06
1922,2.018529448832851e-05,6.819425834692083e-06
1923,2.0776471501449123e-05,6.986355401750188e-06
1924,2.0631756342481822e-05,6.746186954842415e-06
1925,2.0511601178441197e-05,7.192808425315889e-06
1926,2.0429757569218054e-05,6.830353868281236e-06
1927,2.4165945433196612e-05,8.23704704089323e-06
1928,2.065371154458262e-05,6.9401776272570714e-06
1929,2.2210628230823204e-05,7.201158496172866e-06
1930,2.101876089000143e-05,6.734910584782483e-06
1931,1.942218113981653e-05,6.28663246970973e-06
1932,2.0293773559387773e-05,6.475990176113555e-06
1933,2.0468249203986488e-05,6.197598850121722e-06
1934,1.9508408513502218e-05,6.271159236348467e-06
1935,1.903076918097213e-05,6.0822821978945285e-06
1936,1.8475640899850987e-05,6.141167887108168e-06
1937,1.9093171431450173e-05,6.421470061468426e-06
1938,1.8222608559881337e-05,5.983446499158163e-06
1939,1.7468864825787023e-05,6.01056171944947e-06
1940,1.6457230231026188e-05,5.365716788219288e-06
1941,1.832587986427825e-05,6.555287200171733e-06
1942,1.785330277925823e-05,6.1685523178312e-06
1943,1.9782644812949002e-05,7.080990599206416e-06
1944,1.941407026606612e-05,6.81195479046437e-06
1945,2.2148849893710576e-05,7.143314633140108e-06
1946,2.0050565581186675e-05,6.949415364942979e-06
1947,2.0133158614044078e-05,6.8652298068627715e-06
1948,1.877248905657325e-05,6.523132924485253e-06
1949,1.657110988162458e-05,5.607475031865761e-06
1950,1.7519631001050584e-05,5.811161372548668e-06
1951,1.8837630705093034e-05,6.35632750345394e-06
1952,1.7800683053792454e-05,5.863965270691551e-06
1953,1.742451058817096e-05,5.678884463122813e-06
1954,1.8830700355465524e-05,6.151811703603016e-06
1955,1.706021976133343e-05,5.729913482355187e-06
1956,1.691901525191497e-05,5.679207333741942e-06
1957,1.7681561075733043e-05,6.143001883174293e-06
1958,1.7187239791383035e-05,5.718602096749237e-06
1959,1.7050095266313292e-05,5.548760327656055e-06
1960,1.6639067325741053e-05,5.688232704414986e-06
1961,1.6955593309830874e-05,5.8017130868393e-06
1962,1.7227925127372146e-05,5.736933871958172e-06
1963,1.7407261111657135e-05,5.93001732340781e-06
1964,1.7325317458016798e-05,5.543711722566513e-06
1965,1.6064277588156983e-05,5.148645414010389e-06
1966,1.793164665286895e-05,6.0769189076381736e-06
1967,1.717482336971443e-05,5.5663490456936415e-06
1968,1.8051448932965286e-05,5.898576546314871e-06
1969,1.6517464246135205e-05,5.282064194034319e-06
1970,1.5500461813644506e-05,4.755541340273339e-06
1971,1.4559649571310729e-05,4.724756308860378e-06
1972,1.403197802574141e-05,4.534023901214823e-06
1973,1.4892817489453591e-05,4.461284333956428e-06
1974,1.3709518498217221e-05,4.239430836605607e-06
1975,1.3733825653616805e-05,4.005461050837766e-06
1976,1.3873014722776134e-05,4.103455012227641e-06
1977,1.3232162018539384e-05,4.030884610983776e-06
1978,1.4269894563767593e-05,4.49227536591934e-06
1979,1.4595992070098873e-05,4.72839428766747e-06
1980,1.3802408830088098e-05,4.294563041185029e-06
1981,1.3654963368026074e-05,4.507586709223688e-06
1982,1.415310543961823e-05,4.527131295617437e-06
1983,1.3958111594547518e-05,4.355042165116174e-06
1984,1.3392809705692343e-05,4.304603862692602e-06
1985,1.3799690350424498e-05,4.523098141362425e-06
1986,1.4522839592245873e-05,4.645126864488702e-06
1987,1.3368634427024517e-05,4.5806682464899495e-06
1988,1.4025938980921637e-05,4.657523277273867e-06
1989,1.4312473467725795e-05,4.855890438193455e-06
1990,1.3683742508874275e-05,4.478246410144493e-06
1991,1.356049961032113e-05,4.329277999204351e-06
1992,1.3857509657100309e-05,4.5539686652773526e-06
1993,1.4095620826992672e-05,4.3809591261378955e-06
1994,1.3236900485935621e-05,4.4715552576235496e-06
1995,1.376163800159702e-05,4.395980795379728e-06
1996,1.2775655704899691e-05,4.355349574325373e-06
1997,1.306752619711915e-05,4.3576001189649105e-06
1998,1.3680239135283045e-05,4.569775228446815e-06
1999,1.3005878827243578e-05,4.156598151894286e-06
2000,1.2805664482584689e-05,4.220987193548353e-06
2001,1.2753269402310252e-05,4.4267762859817594e-06
2002,1.3196677173255011e-05,4.79524715046864e-06
2003,1.424170932295965e-05,5.074478849564912e-06
2004,1.3923985534347594e-05,4.985342911822954e-06
2005,1.3809847587253898e-05,5.021230208512861e-06
2006,1.4437733625527471e-05,5.344609235180542e-06
2007,1.759168844728265e-05,6.571317953785183e-06
2008,1.853902176662814e-05,7.020943940005964e-06
2009,2.097432479786221e-05,8.314774277096149e-06
2010,2.5815055778366514e-05,1.0513746019569226e-05
2011,2.6378140319138765e-05,1.1827927664853632e-05
2012,3.250414374633692e-05,1.4677095350634772e-05
2013,3.497004945529625e-05,1.6173298718058504e-05
2014,4.000616536359303e-05,1.7528629541629925e-05
2015,3.739916792255826e-05,1.7367754480801523e-05
2016,3.8078065699664876e-05,1.7780590496840887e-05
2017,3.402615766390227e-05,1.5803321730345488e-05
2018,3.747799200937152e-05,1.767917456163559e-05
2019,3.65041232726071e-05,1.6998761566355824e-05
