year,doivent_VERB ôter_VERB,doivent_VERB voter_VERB
1848,1.930853166243196e-08,8.68883915927654e-08
1849,6.703531951757213e-09,5.614208120618969e-08
1850,4.073397619208663e-09,4.8880771430503955e-08
1851,9.029214709244116e-09,5.804495017969202e-08
1852,2.6042181744401205e-09,3.190167419120371e-08
1853,1.4332636411040767e-08,1.4929829816878737e-08
1854,3.117398783558656e-09,3.533051895487915e-08
1855,4.2455496895854594e-09,2.7065379271107304e-08
1856,8.801221973442352e-09,3.520488789376941e-08
1857,1.757343248698362e-08,1.7085282522089074e-08
1858,3.4255731584664773e-09,1.1744822003834088e-08
1859,1.9350258284589472e-08,1.7313389832906978e-08
1860,7.323494255473406e-09,6.865775947773045e-09
1861,1.5091083938045813e-08,5.187560159214399e-09
1862,4.9697850279528666e-09,2.3493528900075944e-08
1863,1.3485475847119233e-08,2.996772607843923e-08
1864,5.753673537611803e-09,2.4932585773740357e-08
1865,4.23615986733239e-09,1.4591217123438582e-08
1866,8.75810357570117e-09,1.9949013108089275e-08
1867,1.164674756637396e-08,1.261730986357179e-08
1868,7.409810987013543e-09,2.222943251695142e-08
1869,2.9301114867763545e-09,3.4672986259920435e-08
1870,5.734048791339319e-09,3.039045992636602e-08
1871,5.3105884134652115e-09,1.3807530230280918e-08
1872,3.0236697590169115e-09,2.0560953828407946e-08
1873,5.387403856360606e-09,1.4366410283628284e-08
1874,5.974609251779839e-09,3.883495836021211e-08
1875,2.2886108563824337e-09,5.89317288302027e-08
1876,6.04601479992084e-09,4.353130833578689e-08
1877,1.36065949618569e-08,1.36065949618569e-08
1878,3.0195443923020093e-09,3.744235144154118e-08
1879,5.498392852132383e-09,1.0996785704264767e-08
1880,5.776061406947974e-09,1.9895322722618403e-08
1881,2.7890030285249168e-09,2.8587281875047665e-08
1882,7.320923423037584e-09,3.4608003574021495e-08
1883,6.319338941018771e-10,3.349249766415596e-08
1884,6.601696966868076e-09,1.386356363042296e-08
1885,5.156508553483263e-09,1.6114089618213256e-08
1886,0.0,2.0005737511041843e-08
1887,5.876032105334161e-09,2.2198344495905076e-08
1888,4.4384300679212174e-09,1.9021843655764314e-08
1889,0.0,2.6940087494153886e-08
1890,9.176140736144589e-09,1.7696843102044113e-08
1891,4.461953917456185e-09,1.7210394887001712e-08
1892,1.8805537127519756e-09,1.6924984080901595e-08
1893,4.310891643655168e-09,2.155445777418663e-08
1894,4.411077725308132e-09,3.465846631911518e-08
1895,0.0,3.069493459406658e-08
1896,2.948514543632541e-09,3.892039046604623e-08
1897,2.330685422435863e-09,1.2236098356765979e-08
1898,1.6975064687230201e-09,1.584339415217073e-08
1899,8.291367592505594e-09,2.4874102777516782e-08
1900,1.038210628578895e-09,2.4397950326715545e-08
1901,3.912117296778206e-09,3.129693837422565e-08
1902,1.9641135384773634e-09,2.6515532880466708e-08
1903,5.400220270956879e-10,4.104167317109386e-08
1904,5.374625189347171e-10,2.956043942958786e-08
1905,2.0643036169332163e-09,2.5287718585786934e-08
1906,4.115347618238729e-09,2.41776678677752e-08
1907,5.142843373384665e-10,2.1599941391059474e-08
1908,1.4734167219643268e-09,3.094175227147389e-08
1909,4.400786846048277e-09,4.0707277548790444e-08
1910,5.34415089958884e-09,4.11499598840237e-08
1911,5.3203743632934675e-09,3.511446777793026e-08
1912,1.5628263128064646e-09,1.8753915753677575e-08
1913,1.590896969716482e-09,2.4393752795504042e-08
1914,2.678697486047099e-09,2.5447626228469744e-08
1915,2.3561523843085297e-09,4.123266705846618e-08
1916,2.197492410260793e-09,2.197492321442951e-08
1917,2.1932848870420685e-09,2.52227767560953e-08
1918,0.0,1.722956355365568e-08
1919,9.207848372660976e-10,2.4861190439651182e-08
1920,3.028892692213958e-09,1.514446346106979e-08
1921,1.5145494858259667e-09,2.2718241510233383e-08
1922,1.4755870969551665e-09,3.6889677090812256e-08
1923,1.0615948120573648e-09,6.051090650771584e-08
1924,0.0,4.383152329978657e-08
1925,0.0,3.189471442510694e-08
1926,0.0,2.6750733184144337e-08
1927,5.574612327308159e-09,2.7873062080630007e-08
1928,0.0,1.5996457491951332e-08
1929,1.1140406375176326e-09,3.0079096546842266e-08
1930,0.0,2.4158287814657342e-08
1931,2.2810713318222042e-09,1.4826963656844327e-08
1932,4.383814644626227e-09,2.849479585620429e-08
1933,0.0,2.6382522833046096e-08
1934,2.3963160344919743e-09,2.7557634396657704e-08
1935,1.196828414151696e-09,2.2739740757060645e-08
1936,2.424942913137329e-09,3.031178508194898e-08
1937,1.2591118148108649e-09,1.6368453259474336e-08
1938,0.0,1.5558256905023882e-08
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,0.0,7.607348528892999e-09
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,2.832055301382752e-08
1946,2.7842208538686464e-09,3.480275978517966e-08
1947,2.3841741914054637e-09,2.9802176726434482e-08
1948,0.0,2.2830963786191205e-08
1949,4.908504269707237e-09,1.7670615193310368e-08
1950,9.571825110299415e-09,2.0207187034770868e-08
1951,3.1984206394497505e-09,2.4521224162299404e-08
1952,1.0544803918932644e-09,3.374337254058446e-08
1953,4.3095309543161875e-09,5.2791754967529414e-08
1954,0.0,2.7363100230104465e-08
1955,0.0,3.566530892840092e-08
1956,1.744228317335228e-09,2.441919733087161e-08
1957,5.301022731885041e-09,3.003912851795576e-08
1958,1.6544486891589827e-09,4.4670112941957996e-08
1959,4.650448914844674e-09,3.797866554577922e-08
1960,1.3841666701708277e-09,3.5988332314218496e-08
1961,2.08444772553662e-09,2.36237411854745e-08
1962,5.7077609305622445e-09,2.917300001570311e-08
1963,1.2932106496776896e-09,2.9743844720542256e-08
1964,7.300761772910391e-09,1.8860301764789256e-08
1965,7.1136563306595235e-09,2.188817305182056e-08
1966,3.3234448526542337e-09,2.4925835617750636e-08
1967,8.381570104631919e-09,1.3804939413830652e-08
1968,8.982831700699023e-10,1.2126823101255013e-08
1969,4.087581828571274e-09,2.952142530432411e-08
1970,1.3796175313274261e-09,2.207388050123882e-08
1971,4.624557625731995e-09,3.802414028086787e-08
1972,3.0780880067027283e-09,1.2825367434743384e-08
1973,2.205281512956958e-09,2.205281468548037e-08
1974,0.0,2.6440186928766707e-08
1975,5.711480177694739e-10,2.7415104852934746e-08
1976,3.4281160132820787e-09,1.314111219841152e-08
1977,2.938390863960194e-09,1.8218024422367307e-08
1978,1.1881182704343018e-09,1.6039596317796168e-08
1979,1.7555920051037788e-09,2.4578287849408298e-08
1980,3.411090521154847e-09,2.21720881654619e-08
1981,2.5302198114474095e-09,2.5934753011824796e-08
1982,4.345251713999687e-09,2.3588508923921836e-08
1983,1.2630632095778083e-09,2.273513821648976e-08
1984,1.739702604197646e-09,2.609553817478627e-08
1985,6.015558051686298e-10,3.0679345286444004e-08
1986,2.3977941854269602e-09,4.6756987615026446e-08
1987,5.49973533381376e-09,1.9554613928107756e-08
1988,3.597932174415064e-09,2.5785181989590455e-08
1989,2.7440609784434855e-09,3.128229764115531e-08
1990,0.0,1.7435683119515488e-08
1991,1.1722930404189924e-09,2.7548885839223658e-08
1992,5.509944167592096e-10,2.8651710337612712e-08
1993,1.661762283333701e-09,2.1602909683338112e-08
1994,0.0,2.162719958676007e-08
1995,8.133675954979935e-09,2.548551947256783e-08
1996,1.067618438099771e-09,1.975094043871195e-08
1997,4.794894259418925e-09,3.020783623242096e-08
1998,4.291316191284977e-09,3.8621845277475586e-08
1999,5.0272213059088244e-09,3.7475651026852574e-08
2000,2.6508188977203417e-09,1.8113929911578452e-08
2001,2.190605918883648e-09,2.015357480900093e-08
2002,2.1906108038649563e-09,4.6002824660718034e-08
2003,1.2500769308587678e-09,3.4168767371056674e-08
2004,8.809582507929292e-10,1.805964444656638e-08
2005,4.503749373441224e-09,2.567137258324692e-08
2006,3.706100981659688e-09,3.006059756671675e-08
2007,6.391167151065247e-09,2.5964116190380082e-08
2008,2.554463751636149e-09,2.9802077250451475e-08
2009,2.384096253749135e-09,3.051643204798893e-08
2010,3.7790344187271785e-09,1.747803501928047e-08
2011,5.7359579308524644e-09,1.8355065023456518e-08
2012,5.446804340891731e-09,1.5659562535574878e-08
2013,4.741512515948898e-09,2.1755175438897822e-08
2014,5.846701789380404e-09,1.775665126046988e-08
2015,5.54143841924315e-09,1.9505863591007255e-08
2016,5.3854840587064245e-09,2.050626690675017e-08
2017,1.7609279590047322e-09,2.264050280587071e-08
2018,3.614053500911041e-09,1.3681773936013997e-08
2019,3.06118530524202e-09,1.836711227554133e-08
