year,grand_ADJ an_NOUN,grand_ADJ vent_NOUN
1844,3.841992946007622e-09,2.9199145501479506e-07
1845,5.022205262772417e-09,2.8682372549271307e-07
1846,7.610851726624901e-09,2.9506687670988185e-07
1847,1.0786447290911383e-09,2.0548181733914817e-07
1848,8.045221711050488e-10,2.6629683702594775e-07
1849,7.54147322368226e-09,2.3713744701225892e-07
1850,4.073397619208663e-09,2.749543455138337e-07
1851,2.579775504329973e-09,2.53462951071981e-07
1852,3.2552727180501506e-09,2.3112436053907004e-07
1853,5.3747384320956826e-09,2.3768289358905292e-07
1854,3.117398783558656e-09,3.6681390991333274e-07
1855,1.5920811335945473e-09,4.1447177778763944e-07
1856,6.73034605824796e-09,3.0959592733914576e-07
1857,1.9526036898476207e-09,4.944968490239177e-07
1858,1.761723344984034e-08,3.4500415990734723e-07
1859,3.055304009791371e-09,3.4015717109703303e-07
1860,8.696649622663699e-09,2.567800285180333e-07
1861,1.886385547766878e-09,3.72561139494465e-07
1862,2.2589932147099034e-09,2.5165184081021863e-07
1863,6.493007131957995e-09,3.905793555247783e-07
1864,7.192092144059359e-09,3.3515148523122207e-07
1865,2.8241066707401785e-09,2.9653120758865725e-07
1866,7.784980604608194e-09,3.6540752645919383e-07
1867,5.338092634588065e-09,2.8583060540654515e-07
1868,2.4699371437009177e-09,3.4875510745990823e-07
1869,5.371870948067681e-09,3.3012589728542707e-07
1870,1.7202146374017957e-09,2.947301083189302e-07
1871,1.0621177271019633e-09,2.9951719504595076e-07
1872,1.8142017887967654e-09,3.5135040299394404e-07
1873,4.1902031844287535e-09,4.202175274414799e-07
1874,3.5847653734322193e-09,2.9873044971040486e-07
1875,1.4303817741367908e-08,4.045119747497772e-07
1876,1.813804439976252e-09,2.623970427606537e-07
1877,3.7108897066318036e-09,3.0120055272142565e-07
1878,3.0195443923020093e-09,3.0678570261954974e-07
1879,3.0546627449723474e-09,3.604501772613844e-07
1880,5.134277225593564e-09,3.0292234121098716e-07
1881,3.486253785656146e-09,3.9464394241406353e-07
1882,3.3276925659464496e-09,3.600563296402015e-07
1883,4.423537314224291e-09,3.286056298179574e-07
1884,6.601696966868076e-09,3.677145254954439e-07
1885,3.2228177904158883e-09,3.1841439618318645e-07
1886,6.453463874400711e-10,2.5749321558299343e-07
1887,1.3057849246322917e-09,3.7476026193417056e-07
1888,1.9021844099853524e-09,4.0136090984077555e-07
1889,1.8795409673089125e-09,3.4207645871475734e-07
1890,4.588070479094597e-09,3.375508974556851e-07
1891,6.374220040683554e-10,3.3082201156275914e-07
1892,8.14906586654729e-09,3.635737062523958e-07
1893,1.2316833108982905e-09,3.8059013807156816e-07
1894,1.8904617871129403e-09,3.6485911802941473e-07
1895,4.213030146971164e-09,3.8097830490357865e-07
1896,5.89702897624278e-09,3.868450906274745e-07
1897,4.078699378240458e-09,4.2243674425179734e-07
1898,2.8291773368493978e-09,6.993726628934382e-07
1899,4.4220627160029835e-09,4.405479874236562e-07
1900,5.191053142894475e-10,3.394948819845922e-07
1901,0.0,3.068217724333522e-07
1902,1.4730851538580225e-09,1.0925381559445668e-06
1903,3.2401321625741275e-09,3.942160846648335e-07
1904,1.0749250378694342e-09,3.20327654179664e-07
1905,4.128607289377584e-09,3.808640034463906e-07
1906,3.0865107691901983e-09,4.2542405864764987e-07
1907,1.028568674676933e-09,3.476562158155616e-07
1908,2.4556945366072114e-09,4.0469846496193895e-07
1909,2.750491778780173e-09,4.2797652710646616e-07
1910,2.2979847136284093e-08,6.017513562994736e-07
1911,3.1922244847493175e-09,4.405269651286403e-07
1912,2.6047105583515417e-09,4.204002985730426e-07
1913,3.8181524719682614e-08,5.106778981911475e-07
1914,2.6786975415582504e-09,3.54927428780627e-07
1915,1.1780761921542648e-09,4.971481644133746e-07
1916,6.592477230782379e-09,5.955204631646893e-07
1917,5.483212106582869e-09,5.867037078388648e-07
1918,4.594550517822427e-09,6.570206991796113e-07
1919,2.762354567309444e-09,5.929854580699612e-07
1920,3.786115865267448e-09,5.724607401447201e-07
1921,2.27182422873895e-09,5.323641438792492e-07
1922,3.688967686876765e-09,6.536850971627928e-07
1923,2.1231896241147297e-09,5.944930800971804e-07
1924,3.867487330388997e-09,7.348225850023482e-07
1925,2.1996355847875293e-09,6.213970653590195e-07
1926,2.229227691330493e-09,5.929745698907141e-07
1927,2.2298449753321847e-09,5.886790601650205e-07
1928,3.4278123672848437e-09,5.427369788035818e-07
1929,3.342121912552898e-09,6.56169918400451e-07
1930,2.100720708497761e-09,4.6530962993784897e-07
1931,5.7026783295555106e-09,4.379657045916474e-07
1932,3.287861094491973e-09,5.424970732637036e-07
1933,5.735331320977366e-09,4.358851715124956e-07
1934,1.1981580172459871e-09,4.672816142914371e-07
1935,1.196828414151696e-09,4.954869528006611e-07
1936,3.6374143697059935e-09,4.898384498019936e-07
1937,0.0,5.250496495357027e-07
1938,1.2965214457594243e-09,5.224981256546357e-07
1939,1.5294050470515685e-09,5.398799860500958e-07
1940,0.0,3.8290322823542056e-07
1941,0.0,6.699911172525219e-07
1942,3.034211770724937e-09,6.0380814659311e-07
1943,2.9032352077962287e-09,8.245187945732368e-07
1944,0.0,7.615251362835807e-07
1945,2.178504043826024e-09,7.864399318435744e-07
1946,0.0,6.306260198485347e-07
1947,1.1920870957027319e-09,5.817384858275432e-07
1948,1.0871887834440486e-09,5.685997273019439e-07
1949,1.9634016634739737e-09,3.966071362437873e-07
1950,5.317680740191122e-09,6.008979385185853e-07
1951,3.198420528427448e-09,5.917077707806584e-07
1952,2.1089607837865287e-09,4.7662513003032814e-07
1953,2.1547654771580937e-09,4.84822226809456e-07
1954,1.9545072227344917e-09,5.257624673404848e-07
1955,6.569925492527773e-09,4.918058693625937e-07
1956,1.744228317335228e-09,5.241405993672288e-07
1957,3.534015080575159e-09,5.645589183922439e-07
1958,3.3088974338291166e-09,4.806173623528309e-07
1959,3.100299128533379e-09,5.053487734940632e-07
1960,1.3841666701708277e-09,5.425933196079313e-07
1961,4.863711433600315e-09,4.967933655564138e-07
1962,1.2683912808952869e-09,5.542869905283965e-07
1963,4.526237273871914e-09,6.032827748470027e-07
1964,6.083968329129164e-10,5.536411276096942e-07
1965,1.0944086747954884e-09,4.766149666046715e-07
1966,2.215629901769489e-09,5.572309120793761e-07
1967,7.888537101319315e-09,5.970636252072836e-07
1968,8.982831700699023e-10,5.690623936516204e-07
1969,1.3625273131978588e-09,4.877847807893687e-07
1970,1.3796175035718505e-09,4.7366866429143784e-07
1971,7.70759622792383e-09,5.498085275945641e-07
1972,1.5390440588625154e-09,4.2426314017518507e-07
1973,8.269805618077442e-09,4.7193025309866243e-07
1974,2.250228725575454e-09,5.198028052433301e-07
1975,1.7134440533084216e-09,3.780999784375183e-07
1976,2.8567633814091664e-09,4.9764818399467e-07
1977,1.7630346071939584e-09,4.5192452358122637e-07
1978,4.752473081737207e-09,5.079205482871885e-07
1979,2.3407893401383717e-09,4.605503138854772e-07
1980,2.2740602734216964e-09,4.934710862158909e-07
1981,4.427884781055269e-09,4.4089081496778704e-07
1982,3.103751144983846e-09,4.872889300955308e-07
1983,1.8945948143667124e-09,5.146982413606338e-07
1984,2.319603453759811e-09,4.662402961486123e-07
1985,3.0077789148208467e-09,4.866586724716626e-07
1986,8.39227959348321e-09,5.616832678967398e-07
1987,7.94406213033838e-09,4.522004486418041e-07
1988,2.9982769045311386e-09,4.719287853838239e-07
1989,4.390497743145261e-09,5.27408523964823e-07
1990,3.269190584909154e-09,4.2608449346559496e-07
1991,3.5168792322792797e-09,4.5484971344933456e-07
1992,5.5099441120809445e-09,4.804671251967818e-07
1993,2.769603768548734e-09,4.7194047780863e-07
1994,5.8024192117756e-09,4.657760110937659e-07
1995,3.253470381991974e-09,3.9800788220745176e-07
1996,3.736664311304594e-09,5.161935323627631e-07
1997,3.835915696193126e-09,4.550354777421717e-07
1998,4.29131630230728e-09,4.7538249603462646e-07
1999,3.6561608462992723e-09,4.3325506782210255e-07
2000,4.418031274155965e-09,4.431285480777092e-07
2001,3.943090687297257e-09,4.166532363569786e-07
2002,5.25746568502683e-09,4.915730724697198e-07
2003,3.7502307925763034e-09,4.196091518693379e-07
2004,1.761916529341434e-09,4.3651481451689733e-07
2005,3.1526246058177776e-09,4.129938382391174e-07
2006,2.470733950765691e-09,4.6243903195630764e-07
2007,1.5977917877663117e-09,4.84929809196899e-07
2008,6.3861594623570994e-09,4.4915987640337107e-07
2009,9.53638501499654e-10,4.587001249944933e-07
2010,0.0,5.040287209823191e-07
2011,3.82397197240536e-10,5.292377083243593e-07
2012,6.808505426114664e-10,6.83914360699589e-07
2013,8.367375126105969e-10,6.244850894177034e-07
2014,1.5158116567492996e-09,7.150299889957523e-07
2015,6.649726186358507e-10,6.031301638120823e-07
2016,2.0713400439298368e-10,5.745897340148076e-07
2017,0.0,5.546923049770669e-07
2018,5.162933414126769e-10,5.707622792172629e-07
2019,5.1019755087367e-10,5.454011562378014e-07
