year,eut_VERB eu_VERB,eut_VERB vu_VERB
1889,1.372064986071564e-07,2.3682217431542085e-07
1890,1.3567580481321784e-07,1.7172492050576693e-07
1891,1.4405736692424398e-07,2.4158293854270596e-07
1892,1.629813226600163e-07,1.429220759519012e-07
1893,1.3856437419690337e-07,1.9953269259076478e-07
1894,1.2729108789244492e-07,1.6005910197236517e-07
1895,1.4384488622454228e-07,1.6069701302967587e-07
1896,1.4565661388132867e-07,1.8752551511624915e-07
1897,1.0837687369757987e-07,1.4508516699152096e-07
1898,1.1599627214309294e-07,1.7144814989933366e-07
1899,1.2823981876408652e-07,2.0949522649971186e-07
1900,1.0018732865546554e-07,1.7961043852210423e-07
1901,1.1345139938612192e-07,1.8051626682336064e-07
1902,1.0311595843859322e-07,1.5418291354762914e-07
1903,1.5174619250046817e-07,1.3284541466873634e-07
1904,1.1179220393842115e-07,1.445774131525468e-07
1905,1.4604948717078514e-07,1.2489036294027756e-07
1906,1.1574415026416318e-07,1.214027491869274e-07
1907,1.1725683179975022e-07,1.2805679716620944e-07
1908,1.2376700908589555e-07,1.424302809027722e-07
1909,1.402750768875194e-07,1.6117881784794008e-07
1910,1.122271626741167e-07,1.464297270103998e-07
1911,1.2024045759062574e-07,1.7131604579390114e-07
1912,1.0887690393701632e-07,1.547198138496242e-07
1913,1.177263726503952e-07,1.3787773411877424e-07
1914,1.2455943476652465e-07,1.4464966113791888e-07
1915,1.060268601804637e-07,1.4019106231444312e-07
1916,1.0767713121140332e-07,1.3514578256490495e-07
1917,1.3598366876976797e-07,1.3159709055798885e-07
1918,1.3783650842924544e-07,8.844509835626013e-08
1919,1.3719693470193306e-07,1.4916714974333445e-07
1920,1.1888403861348706e-07,1.1358347506984501e-07
1921,1.075330118283091e-07,1.0904756209129118e-07
1922,1.0181550891275037e-07,1.5346105897151574e-07
1923,9.342033990833443e-08,1.6560879601001943e-07
1924,1.0828964747133796e-07,1.418078738879558e-07
1925,1.1218141793278846e-07,1.6387285484142922e-07
1926,8.471064916193427e-08,1.0031524766418443e-07
1927,1.0257286930936971e-07,1.8061744810893288e-07
1928,1.0511958237202634e-07,1.2568645502142317e-07
1929,8.355304714768863e-08,1.8158861792016978e-07
1930,9.663315125862937e-08,1.1764036145223145e-07
1931,9.352392282835353e-08,1.1519410492155657e-07
1932,6.13734059129456e-08,1.1069131744534388e-07
1933,8.602996359741155e-08,1.1011835709950901e-07
1934,8.02765853791243e-08,9.345632179247332e-08
1935,8.018750463634206e-08,1.1369869667987587e-07
1936,8.48730010716281e-08,7.274828561776303e-08
1937,5.666003133342201e-08,6.043736533456467e-08
1938,7.779128452511941e-08,7.779128452511941e-08
1939,7.799965828780842e-08,9.482311469355409e-08
1940,7.86092684279538e-08,9.128818589942966e-08
1941,3.836953510472085e-08,8.559357667081713e-08
1942,9.406056733496371e-08,6.371844563091145e-08
1943,9.290352664947932e-08,1.5096823346993915e-07
1944,6.7476911169706e-08,7.390327994016843e-08
1945,4.357008265287732e-08,6.535512397931598e-08
1946,7.378185529205439e-08,6.542919095409161e-08
1947,5.8412268799656886e-08,1.3828210398969532e-07
1948,7.610321262063735e-08,9.34982367084558e-08
1949,3.8286334103077024e-08,7.657266820615405e-08
1950,4.679559140186029e-08,1.1805251176610909e-07
1951,5.863770979885885e-08,7.569595084078173e-08
1952,3.690681538159879e-08,8.224947123380844e-08
1953,4.5250075686453783e-08,6.464296120611834e-08
1954,6.449873524161376e-08,1.0163437735855041e-07
1955,3.754243138587299e-08,7.41462997666531e-08
1956,4.360570926564833e-08,5.843164885277474e-08
1957,3.975766915687018e-08,7.156380377182359e-08
1958,5.21151335419745e-08,9.843969905887207e-08
1959,9.300897119146612e-08,6.66564332618691e-08
1960,6.3671663497189e-08,1.1004124900182433e-07
1961,5.072156383789661e-08,7.990383465994455e-08
1962,5.7711801559889864e-08,9.00557779459632e-08
1963,5.1728427763464424e-08,1.0862969190839067e-07
1964,5.4755716405452404e-08,9.430151237665996e-08
1965,1.0232721336933537e-07,1.1546011791097044e-07
1966,8.973301390824417e-08,1.0911977454952648e-07
1967,1.1684895184771449e-07,1.1191861659654023e-07
1968,7.859977557700404e-08,1.1857337511855803e-07
1969,6.540130925714038e-08,9.901032171910629e-08
1970,6.392227902551895e-08,1.1128914678693036e-07
1971,7.553444447694346e-08,9.762955244241311e-08
1972,6.412683717371692e-08,7.849124727954404e-08
1973,5.623467913551394e-08,6.450448353234606e-08
1974,4.837991696149402e-08,6.525662854528491e-08
1975,5.140332248743107e-08,8.167416609694556e-08
1976,8.227478787148357e-08,6.627691107041755e-08
1977,5.465406971438824e-08,5.05403221495726e-08
1978,4.930690877813504e-08,1.4198013786881347e-07
1979,1.0240953685070053e-07,8.134242790447388e-08
1980,3.865902442612423e-08,7.049586514540351e-08
1981,4.99718417756867e-08,7.780425903547439e-08
1982,3.3520510811513304e-08,4.8418517195614186e-08
1983,4.0418022706489865e-08,5.052253015946917e-08
1984,4.465236713713239e-08,5.0451372857196475e-08
1985,4.090579608373446e-08,6.256180284935908e-08
1986,3.057187569766029e-08,5.8146508052914214e-08
1987,3.299841111470414e-08,3.238733015109574e-08
1988,2.6384837426007834e-08,6.296381371839743e-08
1989,3.1831110192115375e-08,7.793133249833772e-08
1990,3.160217687536715e-08,7.13773289362507e-08
1991,3.341035181847474e-08,3.985796226402272e-08
1992,2.920270425477156e-08,6.116037809533736e-08
1993,4.154405530698568e-08,4.043621260052532e-08
1994,3.5342008430916394e-08,5.802419167366679e-08
1995,4.0126135303353294e-08,6.073145186746842e-08
1996,3.096093337262573e-08,4.697520950003309e-08
1997,2.4933450859521145e-08,4.123609187445254e-08
1998,3.146965354972053e-08,4.005228504411207e-08
1999,3.4733528053720875e-08,4.753009363867022e-08
2000,2.87172046142814e-08,2.6949992459890382e-08
2001,4.4688359679412315e-08,5.827011761994072e-08
2002,3.5926017716292336e-08,5.564151450698773e-08
2003,2.7918384049030465e-08,5.875361352991604e-08
2004,3.259545522382723e-08,6.386947148939726e-08
2005,3.0175122844866564e-08,5.26938706002511e-08
2006,3.006059756671675e-08,5.888582421675892e-08
2007,3.435252438066527e-08,4.433872291542684e-08
2008,3.448526086913262e-08,5.492097088222181e-08
2009,2.9562793102400065e-08,5.626467114439038e-08
2010,2.4563723499682055e-08,5.1961723812610217e-08
2011,2.1796640936599943e-08,5.697718208352853e-08
2012,3.029784778618705e-08,1.1336161520603127e-07
2013,2.2870825233667347e-08,1.4977601381360728e-07
2014,2.7501153354592134e-08,9.419686364253721e-08
2015,3.6130177960558285e-08,1.6735144470203522e-07
2016,4.4533809528957136e-08,1.8434926118970907e-07
2017,1.7106156491308866e-08,1.8816773206253856e-07
2018,2.4265787601507327e-08,1.332036845269613e-07
2019,3.1377147990951926e-08,1.6300812433200917e-07
