year,grand_ADJ empire_NOUN,grand_ADJ vampire_NOUN
1983,3.8270815849728024e-07,0.0
1984,3.508400077123497e-07,1.1598016991243298e-09
1985,3.3085569128843417e-07,0.0
1986,3.410862206010279e-07,2.5776287992940183e-08
1987,3.159292241150524e-07,1.2221633705067347e-09
1988,3.4959908035148146e-07,1.1993107618124554e-09
1989,3.6605775122211526e-07,5.488122178931576e-10
1990,4.707634531087024e-07,1.089730194969718e-09
1991,3.839259719029542e-07,1.7584396161396398e-09
1992,3.1186284132900255e-07,1.1019888335184191e-09
1993,3.6614160947578966e-07,8.308811416668505e-09
1994,3.40232759299397e-07,5.274926495602017e-09
1995,3.199245988128041e-07,4.880205906054869e-09
1996,3.827412164980615e-07,3.736664533349199e-09
1997,3.735222726675147e-07,9.58978896292706e-10
1998,3.4187486264158906e-07,1.9072516899143466e-09
1999,3.752135171453119e-07,1.8280804647829996e-09
2000,4.0690071045901277e-07,3.0926220473403987e-09
2001,3.5706875323171516e-07,1.7524846851468823e-09
2002,3.978149081262927e-07,3.943099291525698e-09
2003,3.8460697737718874e-07,6.250384432249234e-09
2004,4.338719392649182e-07,3.964312100812606e-09
2005,3.805668349343705e-07,6.7556242822064405e-09
2006,4.0067067885729557e-07,2.0589449589714093e-09
2007,3.9984738720022506e-07,9.986198756806175e-09
2008,3.7422895360350594e-07,1.2346575317678798e-08
2009,3.652435509593488e-07,9.059565986291318e-09
2010,3.353893056612378e-07,9.447586046817946e-09
2011,3.12418507064649e-07,6.1183551280930004e-09
2012,3.771912098216035e-07,2.280849276115049e-08
2013,3.0959287400378344e-07,2.3149736960714762e-08
2014,3.7245655803985755e-07,2.1870996014250466e-08
2015,3.952153839748007e-07,1.7067630420086743e-08
2016,5.718969902090976e-07,1.574218458366694e-08
2017,3.187279631333695e-07,1.6099912514278003e-08
2018,3.4281878669162325e-07,2.3491347311832556e-08
2019,3.5688318789084406e-07,1.4285531646507366e-08
