year,dernier_ADJ or_NOUN,dernier_ADJ corps_NOUN
1925,1.0998177923937646e-09,2.2546264233369584e-07
1926,3.343841648018042e-09,1.8391128264738654e-07
1927,0.0,1.5720407153807514e-07
1928,2.2852082448565625e-09,2.0681134804689805e-07
1929,3.342121912552898e-09,1.9050095545480872e-07
1930,0.0,1.7646054573106085e-07
1931,0.0,2.1784231396537734e-07
1932,2.1919073223131136e-09,2.1261501226277346e-07
1933,1.1470662197865522e-09,2.9250189226281975e-07
1934,1.1981580172459871e-09,2.44424228412754e-07
1935,2.393656828303392e-09,2.9322294814448924e-07
1936,1.2124714565686645e-09,2.4491922223646156e-07
1937,0.0,2.618952521515894e-07
1938,2.5930428915188486e-09,2.4763560568796805e-07
1939,0.0,2.2176372738158534e-07
1940,2.5357829169792012e-09,2.3582781238928874e-07
1941,0.0,2.7448973582977487e-07
1942,0.0,2.0025797686784585e-07
1943,2.9032352077962287e-09,2.1193616905890167e-07
1944,3.2131861615880553e-09,1.8315161121051915e-07
1945,0.0,2.0695788682800753e-07
1946,4.1763312808029696e-09,1.9211124424600712e-07
1947,3.5762612871081956e-09,1.7881306280109754e-07
1948,1.0871887834440486e-09,2.098274367590136e-07
1949,0.0,1.8455975392406287e-07
1950,3.190608444114673e-09,1.3081493932531885e-07
1951,6.396841278899501e-09,1.162092786444191e-07
1952,1.0544803918932644e-09,1.6555342285951014e-07
1953,1.0773827385790469e-09,1.3467283732637725e-07
1954,2.9317608341017376e-09,1.2313395814089745e-07
1955,2.815682353940474e-09,1.1075017170014689e-07
1956,0.0,1.6308534611653158e-07
1957,8.835037701437898e-10,1.2457403286703084e-07
1958,2.481673033738474e-09,1.166386311979295e-07
1959,0.0,6.66564332618691e-08
1960,6.920833350854139e-10,1.0104416503509128e-07
1961,4.86371165564492e-09,6.461788115696976e-08
1962,2.5367825617905737e-09,9.639773423941733e-08
1963,2.5864212993553792e-09,1.2026859108615895e-07
1964,6.083968329129164e-10,7.909158655783344e-08
1965,0.0,6.730613338890024e-08
1966,5.539074754423723e-10,7.533141788140796e-08
1967,1.4791006197611978e-09,7.39550358730412e-08
1968,4.4914158503495116e-10,6.063411545076391e-08
1969,2.725054598640142e-09,4.541757631093546e-08
1970,9.197450023812337e-10,3.403056539341698e-08
1971,4.110718099248345e-09,3.288574401683064e-08
1972,2.0520587451500205e-09,4.360624705768146e-08
1973,1.6539611902288698e-09,3.8041106487085585e-08
1974,0.0,3.994155872710792e-08
1975,1.1422960355389478e-09,4.0551508817543436e-08
1976,2.285410749536254e-09,4.2280099421532213e-08
1977,0.0,3.114694280270669e-08
1978,2.3762365408686037e-09,4.396037511789075e-08
1979,1.1703946700691858e-09,2.8089472858816578e-08
1980,5.685150683554241e-10,3.581644847372445e-08
1981,3.795329828193417e-09,3.162774714349226e-08
1982,6.207502289967692e-10,3.9728013434547904e-08
1983,0.0,3.915495838668903e-08
1984,5.799008495621649e-10,4.4072465898992164e-08
1985,1.8046674155058895e-09,3.3085569506319246e-08
1986,1.7983456390702202e-09,3.117132441055048e-08
1987,6.110816852533674e-10,2.810975807676641e-08
1988,2.398621523624911e-09,3.47800117594943e-08
1989,0.0,3.183110985904847e-08
1990,2.179460389939436e-09,3.105731027908121e-08
1991,1.1722930404189924e-09,2.1101275393675678e-08
1992,4.4079553340736766e-09,2.4243753671271406e-08
1993,0.0,3.212740296021366e-08
1994,0.0,2.953958855300698e-08
1995,4.337960657352369e-09,3.578817486804553e-08
1996,2.135236876199542e-09,3.25623616959092e-08
1997,4.79489448146353e-10,2.7810388658622287e-08
1998,1.9072516899143466e-09,2.288701994590525e-08
1999,9.140402323914998e-10,4.204584930223021e-08
2000,2.2090157481002848e-09,2.7833598870152798e-08
2001,1.3143635346768434e-09,2.7163512855699068e-08
2002,1.752488598683044e-09,3.680225901803169e-08
2003,1.6667691671301554e-09,2.083461403401543e-08
2004,1.3214373761893938e-09,2.907162299781163e-08
2005,2.251874686720612e-09,2.612174831995162e-08
2006,8.235779835885637e-10,3.088417449559344e-08
2007,1.1983438408247338e-09,3.075749122061211e-08
2008,8.514879357157668e-10,3.022782024686421e-08
2009,1.430457752249481e-09,2.9562793102400065e-08
2010,4.723793023408973e-10,3.448369023661968e-08
2011,1.91198598620268e-09,3.9004515173246546e-08
2012,3.4042526575461807e-09,4.76595381493361e-08
2013,1.3945624655065103e-09,4.99253367536312e-08
2014,6.496335691608124e-10,4.7206703837621156e-08
2015,2.21657536769726e-09,4.610476658784002e-08
2016,8.285360453275104e-10,6.131166774281382e-08
2017,7.546833991067814e-10,3.320607078194371e-08
2018,2.5814667625745358e-09,4.052902835560701e-08
2019,1.7856913725466939e-09,4.005050840971691e-08
