year,dernier_ADJ an_NOUN,dernier_ADJ camp_NOUN
2010,9.447586046817946e-10,2.5980861906305108e-08
2011,0.0,2.5238214157452532e-08
2012,1.7021263287730903e-09,2.791487288544836e-08
2013,1.6734750252211938e-09,2.928581288585974e-08
2014,2.1654451842767486e-10,3.291476602385046e-08
2015,1.773260274728905e-09,3.191868458429781e-08
2016,1.4499380585064614e-09,2.9620162322885335e-08
2017,1.509366853724714e-09,2.616235761365715e-08
2018,5.162933414126769e-10,2.5040227669137494e-08
2019,1.02039510174734e-09,2.1428297358738746e-08
